,2010-09
2010-09-01_160,"6月房價漲4.2％ 優於預期
【編譯謝璦竹╱綜合外電】
美國20大城市6月住宅價格比一年前攀升4.2%，優於預期，反映政府退稅獎勵帶來的影響，也顯示7月房屋銷售銳減前，房市正趨於穩定。另外，美國8月消費者信心也從五個月的谷底勁彈。
標準普爾╱凱斯席勒6月房價指數為147.97，比一年前攀升4.2%，高於分析師平均預期的3.5%升。不過，隨著退稅優惠措施結束，法拍屋增加，以及失業率居高不下都可能使房價未來幾個月面臨沉重壓力。
紐約摩根大通首席美國經濟學家費羅禮說：「關鍵是房屋銷售疲軟會不會導致住宅價格下滑。」經季節調整後，6月房價比5月攀升0.3%。
第二季期間美國20個城市的房價平均比一年前攀升3.6%，比前一季上漲2.3%。
經濟研究聯合會31日公布的8月消費者信心指數上升到53.5，從7月的五個月谷底51.0彈升。據彭博資訊調查，經濟學家原先預期8月指數從7月初估的50.4升到50.7。
佛羅里達Raymond James合夥公司首席經濟學家布朗說：「信心上揚是好消息，但原本就夠低了，不值得太興奮。短期內就業市場是一個大問題，消費者前景不會很快大好。」據彭博統計，消費者信心在2007年12月經濟擴張期結束前平均為97，但去年平均降到45。
消費者信心指數顯示，認為工作機會很多的人比一個月前減少，但他們對未來六個月的就業機會展望沒有一個月前那麼悲觀。回答未來六個月將有更多就業機會的比率從14.2%上升到14.6%，而預期未來六個月收入會增加的比率持平在10.6%。
另外，經濟研究聯合會的當前情勢指標本月降到24.9，是2 月以來的谷底，但未來六個月的展望指標從67.5升到72.5。
【2010-09-01/經濟日報/A5版/國際焦點】
"
2010-09-01_214,"房價透明化 可減少投機炒作
ECFA簽定後 投資客趨之若鶩 專家建議以交易實價為課稅基準
【台北訊】
近年台灣不動產大幅高漲，房市不斷追高，民眾購屋壓力越來越大，儼然成為民怨之首，為平息民怨，相關單位開始推動「房價資訊透明化」，期待透過透明的房價資訊，提高消費者掌握房屋買賣與價格變動等相關資訊，同時也減少不動產投機炒作的風氣。
ECFA簽定後，政府營造出經濟發展一片正面光明時，在既有的投資工具風險波動較大時，台灣的房地產低風險、低賦稅的優勢下，令國內外的投資客趨之若鶩。
正聯國際不動產估價師事務所估價師李基榮表示，不動產向來保值性高，且台灣現有土地增值稅制及申報方式，其申報價值與評定價值已大幅偏離不動產實際交易價格，造成買賣不動產其稅負偏低，資產與資本利得課稅金額偏低。
以台北市近年不動產價格變化來看，平均住宅除了2008年受到金融風暴有微幅下降外，自民國94年到98年平均漲幅將近50%，而且台北市買賣住宅不動產的平均價來看，以增加到7,000多億甚至上兆，但是台北市所收得的契稅及土地增值稅每年加總不到250億，占預估住宅不動產價值不到3%。
李基榮解釋，簡單以營業稅做比較，中華民國政府稅法規定每筆交易所產生的5%營業稅，都比現在的土地增值稅與契稅高，若將土地增值稅比照遺產稅10%課稅，94年到98年累計可課得2,834億稅收入到國庫。以這數據來看，94年到98年台北市的房市投機熱潮，政府已經損失上千億的課稅所得，若以此稅賦體制，未來外資陸資投資房產越熱絡，台灣稅收損失越大，最後又淪為全民買單的窘境。
所以，現有的公告現值已不符時宜，建議相關單位以交易實價做為課稅基準，但是有個重要的前提是，自用住宅與投資住宅需有區分標準，藉由不同的計稅標準，以低稅率鼓勵長期持有的住宅用戶，以高稅率降低投資客的炒作市場。
李基榮強調，在後ECFA時代，政府期待海外與兩岸來台投資發展，但是若台灣稅制無法有效課得短期資產上漲所造成的資本利得稅收，建議相關單位取消公告現值制度，讓資產市場價格透明化，讓房市市場價值反映在稅收與徵收土地上，減少徵收土地的抗爭，讓市場交易的不動產增值幅度真正達到平均地權及漲價歸公的期望。(曾淑青)
【2010-09-01/經濟日報/A24版/產業商機】
"
2010-09-01_236,"行庫新房貸 上月減兩成
【記者洪凱音╱台北報導】
政府打房奏效，行庫8月的房貸新承作量出爐，較7月的新承作量減少兩成以上，放款餘額「倒退嚕」，銀行業者指出，主要事公教房貸大幅減少所致。
華銀、一銀8月底房貸總餘額分別較上月減少15億元與5億元。主管表示，房貸放款餘額反映市場供需。
一銀表示，房貸衰退最嚴重的就屬公教房貸，據該行內部統計，去年10月公教房貸的新承作量還有14億元的水準，8月剩下5億元，衰退幅度超過六成以上，影響最深。
銀行主管指出，央行對投資客限制辦法出爐後，公教人員預期房價下跌，對房市態度轉趨為保留，導致新承辦房貸業務量大幅下滑。
公教人員收入穩定，鮮少出現呆帳，彰銀兩年前承作約500億元的公教房貸，呆帳率幾近於零，而國內公教人員的人數達70萬人，占公股銀行整體房貸的10%到20%，是房貸市場很大的支撐點，這個族群對房市態度轉為保守，對房價的走勢將有一定的衝擊。
目前利率最低的公教貸款，是由華銀主辦，利率為1.36%，近來的新增餘額同樣面臨下降趨勢；華銀表示，受到農曆7月 （ 鬼月）影響，公教房貸8月的新增餘額僅40幾億元，比今年第一季單月新增餘額80億元的高峰，萎縮了近一半。
【2010-09-01/經濟日報/B1版/基金理財】
"
2010-09-01_267,"大台北8月房市 價量齊揚
止跌訊號浮現，首購族成主力客群，偏好買小、買新；高雄成交量增13％，傲視全台。
【記者李至和╱台北報導】
8月中古屋交易止跌回穩，大台北地區房市價量齊揚，台北市中古住宅單價格從每坪43.7萬元上漲到46.2萬元，成交量微幅成長5%，首購買氣強勁，總價1,500萬元以下的中古屋成為交易主力。
自央行實施房貸選擇性信用管制以來，6、7月大台北中古屋的成交量萎縮、成交價也下滑，8月則出現止跌訊息，在經歷此波微幅盤整期後，預期第四季房市呈現量穩價修的交易態勢。
中信房屋董事長特助胡佩蘭分析，外資對於房地產持續看好並加碼投資，但主要集中在商辦，至於住宅部分，第四季中古屋會往下微幅修正5%至10%的空間。
信義房屋觀察，8月大台北地區主力客群以首購為主，總價1,500萬元以下物件，成交量能穩定，甚至出現「買小、買新」的特性。
永慶房屋研展室統計，大台北地區8月成交量較上月成長5%，台北縣市中古住宅單價均有回升現象。台北市從每坪43.7元升到46.2萬元，台北縣則從每坪26.2萬元上漲到28.6萬元。
台北市中心的成交量持平，但市郊區則成長10%以上。南港區交易量較上月成長17%，超越今年高峰的第二季，主要是外來客進場。
永慶房屋研展室協理黃增福分析，南港在台北市區輕移民效應下，外來買方大增，帶動區域交易量成長。內湖區也受惠於外來人口移入影響，8月成交量大漲三成。板橋、新店、永和也因來自台北市的買方增加，重回第一季的成交水準。
以信義房屋北市成交資料發現，25坪以下產品成交比重增加5個百分點。五年內新成屋出售比重，更大幅增加8個百分點。
信義房屋不動產企研室經理蘇啟榮指出，在房價修正的預期心理下，自住客入場。在考量預算下，兩房以下小坪數的套房產品交易增溫，市中心甚至是捷運站旁的小宅均有不錯的表現。
住商不動產統計8月全國加盟店交易發現，以高雄表現最亮，增加幅度近13%。住商不動產企劃研究室主任徐佳馨表示，不受央行政策限制下的區域如淡水、三峽、林口等地，買氣持續加溫；台中與高雄等地買氣則受惠於五都利多帶動買氣。
【2010-09-01/經濟日報/A19版/零售流通】
"
2010-09-01_284,"《港企快訊》
中信泰富 淨利成長89％
擬配發0.6元股息
【記者陳怡慈╱綜合報導】
中信集團子公司，以生製特種鋼材為主的中信泰富昨公布半年報，合計淨利潤賺港幣53.84 億元 (約新台幣222億元)，較去年同期成長89%。
中信泰富主席常振明在「主席致股東報告」中指出，該公司上半年淨利潤中，屬於股東應占利益為港幣48.84億元，較去年同期24.68億元大幅成長，董事會已建議配發股息每股港幣0.15元(約新台幣0.6元)。
常振明分析，上半年獲利主要來自出售北方聯合電力、澳門電訊及香港空運貨站所貢獻，這部分共賺取港幣17.74億元。
至於公司三大主力產品：特鋼、鐵礦開採和大陸的房地產業務，則持續發展。
常振明說，特鋼業務在上半年取得相當好的業績，獲利貢獻比2009年同期成長120%，不但產銷量增加，價格也有所上升。
他也提醒，最近鋼鐵市場開始出現需求較疲弱的跡象。如果此狀況持續下去，將對特鋼業務造成一定的影響。
至於大家都一直關注大陸的房地產市場。常振明說，今年上半年，政府實施一系列減緩房價快速增長、確保房地產市場持續健康發展的相關措施。因此，短期內預計地產項目銷售會受到些影響。但「我們仍然看好中國房地產市場的長期前景」，並相信這一系列措施對有實力的發展商是有利的。
中信泰富不是一家單純的房地產公司，因此並不單單依賴此業務的現金流，常振明說：「我們有足夠的資本承受短期波動，等待市場復甦」。
【2010-09-01/經濟日報/A10版/香港股市】
"
2010-09-01_307,"投資客注意！ 銀行紛提高房貸利率、降低放款成數…
買小套房 自備款加碼
【記者洪凱音╱台北報導】
近期大型行庫不只緊縮投資客房貸申請，對於小坪數的套房更敬謝不敏，近來銀行對12坪以下小套房的貸放新增案件幾乎掛零，要購買小套房的單身貴族或投資客，最好準備更多自備款。
小套房坪數小、總價低，容易購買，是都會區流行的產品；台灣房屋表示，台北市中山區的小套房交易量最多，平均每100個交易案件中，至少有30%屬於小套房產品，高於大台北區平均20%的交易量；近期公股銀行緊縮小套房放款，對都會區的單身貴族影響最深。
行庫主管分析，即使房價稍微回跌，套房每坪單價仍偏高，一旦景氣反轉，單價偏高的小套房將首當其衝，加上小套房主要是賣給特殊族群，如單身貴族、投資客等，轉換率較高，銀行只能降低放款成數、提高利率，甚至大幅減少承作量，來加強內部控制。
華銀表示，內部規定12坪以下的小套房必須送總行統一管理，不過，送審的案子多遭總行駁回，近來放款量幾乎掛零；一銀與彰銀都逐漸減少小套房放款量，彰銀發言人施建安表示，僅針對第一棟房貸的「自用」用途放款，且貸款人還要有足夠的財力證明，銀行才會放行。
彰銀對小套房控管結果，15坪以下房貸產品的放款量，7月新增餘額較6月減少一半。
相較之下，民營銀行審核較寬鬆。民營銀行表示，小套房核貸成數比一般房貸低，但貸款人只要收入穩定、信用良好，並與承貸銀行關係佳，如信用卡、基金、存款長年往來客戶，核准機率就能大大提升。
值得注意的是，台灣房屋日前調查發現，部份以小套房為投資用途的貸款人，遭銀行貸款回拒後，找上民間融資公司周轉，雖然利息較高，但投資客仍期望短時間轉手，賺取中間的差價。
民間融資公司利息，每月高達兩分以上，也就是說，月利率2%，以借貸100萬元為例，每月就得付出2萬元的利息。
【2010-09-01/經濟日報/B1版/基金理財】
"
2010-09-02_290,"打房不彰 大規模金檢來了
三縮措施後 土地標價不降反升 央行與金管會懷疑瘦了房貸 肥了修繕貸款…
【記者羅兩莎╱台北報導】
中央銀行房市「針對性措施」上路滿兩個月，金管會和央行將針對各銀行展開新一波大規模專案金檢，鎖定銀行業承辦房貸、土地和建築融資、房屋修繕貸款等，清查銀行有無繼續殺低房貸利率、調高貸款成數、資金流向等。
在專案金檢後，本月底央行將召開理監事會議，是否進一步針對土地、建築融資採管制措施，備受矚目。
另外，近日央行密集邀請各銀行到央行開會，除了解各銀行房貸承做狀況外，亦了解銀行的營運等狀況，作為理監事會議決策之參考。
面臨國內房價一路飆高，央行3月中旬起鎖定房市投資客，祭出「三縮措施」後，6月下旬理監事會決議，針對北市和北縣10個縣轄市祭出降成數等針對性措施。
據悉，在央行新措施實施兩個月後，被外界稱為「打房措施」的效果究竟如何？銀行有無遵守規定？及投資客是否持續利用房貸修繕貸款、週轉金等管道，自銀行體系取得資金繼續炒作房地產？
同時，央行在祭出一連串「打房措施」後，從新莊副都心到台北市中心的多個土地標售案，開標結果價格不降反升，且續創歷史新高，引起央行高度關注。
據透露，央行除打電話「了解」各銀行承做各個土地標售案的土地融資意願及可能的做法外，8月初啟動專案金檢機制，鎖定各大行庫房屋修繕貸款展開全面性的金檢動作。
據了解，因各銀行房屋修繕貸款上限為1,000萬元，且確有不少客戶，以舊屋設定抵押，並向銀行取得數百萬到上千萬貸款，進行「理財投資」。
金融界人士指出，央行在專案金檢時發現，修繕貸款額度動輒數百萬，甚至上千萬元，修繕貸款金額遠超過修繕用途，懷疑有不少投資客利用修繕貸款取得資金，繼續炒房。
據透露，央行已口頭上要求各行庫，必須對房屋修繕貸款設定，例如：訂定對修繕貸款額度設限，及資金用途必須明確等「改進措施」。
銀行業者揣測，央行這次金檢重點鎖定修繕貸款，可能與央行懷疑不少投資客的購屋資金來自修繕貸款，致打房措施效果不如預期，因而清查銀行修繕貸款資金流向等。
但銀行業者強調，修繕貸款資金流到其他地方，並非單一銀行少數個案，而是市場上很普遍的現象。
【2010-09-02/聯合報/AA1版/財經．教育】
"
2010-09-02_298,"兩年內無條件加價5％返還款項…
建商另類行銷 激發買氣
【記者黃啟菱╱台北報導】
為激買氣，橡園建設昨（1）日提出買屋者，在兩年內無條件可取消房屋買賣契約，不僅返還已繳款項，還多退5%，希望讓擔心套在高點的潛在買方，勇於出手。
橡園建設強調，對房市景氣有信心，相信房價會向上，所以敢祭出此方案。此一方案，將運用在新推個案「橡園撰」與「橡園擘」上。「橡園撰」為住宅案，位於台北市景美女中附近，總銷4億元，共31戶，一個多月來已銷售逾五成；「橡園擘」則是商辦案，位於台北市內湖六期，開價4億元。
橡園建設已成立15年，今年除「橡園撰」與「橡園擘」兩案之外，還將推出「麗水翫」，此案基地僅30坪，位於台北市麗水街，為橡園建設在前年以每坪130萬元向台銀標得，設計為七樓的城市型電梯別墅，每層僅一戶，總建坪165坪，總價1.88億元，橡園建設透露，已有四組買方在接洽。
橡園建設在三年前推出位於台北市南京東路的「南京沃荷」時，也曾運用退款還加5%的手法。
【2010-09-02/經濟日報/A4版/焦點】
"
2010-09-02_309,"

債券基金 再掀搶募潮
近期十檔將接棒上市 申募金額上看千億 新興債、高收益債最熱門

【記者何佩儒╱台北報導】

繼上半年有多檔債券基金募集，下半年投信募集債券熱有增無減，根據投信投顧公會資料顯示，近來募集中、即將募集，與送件中等候核准的債券相關基金高達十檔，債券型基金再掀搶募潮。根據統計，近來投信相繼搶募債券基金，以新興債及高收益債為主，加上組合型債券基金，占近來募集中或排隊中基金的五成，與向來熱門的股票基金數量不相上下。從申請募集金額來看，募集上限直逼千億元，將為已熱鬧滾滾的債券市場再添活水。宏利投信昨（1）日就宣布，新推出的新興市場高收益債券基金將從15日開始募集。宏利新興市場高收益債券基金經理人李育昇表示，與其他新興債大多配置至在主權債券不同，宏利新興市場高收益債券基金大部分配置在新興市場的公司債。宏利這一檔基金，也是目前第二檔新興市場高收益債基金，由於新興債、高收益債基金近來都很夯，預料這類結合兩者的新興市場高收益債基金檔數，可能會持續增加。群益多重收益債券基金經理人張俊逸指出，由於目前主要的公債殖利率都處於相對或歷史低點，因此債券價格並不便宜，不過下半年經濟成長放緩的擔憂已逐漸顯現在經濟數據方面，美國就業、房屋市場數據轉弱，經濟成長放緩將抑制通膨壓力，使提供穩定報酬的債券仍具吸引力。復華新興債股動力組合基金經理人黃大展認為，相較於股票市場，今年以來各債券市場表現可說是可圈可點，債券因為有穩固的債息收入，所以報酬表現與股票超漲超跌的性質截然不同。近來新興市場債券表現特別亮眼，主因為巴西、墨西哥、俄羅斯等新興國家的經濟結構正在轉變，未來在政治經濟持續改革開放下，新興市場債市的國家體質持續改善，信用評等可望提升。李育昇說，金融海嘯遠離後，投資人的資產配置相對保守，去年投資成熟市場的債券基金就相當受歡迎；去年第四季起，投資人已較能接受風險性的資產配置，帶動高收益債的風潮。由於新興市場的成長動能仍強，預料新興市場公司債，吸引投資目光。

【2010-09-02/經濟日報/B3版/基金世界】

"
2010-09-02_352,"大安麗水 住辦增值潛力可期
面對師範大學 近古亭捷運站交通便利 周邊生活機能完整
【台北訊】
房產專家指出，去年下半年開始，商辦市場持續受到關注，主因在於供需基本面的問題。台北市商辦的空置率持續下降，許多建商買到土地多半是規劃興建收益較佳的豪宅，新增的商辦供給量相對減少。
ECFA簽訂，台商資金回流意願大增。加上港資、陸資也持續探路，例如陸資在香港的營業據點有2.8萬個，但台北市可供給的只有一、二千個，供需如此失衡，商辦市場勢必有補漲空間。
業者說，目前台北市較具漲相的商辦市場區塊，第一是台北101商圈，但是此區向來屬於「財團式商圈」，最受歡迎的商辦首選地段，屬北市大安區最具潛力。
大安區生活機能、學區、交通、景觀等各條件均佳。國父紀念館與大安森林公園就位於此區，此區還有捷運板南線與木柵線通過，都是國外觀光客來台旅遊指名度最高的景點。區內又有明星學校雲集，如金華國中、台大、師大等，學區加上商圈成熟，大安區房價始終居高不下。
大安區已落成的全方位住商辦建案「大安麗水」，位師大商圈師範大學正對面，近古亭捷運站，僅有二樓規劃50、100 、267坪商住辦兩用，全案為住辦大樓社區，區內24小時保全，周邊生活機能完整，交通便利，增值潛力不在話下。
「大安麗水」接待會館在台北市和平東路一段121號，預約電話0958-917-268。（高敏惠）
【2010-09-02/經濟日報/C11版/房產】
"
