,2007-07
2007-07-02_222,"莫斯科麗池開幕 沙皇早餐兩萬元
【編譯王先棠╱報導】
俄羅斯第一家麗池卡爾登飯店一日在莫斯科紅場旁的特維斯卡亞大街開幕，住宿一晚的費用從一千美元（約台幣三萬三千元）起跳，住總統套房至少要花一萬六千美元（約台幣五十二萬元），是俄羅斯最「高貴」的旅館。
俄羅斯從共產集權轉而擁抱資本主義，豐沛石油蘊藏推動經濟發展，也造就了出手闊綽的新富階級。麗池卡爾登飯店公司總裁賽門‧古柏說：「我們很清楚俄羅斯目前不斷成長的財富，我們認為，麗池卡爾登飯店選這個時機在俄羅斯開張，再好不過。」
這家新飯店的總統套房，餐廳還裝了防彈玻璃窗，一晚台幣五十二萬的價格還不包括早餐。飯店人員推薦房客嚐嚐一客七百美元（約台幣兩萬三千元）的「沙皇早餐」，包括沙皇御用「水晶香檳」、頂級鱘魚魚子醬與松露蛋餅。
這棟樓高十一層的新飯店，原是蘇聯時代國際旅行社的旗艦酒店，當時的員工都經歷嚴格審查，必須對當局效忠。酒店人員當外國訪客的導遊時，也只帶客人去官方指定景點。
不過蘇聯解體後，這棟樓房頓失昔日光彩，空調系統停擺，穿著迷你裙的流鶯在大廳走動，連房間床單也顯老舊。
麗池卡爾登花了三億五千萬美元（約台幣一百一十五億元）為這棟十八世紀建築整容，翻新後的裝潢充滿現代感。
據說，六月初有一位俄羅斯人訂了一整年的客房。飯店人員表示，未來的房客將有八成是外國人，但是住房的俄國人會慢慢增加。俄羅斯人的平均月薪是五百美元（約台幣一萬六千元），多數老百姓還是負擔不起這種高房價。
【2007-07-02/聯合報/A13版/國際】
"
2007-07-02_55,"京城
【羅秀文】
京城建設(2524)因市場傳出行政院將釋出政策利多，將台鐵位於舊高雄港場站設施搬遷，釋出60-70公頃國有地，以都更再生手法，打造高雄港都及前鎮區為優質水岸住宅及商業天地新風貌。激勵今股價開高走揚，盤中成交量擴增逾6倍。
京城集團在高雄前鎮區擁有約3000坪土地，目前雖尚未有開發計劃，若未來能按照政策進行開發，將台鐵港區都更再生，都市景觀將可大幅改善，對房價也有正面的助益。
【2007-07-02/聯合晚報/19版/熱門股】
"
2007-07-03_153,"

美最貴豪宅 44億還買不到


【編譯田思怡╱報導】





	                       		阿拉伯親王的家
這棟全美房屋市場上最貴的家庭住宅要價一億三千五百萬元（台幣四十四億兩千萬元），屋主是沙烏地阿拉伯的班達親王。　紐約時報(非報系)
	                      







                  	  阿拉伯親王的家
這棟全美房屋市場上最貴的家庭住宅要價一億三千五百萬元（台幣四十四億兩千萬元），屋主是沙烏地阿拉伯的班達親王。
                  
                  

紐約時報報導，全美房屋市場上最貴的一棟家庭住宅要價一億三千五百萬美元（台幣四十四億兩千萬元），但不是有錢就買得到。這棟稱為「迎賓農場」的宅子位於科羅拉多州滑雪勝地亞斯平附近，建於一九九一年，房子和農場占地九十五英畝，唯一住過的房主是前沙烏地阿拉伯駐美大使班達親王一家人。一般房子出售，仲介商唯恐人不知，但這棟房子出售，卻生怕太多人知道。自去年十月這棟房子求售以來，仲介商薩斯勒夫已接獲大約一千人詢問，要求看房子，但他和班達親王的律師仔細過濾買主，只有十一人獲准。「迎賓農場」的促銷廣告上說，資產在十億美元以下者莫試。薩斯勒夫相信這棟房子必然是買主的第三棟或第四棟豪宅。「迎賓」的房舍本身就有五千兩百平方公尺（一千六百坪），比白宮還大，雇用十二名工作人員，有十五個房間、十六間浴室、主臥室外有一間私人理髮店和一間美容院，並有足夠的空間開四百五十人的派對。薩斯勒夫和管理這棟房子的瑪莎．葛里姆斯認為，「迎賓」融合了嬉皮的反文化和好萊塢的名流風格。五十七歲的瑪莎曾目睹這片農場的鼎盛時期。她說：「我還記得我騎馬在山坡上馳騁，當年的特色已不復見。」

【2007-07-03/聯合報/A14版/國際】

"
2007-07-03_219,"黃浦江畔
黃牛重現江湖 上海房市燒燙燙
【雲間子】
連月來，中國大陸一些大中城市房價漲勢迅猛的現象，成了市場焦點；最新的話題是重慶房市「6月火爐」，建商大炒重慶「新特區」的概念，房市由一盆溫水變成沸騰的火爐，鬧市新預售案日前開盤20分鐘內，每平方公尺售價暴漲人民幣500元。
偃旗多時的排隊搶購景象重現上海、北京、深圳、南京和杭州，上海已絕跡二年多的「賣房號」黃牛，捲土重來。媒體用「一個幽靈重新盤旋樓市」來形容2003年到2004年長三角房市狂飆景象又重返房市的不安。
蟄伏二年多的上海房市，從農曆春節過後，一派春暖花開景象。當時「上海之春」房展會開鑼，基於傳統銷售淡季及政策和市場走勢不明朗，幾家房地產巨頭竟然集體缺席，未參加展售。
排隊搶購 舊案也熱銷
沒想到房展會上購屋人潮超出預期，換屋族取代新婚族，成為房市春暖花開的推手。以3月上海商品住宅銷售前三名的「萬源城」、「星河世紀城」和「新江灣城雍景苑」為例，都有不錯業績，房價成微漲態勢，此三案都集中在上海中外環之間，顯見此一地段是新一波漲勢的發動機。
滬江水暖鴨先知，當「萬源城」、「金沙雅苑」等樓盤出現排隊購屋現象後，一些原本在年前滯銷的中心城區（盧灣、黃浦、靜安、長寧等區）高價位樓盤，如耀江花園、上海灘花園、上海綠城、北宸佳苑等舊案紛紛走俏，拉動市區房價上揚。
從3月下旬到4月中旬，上海房市在連續十個月下挫後反彈，重新獲得上漲，並突破平均房價萬元大關，達到每平方公尺人民幣10,422元。
到了5月，上海房市的成交量不斷攀升，第一周成交量創今年新高，第二周創近一年來新高，第三周突破70萬平方公尺，打破二年內單周交易量最高紀錄，到了最後一周，創下80.81萬平方公尺的成交新紀錄，總計銷售265.6萬平方公尺和2萬1,848戶，住宅成交量與戶數分別比4月成長34%和31%。
就在5月間，上海商品房市已從買方市場開始反轉為賣方市場。除了二手房市場出現半個月內中介掛牌價多次上調的情況。上海一手房市場有21個樓盤宣布漲價，4月分的漲價樓盤有29個，平均漲幅從每平方公尺人民幣200元到3,000元不等。
二年來，大陸實施房市宏觀調控中，一度被視為調控樣板的上海房市，因何從不冷不熱的「溫吞水」，再度升溫，幾成蓄勢待發的「滾燙水」，房市專家解讀為結構性供需失調所致，此即整體供給有餘，有效供給相對不足。
供需逆轉 建商也惜售
如位於外環線以內、地鐵站附近、總價低的中小戶型（70至140 平方公尺）的供應相當不足，成為此波自住型或換屋型買家追逐的熱門產品。
有些建商看到市場供需逆轉，竟開始放慢銷售腳步，甚至趁機囤積居奇，在北上海的閘北公園和普陀區的內環外側等地，都有惜售樓盤。
還有一原因是市區的豪宅炒作，水漲船高，也形成近幾個月來上海房市「意外悶漲」的局面。先不說半月前被當成箭靶的「豪華釘子戶」湯臣一品高價房，其他包括「華府天地」、「翠湖天地禦苑」、「九間堂」等新預售案售價早已躍進每平方公尺人民幣8萬元（約為台坪每坪超過新台幣100萬元），這些豪宅房價對周邊住宅的價格示範，自有推波助瀾作用。
上海市區豪宅價格火爆攀高，郊區頂級別墅的銷售景氣也跟著加溫。前上海市長徐匡迪等上海老領導口中的「富人區」松江頂級別墅，如「佘山紫都．上海晶園」、「世茂佘山莊園」，在4至6月間，分別賣出三戶，與之前的滯銷狀態相比，被指為銷售「破冰」。
上海房市半年來的景氣升溫，已突破二年來的「低聲下氣」，但比北京、深圳、南京等地的「政治敏感帶」城市，上海應算「模範生」。惟此一景況似乎受到上海當局的關注，紛紛作勢，要打壓房價高漲的火苗。
在上海灘市井間，如果問到小市民對房市的評價，絕大數人不相信房價會跌，也不相信宏觀調控能控得住。這一方面顯示市場經濟日益壯大，還有一個上海人說不出口的敏感提法，即「後陳良宇時期」，上海利空出盡。
外資搶進 熱度難消退
看看近日以來，部分在香港上市「圈錢」成功的中資建商在上海的高價「圈地」動作，以及二年來外流其他二、三級城市的部分上海本地建商悄悄回城圈地的舉措，再加上外資紛紛搶進上海灘買樓的消息曝光，上海小市民的鼻子還是蠻靈的。
說穿了，自上海換了新當家後，這個中國經濟的櫥窗又回到中國經濟舞台的中央，那些聞風而至的投資者，不過是向新當家投下信任票而已。（jos201300@sina.com）
【2007-07-03/經濟日報/A6版/兩岸金融】
"
2007-07-03_41,"《財經快遞》
財金三巨頭 籲注意房貸風險
【記者羅兩莎╱台北報導】
國內房地產景氣有無過熱之虞？中央銀行總裁彭淮南、財政部長何志欽，及行政院金管會主委胡勝正昨天呼籲，各大銀行辦理房貸業務應有風險意識。
國內房地產價格持續飆高，最近各大銀行紛紛對房貸業務踩煞車，除密集調高利率外，並降貸款成數、縮短寬限期，希望藉此降低授信風險，達到房市降溫效果。
但值得注意的是，隨著房價一路飆高，房地產市場景氣有無過熱之虞，主管機關對此問題雖始終未鬆口，但央行最近動作頻頻。
據指出，央行除對銀行進行問卷調查外，昨天中午突然邀集合庫、華銀、中信、台新和兆豐等五大銀行董事長，討論多家銀行辦理房貸業務餘額瀕臨銀行法第72條之2上限等相關問題。
銀行業者稱，目前已有包括合庫銀等多家銀行，房貸餘額瀕臨銀行法第72條之2的法令上限，業者要求金管會、央行等應將政策性房貸排除在法令規定上限30%之外，好讓銀行能空出額度續辦一般房貸業務。
【記者陸倩瑤╱台北報導】金管會主委胡勝正表示，「研究」是否將政策性房貸排除在房貸限額之外。不過銀行局說，由於法令規範非常明確，行政裁量空間很小，銀行房貸限額「變通」恐怕有困難。
胡勝正說，房貸上限能否放寬，以及政策性房貸能不能變通解釋，但金管會協助銀行業者解決問題，但如果依法是沒有轉圜空間的，金管會也只能「依法處理」。
【2007-07-03/聯合報/B2版/焦點】
"
2007-07-04_104,"國土換選票 犧牲弱勢
【許篤謀╱家庭主婦（台中市）】
扁政府頻繁釋放利多、帶頭炒地皮與助長土地兼併，用國有土地換取選票，已經到了不擇手段的地步。
被行政院主導的新一波土地開發案首當其衝的華光社區，多數當地居民是靠退休金度日的年邁老人，在今政府「活化國家資產」藉口下，限期強制收回各政府機關的宿舍（與眷舍）與土地，這些老人只能領到聊勝於無的搬遷補償費，但在寸土寸金、物價房價飆漲的台北市，這些大多靠退休金勉強維持生計的年邁老人，多半面臨無處棲身窘境。
難道政府的「都市更新」與「活化國家資產」等口號，是以犧牲這些人權益、剝奪他們安度晚年的破舊居所為代價？政府對這些退休公僕有沒有絲毫憐憫可言？在公權力為後盾的官商炒地皮作法下，正以數倍於往昔的速度，在台灣各地被夷平，政府如此公然犧牲弱勢族群的生存居住權，台灣還配稱做文明國家嗎？
【2007-07-04/聯合報/A15版/民意論壇】
"
2007-07-04_144,"《社論》
只靠炒地產，就能打造「華爾街」？
【社論】
炒過了農村，炒都會。本周行政院的利多大放送，輪到要在北高基釋出產值數千億的四處土地，供作「都市更新」之用。在房價節節上漲之際，政府帶頭炒作「金磚級」的都會珍稀地段，不免令人質疑：是否只為了選舉炒作，製造繁榮的假象？
這四個珍稀地段倉卒釋出，意在配合民進黨的選戰策略，一看即知是粗製濫造的決策。以中正紀念堂周邊的「華光社區」的改造為例，宣稱要匯集金管會、郵政儲匯、金融保險等業者進駐，打造成為「台灣華爾街」。且不說許多金融業總部已群聚於台北東區，未必會移至該處；事實上台灣金融產業目前最大的問題是坐困島內，業者更渴望的是尋求西進發展的天空，而不是群聚在一個「金融園區」中孤芳自賞或顧影自憐。從這個角度看，這個名號堂皇的都市規畫，恐怕只是金玉其外。
回顧紐約「華爾街」文化的形成，不僅需要完善的交易制度，需要公信的監督機制，更需要一套開放的思維支撐其運作管理，才能吸引全球投資人來此掛牌，在此交易，在此壯大。然而，扁政府的金融發展概念仍停滯在合併及減量，主政者放任親友利用內線進出股市，相關部門的金融決策則仍然以管制為目標；如此，奢言打造台灣金融園區或華爾街，何異空中畫餅？
都市更新只是幌子，真正目的其實是在渲染標售國有土地的話題，在選季再炒作出一波房地產的熱潮。包括基隆港埠規畫闢觀光賭場及海洋休閒中心，高雄臨港線將建水岸住宅、綠色廊廓，多少是為了掩飾兩個國際港區的沒落，但更新計畫卻對重振港市不發生實質關係。在剝除美麗的外衣後，這些計畫的真實內容，甚至只不過是建商財團的另一場金錢遊戲而已。
土地是國家的有限資源，都會心臟地帶的土地更是珍稀之寶；一個平時漠視建設的政府，企圖在任期屆滿前倉卒大量脫手賤售國寶地，難謂不是一種危險行為。民進黨政府正動用一切政策工具來炒熱股市，如今又在農村及都會釋地炒地上頭動念頭；這種不計後果、只求炒作選情的作風，非但可慮，實亦可恥。
政府近年來運用優惠房貸及減徵增值稅等手段，不斷為房地產施打強心針，已造成都會房價的暴漲；但在缺乏經濟實質成長的支撐下，房價上漲卻成了受薪階級難以承受之重。一坪動輒數十萬、上百萬的房價，即便中產階級也只能望天價豪宅興嘆，對許多年輕世代而言，更只能淪為蝸居「套房」的屋奴。最近房市前景出現疑慮，銀行業為求自保，紛紛取消對小坪數房屋的貸款，又逼使年輕套房族愈發走投無路。這種Ｍ型社會差距的擴大，政府不正是主要禍首？而就在各地房價已有盤整跡象之時，政府竟又放話釋地炒作，不啻又是火上加油！
口口聲聲「愛台灣」，但看扁政府的作為，卻是一味炒作短線，看不出有何長期經營的理念。這幾年，執政者一直在賤賣公股事業，已備受各界非議；如今，竟連農地、港灣要塞、都心國寶地，都可以只為了操盤選舉，一聲令下就讓渡給私人財團炒作。要說這樣的政黨珍惜台灣、心懷公義，其誰能信？
張俊雄在他首度閣揆任內喊出「八一??，台灣啟動」，這句口號，早已被好幾個更新的口號淹沒得無影無蹤。七年過去了，台灣經濟的引擎都還沒暖機，重新回任的張揆卻站在那裡向民眾大撒支票，彷彿他早已胸有成竹。問題是，台灣經濟真禁得起這個政府一再胡亂揮霍嗎？光靠炒地產就宣稱能打造「華爾街」，是民進黨太大膽，還是民進黨以為選民太天真？
【2007-07-04/聯合報/A2版/焦點】
"
2007-07-04_146,"高油價時代
大車換小車 上網買油單
【記者許韶芹、林韋任】
能源高價時代悄悄來臨，通勤的上班族們大叫吃不消，越來越多開車通勤的上班族，大車換小車，不少企業員工乾脆實行共乘制度，或集資上網買油單。
在新竹某科技大廠當業務的劉先生，家住新莊，是通勤一族。過去也都和同事們集資在網拍找尋打折油單。不過隨著油價高漲，最近他長期購買的「貨源」卻屢屢出現「斷貨」或缺貨現象，折扣數也越來越少，短短半年內，就從9折調高到95折。
北區房屋不動產理財研究室處長謝萬雄說，過去不少人因為桃園的低房價，到桃園置產通勤族，現在卻被高油價成本打敗，油價墊高通勤成本，若沒辦法轉換省錢的交通工具，只能再回台北市購屋。
【2007-07-04/Upaper/4版/焦點】
"
2007-07-04_193,"七期豪宅飆 每坪挑戰60萬
標地熱推升預售行情 三年內漲幅超過百分百 如今更有建商大手筆投資 挑戰房價新高
【記者林韋任╱台北報導】
標地熱推升預售個案行情，其中又以台中七期豪宅居冠，不少個案從預售開價每坪16萬元飆漲，至今每坪市價超過32萬元，三年內漲幅超過百分之百，如今更有建商挑戰每坪60萬元新高。
近來台中大都會歌劇院角地的三越MOTEL，每坪以185萬元標出，地價拉動房價，加上建材成本持續上揚，房價越開越高，8月將公開的「寶輝一品花園」，預期每坪要挑戰60萬元的新高，也帶動新成屋行情水漲船高。不少豪宅客靠著購屋暴富，獲利驚人，除台北客南移到台中購屋，也有高科技新貴陸續加碼進駐。
台中代銷業者調查發現，位於市政北三路、惠中路的「聯聚公園大廈」，預售時每坪單價為17萬到19萬元，去年完工交屋後，現階段行情每坪單價已到32萬到38萬，漲幅高達90%到100%；最近即將交屋位於市政北二路的「聯聚仁愛大廈」每坪行情也從預售時的17萬到21萬，到目前的30萬到40萬，漲幅超過100%。
永慶不動產董事長廖本勝說，台中房市和大台北表現有異曲同工之妙，現在都是豪宅表現相對穩定，以七期重劃區來說，指標個案的買方仍有補漲期待，出價已達35萬元，區域內其他住宅平均成交單價也達21萬到23萬元。
丰閣不動產研究室許瑞生指出，七期漲幅已從以往的「地段決勝論」到目前「品牌主導價格論」，這波房價上揚，包括聯聚、寶輝、精銳、由鉅等新成屋個案漲幅都在50%以上，甚至有部分個案幾年內漲幅已超過一倍。
21世紀不動產高珮雲說，最近買方市場出現竹科工程師到台中購屋，指名要新市政中心個案，還要購買知名建商產品，綠園道附近名宅每坪開價40萬，成交價已破30萬，購屋族想在2、3年內進場揀便宜，可能性越來越小。
春耕不動產七期市政店店長賴建道說，七期豪宅的首選還是以地段和品牌為考量主因，位於百米綠園道周遭和大都會歌劇院附近區域，優質建商品牌力強，買氣居高不墜。如興建中的「寶輝花園廣場」個案，目前還需要3到4個月交屋，市場行情已從預售時每坪單價21萬到25萬元，至今成交價格已達36萬到40萬元，另一興建中的「聯聚信義大廈」也從每坪30萬，上看到50萬元。
【2007-07-04/聯合報/C2版/台中市新聞】
"
2007-07-04_197,"投資客湧入 東歐房市熱
華沙去年房價暴漲逾50%，布拉格、布達佩斯等都會區豪宅也飆升。
【編譯廖玉玲╱法新社布拉格三日電】
隨著外國投資客不斷湧入，前蘇聯共產集團國家都會區的房地產市場不斷加溫，連最不起眼的公寓都變得炙手可熱。
據RedNet不動產經紀商調查，波蘭首都華沙地區的房價去年暴漲50%以上，每平方公尺平均要價1,935歐元（約新台幣8.7萬元）。頂級豪宅目前每平方公尺要價高達5,000歐元。
2004年才加入歐盟的國家，都會區豪宅價格則比華沙稍低一些。例如匈牙利首都布達佩斯約要4,000歐元（每平方公尺），斯洛伐克首都布拉提斯拉瓦大約為3,500歐元，而捷克首都布拉格則要4,500歐元。
布拉格在前蘇聯時代興建許多六層樓公寓（pan-elaks），外觀看來陰鬱暗沈，不過目前行情也不錯。在布拉格南方的城市Jizni Mesto，五年來房價已倍增至8萬歐元左右。這些東歐國家房市火熱的程度，由此可見一斑。
Cesko-Moravska公司不動產經理人波森表示，房屋市場需求大增，因為對收入不是很高的人而言，這些房子還買得起。
從1998年到2006年間，立陶宛的房價從每平方公尺500歐元飆升到1,700歐元，但這八年間勞工的平均月薪不過從300歐元調升到460歐元。
ERA保加利亞不動產經紀商迪莫瓦表示，房市需求仍強，今年來房價平均上漲15%到20%。
但房市飆漲也引發泡沫化的疑慮，尤其是布拉格和拉脫維亞首都里加的情況最嚴重。拉脫維亞不動產協會負責人席斯警告，房市從幾年前就開始火熱，但不可能一直延續下去。
捷克不動產市場集團最近一項研究顯示，捷克此刻房市熱滾滾的情況，和義大利、西班牙、愛爾蘭和葡萄牙等其他歐盟會員國要入會前很類似。有些不動產價值在八年間甚至翻漲500%。
在外國投資客眼裡，東歐國家經濟成長相當強、租賃所得稅率低、又是歐盟會員國，房地產可說是物美價廉的投資標的，2004年來投資熱潮不曾間斷。
據保加利亞國家銀行統計，外國投資房地產的金額，2005年時為3.36億歐元，到2006年已三級跳至11.3億歐元。
【2007-07-04/經濟日報/A5版/話題新聞】
"
