,2008-07
2008-07-01_116,"歐元區通膨率 飆新高
歐洲央行3日可能升息 英消費者信心跌至18年谷底 經濟學家：恐持續惡化
【編譯林聰毅╱綜合三十日電】
歐元區6月通貨膨脹率升抵4%的歷史新高，不僅嚴重侵蝕消費者的購買力，也使歐洲央行的立場更傾向緊縮。英國6月消費者信心則跌至1990年以來的谷底。
歐盟統計局30日表示，歐元區6月通膨率由5月的3.7%衝上逾16年最高的4%，高於經濟學家預測的3.9%，還是央行設定2%通膨目標上限的兩倍。歐元區的通膨率已連續兩個月高於2%，歐洲央行升息的壓力倍增，央行決策官員對利率的語氣日益強硬。
法國巴黎銀行（BNP Paribas）駐倫敦資深經濟學家瓦垂特說：「油價上漲壓力與日俱增，薪資面消息（歐洲勞工要求加薪）令人憂心忡忡，通膨可能更加惡化。」
歐洲央行總裁特里謝上周表示，由於通膨風險持續升高，央行可能在3日集會時宣布升息，為一年來首見。石油與商品價格飛漲造成的物價走高，歐元區15國的經濟成長烏雲罩頂。歐洲6月的零售銷售急遽下滑，彭博採購經理人指數由5月的53.1陡降至44。法國與西班牙的消費者信心處於歷史低點，而德國與義大利的信心指數也走跌。
英吉利海峽另一端的英國也利空頻傳，受房價全面崩跌波及，英國6月消費者信心指數跌至1990年倫敦暴動事件以來的最低點。GfK NOP公司30日說，一項對2,001人訪調的消費者信心指數下滑5點至負34，摔落至1990年3月以來的谷底。倫敦房市研究業者Hometrack公司發表聲明說，不動產價格較5月回落1%，跌幅創2001年開始編纂該房價指數以來最大。
英格蘭銀行（央行）總裁金恩上周說，經濟成長需放緩才能抑制通膨。GfK研究員喬伊說：「隨通膨攀升、利率前景黯淡，以及燃料、公用事業和糧食價格屢屢攻占頭條版面，整體經濟信心以自由落體方式下滑，根本不足為奇。」英國央行過去兩月維持5%的基本利率不變，決策官員預測，明年第一季經濟成長年率將放緩至1%，為1992年以來最弱，通膨則加速至2%目標值兩倍以上。
【2008-07-01/經濟日報/A5版/話題新聞】
"
2008-07-01_164,"

次貸風暴近尾聲

美國大型股 值得布局



【記者徐慧君╱台北報導】

美國道瓊工業指數持續震盪，投信法人指出，美國聯邦準備理事會（Fed）維持現有利率水準，大型股投資價值升高。摩根富林明新美國基金經理人田克杰表示，全球金融業因次貸風暴已提列超過3,800億美元損失，由於金融業從嚴提列虧損，預期資產減損提列高峰應落在去年第四季和今年第一季。S&P亦認為次貸資產減損風暴已接近尾聲。從企業獲利角度來看，由於美國經濟成長仍偏向疲弱，故持續看好布局全球的大型跨國企業或類股。摩根富林明投顧投資研究部經理洪胤傑指出，油價頻創新高，Fed在衡量現有經濟與通膨風險後，決定維持現有利率水準，以保留未來降息彈性，因應次貸風暴可能捲土重來。然近期美股亦因高油價而面臨壓力，油價上漲已影響未來通膨與利率走向，持續高油價將不利實質消費復甦。此外，美國民眾陸續收到退稅支票，將可支撐第三季民間消費動能。洪胤傑認為，在貨幣與財政政策刺激下，短期內美國經濟步入衰退的機率已降低。不過中長期美國經濟仍面臨油糧價格高漲、房價下跌、信用緊縮、消費者信心處於歷史低點等挑戰。在Fed多次降息、促成貝爾史坦（Bear Stearns）被收購、推出多項融資機制等措施幫助下，洪胤傑認為信用市場的確已出現好轉跡象，包括各種信用利差指標、信用違約交換價格等均出現滑落，預期次貸風暴引發的信用市場緊縮的最壞狀況應已度過，投資信心已逐步回升。田克杰表示，全球信用緊縮（Credit Crunch）雖仍在，不過問題已獲得明顯改善，次貸風暴最壞狀況應已過去，隨著投資信心逐步回復，第三季美股投資風險已降低。預期美國財政與貨幣政策將持續發酵，短期美國經濟將可脫離衰退風險，不過中長期經濟通膨風險仍在。田克杰指出，S&P 500歷史股價本益比（trailing P╱E）約23倍，不過預估本益比（forward P╱E）則仍處在15倍的低點，看好業績穩健的大型跨國公司。富蘭克林證券投顧表示，近期美國將有眾多房屋市場數據公布，目前市場預期住宅房屋市場疲弱依舊。不過，房市數據已非最重要的影響盤面重心，除非跌幅超過預期，否則衝擊可能有限。

【2008-07-01/經濟日報/B2版/基金寰宇】

"
2008-07-01_183,"長庚分院將完工 麥寮房市看俏
【記者莊亞築╱麥寮報導】
油價持續上漲、長庚醫院麥寮分院即將完工，帶動麥寮鄉房市，路上處處可見建案廣告，房仲業者指出，最近看屋率明顯提升，不少六輕包商、投資客也搶進，預料醫院完工後還會有一波漲幅。
油價又將調漲，讓不少開車通勤的上班族嘆聲連連，台塑六輕員工以往大多在虎尾、北港購屋，近來已有員工考慮就近在麥寮鄉購屋。六輕員工說，以前基於生活機能考量，會選擇在北港、虎尾購屋，但目前麥寮鄉生活機能也不錯，在麥寮購屋可以減輕通勤油錢負擔。
六輕管理部指出，台塑在麥寮設廠已14年，提供上萬個就業機會，不少外縣市來的員工，也到了成家立業的時候，房屋需求率大增。
房屋仲介業者表示，目前麥寮鄉房價比起鄰近四湖、台西等地略高，市區每坪約七、八萬元，郊區價格較低，一棟3層樓透天房屋約500萬元，今年受到各項建材飆漲影響，房屋價格隨之提升，但買氣依舊不減，。
業者表示，也有人看中長庚醫院完工後大批醫療人員將進駐，房屋需求率增加，新成屋不僅好脫手，也有一波增值空間。
【2008-07-01/聯合報/C2版/雲林縣新聞】
"
2008-07-01_188,"內需帶動唱
台泥亞泥後勁俏
【記者林杰兒╱台北報導】
高盛看好國內非科技股的水泥與資產股，認為台泥（1101）、亞泥（1102）下半年的燃煤原料供應無虞，加上政府提出擴大公共建設支出方案，台泥、亞泥不僅能順利提高平均銷售價格，且預期因內需市場的帶動，毛利可望提升。
高盛認為，因市場早已預期，直航相關利多效應將很難成為拉抬下半年盤勢的成長動力，反而是政府提高公共建設支出、以及解除投資中國40%上限，可望為國內投資環境帶來正面挹注。
高盛認為總統大選後房市銷售創下歷史新高的熱況可能很難重演，但房價下檔的風險同樣有限，尤其台北市等精華地區房價更持續看好：高盛預期今年央行將採溫和升息模式，降低對房產市場衝擊過大的風險。族群中，遠雄（5522）因獲利能力持續穩定，被高盛列為買進首選，目標價上看118元。
至於通膨疑慮短期雖可能對零售類股帶來負面衝擊，高盛認為，消費者對於一般民生用品的支出仍將優於其他產品品項的花費，加上台灣的通膨壓力在區域間相對較小，看好長期國內民間消費可望明顯復甦。高盛點名族群以遠百（2903）、統一超（2912）最具上漲潛力。
【2008-07-01/聯合報/B8版/股市通】
"
2008-07-01_268,"水泥與資產 高盛看好
【記者林杰兒╱台北報導】
國內非科技股中，高盛看好水泥與資產股，認為水泥類股近期股價的走跌，主要是受到國際燃煤價格走揚的疑慮所致，但台泥（1101）、亞泥（1102）下半年的燃煤原料都供應無虞，加上政府提出擴大公共建設支出方案，台泥、亞泥不僅能順利提高平均銷售價格，且預期因內需市場的帶動，毛利可望提升。
兩岸直航與陸客來台無疑是上半年投資人最關注的兩大話題，不過，高盛認為，因市場早已預期，相關利多效應將很難成為拉抬下半年盤勢的成長動力，反而是政府提高公共建設支出、以及解除投資中國40%上限，可望為國內投資環境帶來正面挹注。
高盛雖認為，總統大選後房市銷售創下歷史新高的熱況可能很難重演，不過房價下檔的風險同樣有限，尤其台北市等精華地區房價更持續看好：高盛也預期在今年央行將採溫和升息的模式，降低對房產市場衝擊過大的風險。族群中，遠雄（5522）因獲利能力持續穩定，被高盛列為買進首選，目標價上看118元。
至於通膨疑慮短期雖可能對零售類股帶來負面衝擊，高盛認為，消費者對於一般民生用品的支出仍將優於其他產品品項的花費，加上台灣的通膨壓力在區域間相對較小，看好長期國內民間消費可望明顯復甦。高盛點名族群中以遠百（2903）、統一超（2912）未來最具上漲潛力。
【2008-07-01/經濟日報/D6版/上市櫃公司(3)】
"
2008-07-01_271,"次貸風暴近尾聲
美國大型股 值得布局
【記者徐慧君╱台北報導】
美國道瓊工業指數持續震盪，投信法人指出，美國聯邦準備理事會（Fed）維持現有利率水準，大型股投資價值升高。
摩根富林明新美國基金經理人田克杰表示，全球金融業因次貸風暴已提列超過3,800億美元損失，由於金融業從嚴提列虧損，預期資產減損提列高峰應落在去年第四季和今年第一季。S&P亦認為次貸資產減損風暴已接近尾聲。從企業獲利角度來看，由於美國經濟成長仍偏向疲弱，故持續看好布局全球的大型跨國企業或類股。
摩根富林明投顧投資研究部經理洪胤傑指出，油價頻創新高，Fed在衡量現有經濟與通膨風險後，決定維持現有利率水準，以保留未來降息彈性，因應次貸風暴可能捲土重來。然近期美股亦因高油價而面臨壓力，油價上漲已影響未來通膨與利率走向，持續高油價將不利實質消費復甦。
此外，美國民眾陸續收到退稅支票，將可支撐第三季民間消費動能。洪胤傑認為，在貨幣與財政政策刺激下，短期內美國經濟步入衰退的機率已降低。不過中長期美國經濟仍面臨油糧價格高漲、房價下跌、信用緊縮、消費者信心處於歷史低點等挑戰。
在Fed多次降息、促成貝爾史坦（Bear Stearns）被收購、推出多項融資機制等措施幫助下，洪胤傑認為信用市場的確已出現好轉跡象，包括各種信用利差指標、信用違約交換價格等均出現滑落，預期次貸風暴引發的信用市場緊縮的最壞狀況應已度過，投資信心已逐步回升。
田克杰表示，全球信用緊縮（Credit Crunch）雖仍在，不過問題已獲得明顯改善，次貸風暴最壞狀況應已過去，隨著投資信心逐步回復，第三季美股投資風險已降低。預期美國財政與貨幣政策將持續發酵，短期美國經濟將可脫離衰退風險，不過中長期經濟通膨風險仍在。
田克杰指出，S&P 500歷史股價本益比（trailing P╱E）約23倍，不過預估本益比（forward P╱E）則仍處在15倍的低點，看好業績穩健的大型跨國公司。
富蘭克林證券投顧表示，近期美國將有眾多房屋市場數據公布，目前市場預期住宅房屋市場疲弱依舊。不過，房市數據已非最重要的影響盤面重心，除非跌幅超過預期，否則衝擊可能有限。
【2008-07-01/經濟日報/B2版/基金寰宇】
"
2008-07-01_274,"樓層價差 南北大不同
【記者梁任瑋╱台北報導】
都會區住宅大樓樓層愈高房價愈貴，已是目前建商普遍的訂價策略；但這種「高低差」到了二手市場，不同地區就有不同的反應。其中，台北市景觀豪宅高低價差平均約15%，而大直的「輕井澤」豪宅高低價差，每坪甚至高達30萬元、差距近33%。
全國不動產企研室調查，除了具備特殊景觀的豪宅能維持穩定差價外，一般住宅大樓的高低樓層差價，在台北地區較明顯、中部其次；高雄則差異極小，很多大樓甚至沒有價差。
調查顯示，即使在台北地區，有些大樓社區因中庭景觀佳、綠蔭成林，建商銷售時，高樓層賣得較貴，但到了成屋市場，直接面對中庭的中樓層反而行情更好。
全國不動產企研室調查，目前建商推出八樓以上的大樓住宅，多有樓層差價，最高樓層和二、三樓比較，在台北市一般大樓每坪可差到3萬至8萬元；具有水岸或綠地景觀的產品，差距可到10萬至20萬元。
台北縣一般大樓差價較小，但也有2萬至5萬元；至於訴求豪宅的產品，興富發建設日前在新板特區推出的預售案「新都廳」，高低樓層最大價差在每坪10萬元以上。
而成屋市場方面，台北市一般大樓高低樓層差價，多能維持建商預售時的訂價水準。
而緊鄰交通繁忙的馬路或快速道路、高架橋的大樓，低樓層容易受噪音影響，轉為成屋後，差價還會拉大，例如羅斯福路、水源快速道路一帶，很多大樓高低樓層差價就在一成五以上。
具有水岸景觀的豪宅產品，高樓層具有稀有性，轉入中古市場後，和低樓層價差也會拉大，例如大直水岸的「輕井澤」，前年高低樓層價差每坪約10萬元，目前同樣水岸的住宅高樓層成交行情已到一坪120萬元，中低樓層則多在90萬元左右，價差拉到30萬元上下。
台中、高雄市歷經921大地震後，高樓層住宅一度乏人問津；隨著時間久遠，加上抗震技術普遍使用，建商目前推案也多訂出一到兩成的差價。
其中以台中七期最明顯，根據調查，預售階段，推案大多每兩個樓層一坪就要貴5,000元至1萬元，但某些大樓交屋後無法支撐此一行情，高低樓層間最大差價拉就近到3萬至4萬元，甚至只有兩、三萬元。
至於台中其他地區大樓住宅，高低樓層差價多在1萬元以內。
【2008-07-01/經濟日報/A10版/商業流通】
"
2008-07-01_63,"直航效應
北市豪宅每坪衝200萬
僅北投、文山、大同、萬華建案還未開出100萬；豪宅坪數持續放大，商務酒店型產品也成投資新寵。
【記者梁任瑋╱台北報導】
在7月直航與大幅開放陸客來台觀光等利多加持下，豪宅開高價的趨勢將更為明顯。房仲業調查，下半年台北市12個行政區的豪宅預售案開價，僅北投、文山、大同、萬華四區尚未開出每坪百萬元的高價。
信義房屋統計下半年預推個案房價，台北市每坪開價60萬元起跳已是常態，僅北投、文山、大同、萬華四區房價還在低檔盤旋，其他每個行政區都有每坪百萬元的高總價豪宅，其中大安區的「敦南苑」、「文華苑」，以及信義計畫區的「信義台北」，每坪開價甚至要挑戰200萬元以上。
信義代銷主任劉東秉說，下半年房市豪宅坪數仍將持續放大，例如「敦南苑」每戶160坪起跳、「信義台北」每戶120至240坪，顯見換屋產品仍為市場主流。而套房15坪以下的個案不超過十個，但商務型酒店型則成為投資新產品，例如「遠雄首府」、「雅璞涵館」都規劃約30坪的產品，以符合商務人士需求。
台灣房屋首席總經理彭培業表示，台灣房地產市場目前呈現「量縮價修」情況，至於修正幅度則要看區域表現，預計10月信心面可恢復正常，因此現在是最好的時機，例如在SARS、921時進場的投資人，後來就獲得很高利潤。
彭培業指出，未來陸客來台觀光，一定會由團進團出放寬為自由行，以北部為例，他看好信義計畫商圈腹地夠大，未來增值潛力不輸忠孝SOGO商圈。
信義代銷協理何胤諭指出，依附機場而產生的「機場經濟」，也會衍生大量的商業動能，預期未來將衍生三種客層的住宅需求，包括豪宅客、商務人士與內湖、南港電子新貴。
何胤諭表示，對外商高階主管及經常往返兩岸的企業主，時間就是金錢，但在追求效率時，更在乎身分表徵及不被打擾。敦化南北商圈的低調奢華、大直重劃區的水岸尊榮、信義計畫區的尊貴時尚，都將成為獵取的收藏目標。
其次是機場空地勤人員、貿易商旅等，紓壓及舒適的居住空間成為首選。貿易商旅人士多為短期停留，坪數需求可能太大，因而偏好具飯店式管理的商務住宅，交通的便利性也是主要考量。
何胤諭分析，油價攀升幅度驚人，隨捷運而居是也將成為趨勢。直航以後，經常往返兩岸洽公的內科、南軟等地工程師，除追求工作效率，選擇住所也會以便利性為主，緊鄰機場且高品質居住環境、價格又較敦北低的大直將是首選。目前敦北商圈房價每坪已喊至230萬元，相對便宜的大直房市未來仍有補漲空間。
【2008-07-01/經濟日報/A10版/商業流通】
"
2008-07-02_172,"台灣酒店式公寓 正夯
三通熱 成今年主打推案 自住出租轉售皆可 租金報酬率可達6％~10％
【康堃皇】
看好三通後的商務需求，今年的不少新推案多打出酒店式公寓和商務概念，售價也比同區域產品高出一些。酒店式公寓因訴求引進精緻的酒店式服務，租金報酬率確實比一般套房高出許多，可達6％~10％。
信義代銷協理何胤諭指出，酒店式公寓香港多稱為服務式住宅，指提供類似居家的格局以及酒店式的服務。在格局上，通常除了一般酒店的臥室與衛浴外，還有廚房、客廳、甚至書房等；而在配備上，也提供一般酒店沒有之諸如廚具、微波爐、影碟機等設備。此外，亦提供類似酒店的服務，諸如入住與退房登記、家居清潔、送餐、衣服洗熨、叫醒服務等。
酒店式公寓是由開發商將酒店的每套客房分割成獨立的產權出售給買主，並聘請專業的酒店管理公司負責經營與管理。買主擁有產權，所以可自住、可出租、可轉售；一般買主都是收取租金以換取長期的投資收益，或是出售以賺取差價。
目前來說，台灣租金水準最高，知名度也最高的酒店式公寓個案，莫過於只租不賣的新光信義傑仕堡，其18-27坪的商務套房，每坪每月租金達5,500-6,500元左右，換言之，每間一個月租金至少12-15萬不等，儘管如此，出租率仍高居不下。至於中山區的遠雄首席，23坪的產品租金一個月則開價7萬8，每坪租金約在3,000元左右。
商務型的酒店式公寓租金高出一般住宅許多，看似不可思議，但站在企業主的觀點來看，其實頗為划算。不少外商企業主管到台灣出差都住五星級飯店，住一晚房價從6,000元到一萬不等，住一個月至少要18萬，相較之下，酒店式公寓不但租金較低且享受的空間較大，同時又可享有飯店化的服務，且大幅節省了出差費用，對商務型的旅客來說是更理想的選擇。
另一方面，相較於香港、首爾、東京、新加坡等國際都市的酒店式公寓，月租金行情每坪從4,000-8,000元不等，台灣大多在3,000-4,000元屬於中間價位，總價則在1,000-2,500萬元之間，即使單價高，產品去化速度還是相當快。根據信義代銷調查，今年三、四月間隨著三通直航的時程逐步塵埃落定，酒店式公寓熱銷，凡是訴求酒店式公寓或商務會館的產品，大約有6~7成以上的客戶都是遊走各國或兩岸的空中飛人，當然也不乏投資型客戶的身影。
何胤諭建議，買入該類型產品，是否是知名度高且具規模的物業管理公司，可作為判斷依據，因其酒店式服務品質能否維持，將決定交屋後租金行情，否則就與一般套房無異。目前市場上酒店式公寓概念的商務套房案供給仍屬少數，坪數在25-35坪的1 1中型坪數產品供給更少，與套房相比，這類產品不僅提供飯店式的服務，居住空間也較可滿足商務客的需求。前不久日本趨勢專家大前研一來台演說，也對台灣的三通議題持正面的態度，他預測五年之後，陸客來台的人次將到達每年2,000萬人次。而從港澳的經驗來看，皆是靠陸客帶進龐大商機，相較之下，台灣的酒店式公寓熱潮現在才剛起步而已。
【2008-07-02/經濟日報/E4版/房產特搜】
"
2008-07-02_186,"《〈購屋指南〉 》
廣慈博愛院改建 大利多
【梁任瑋 】
信義路六段底、福德街前最大的利多是廣慈博愛院改建案，目前除康乃爾建設的信義紐約案，下半年大華建設也要在附近推案，將推升區域房價自每坪40、50萬元翻身上看六字頭。
占地約1.6萬坪的廣慈博愛院，台北市政府已辦理都市計劃專案變更，將與民間機構以BOT方式進行開發，6月30日公告招標，未來提供2.9公頃作為安養中心、平價住宅等福利設施用地，1.6公頃作公園用地、1.6公頃作商業區及道路用地，商業設施由業者經營50年，福利服務區及平價住宅部分，得標業者在開發完成後移轉給市府管理。捷運信義線亦有「廣慈博愛院站」出口。
【2008-07-02/經濟日報/E3版/房產個案】
"
