,1999-01
1999-01-01_11,"

問題 1
何不透過 市場競爭 讓房價自由下滑

【本報記者 華英惠】

本報記者華英惠財經官員昨天打趣，八十七年最後一天兩件大事：威而鋼有效，刺激股市及房市的措施無效。昨天的股市在政府強力作多拉抬下，終場指數仍下跌四十三點六點，黯淡封關，財政部及中央銀行趕在前天晚上聯合宣布的一千五百億元購買新屋優惠貸款對於股市並沒有太大的激勵作用。行政院昨天宣布振興建築投資業措施，強調重點之一是照顧中低收入戶，但向以中低收入戶為主要客戶的台糖六萬元一坪的國宅卻叫停，台糖認為，行政院採取的措施最終受益者是財團。房地產市場近五年來難有起色，主要是房價過高，要解決營建業的問題，應是讓市場自由競爭，逼使房價下滑，但政府反其道而行，自利率著手，將使得營建業在受保護後，消費者仍難買到低價住宅。兩年多前，李登輝總統提出六萬元一坪的國宅，主要是希望平抑房價，並照顧中低收入戶，由於影響營建業者，台糖至今仍被營建業批評「與民爭利」。而今，房價仍高，仍有許多中低收入戶需要台糖六萬元一坪的國宅，但政府卻叫停，改採新政策，購買新屋者才可享有優惠利率，以目前台灣房價之高，新政策能否照顧到中低收入者不無疑問。

【1999-01-01/聯合報/03版/焦點】

"
1999-01-01_167,"

新聞分析
稅說 藉口

【記者陳美珍】

行政院不顧外界批評，通過1,500億元低利房貸政策，這項被稱為房市「威而鋼」的措施，除了建商歡迎之外，各界一片譁然。為爭取支持，政府不惜以國庫可以收回226億元稅收，為政策強力背書的心態，更令人訝然。商業交易行為會產生所得，有所得就會課稅，這是基本常識。行政院以低利房貸吸弓房地產市場買盤，若能帶動市場交易，政府當然也會有稅可收，其間的道理，基本上不會有人懷疑。值得推敲的是，行政院的低利房貸措施，被質疑的是有圖利建商之嫌，同時毫不設限的利息補貼手段，無異「劫貧濟富」。然而，政府對所有的質疑採取迴避，未做適當澄清，卻再三拿稅收做政策護盤的藉口，不知是不能理解外界對此一政策失當的批評，還是完全不瞭解民意。按照財政部的說法，行政院推出1,500億元低利房貸措施，由國庫補貼的利息金額是149億元；1,500億元若能全數貸出，帶動房地產市場買賣行為，國庫可以收回營業稅、所得稅、契稅等共226億元稅收。言下之意，用149億元換回226億元，確實是穩賺不賠。財政部政務次長農慶章這是一個「多贏」的策略，不會只造就建商。但是仔細想想，行政院強力推出刺激房市的利多措施，政策著眼的難道只是以小搏大，換來更多的稅收？如果不是，稅收本來就會有，必須澄清的疑慮這麼多，不講別的，只以能收多少稅為政策護盤，除非政府也自知無法自圓其說。外界再多的批許，似乎也挽不回政府以失當的政策為建商房價護盤的決心。昨天財經部會首長對外的說明，都不如蕭內閣一番話直接，他說：「不管喜歡或不喜歡，我們都必要推動。」這就對了，不管喜歡或不喜歡，蕭內閣也須為這項政策負責。能夠收多少稅，不過是粉飾政策的藉口。

【1999-01-01/經濟日報/02版/經濟要聞】

"
1999-01-01_175,"

《話題》
適得其反

【洪雅齡】

行政院長蕭萬長面對垂危的營建業、銷售率節節下滑的房市、逾放比率偏高的銀行業，決定釋出1,500億元郵儲金全力挽救營建業，希望用霹靂的手段，怏速救房市；下藥很猛，可保命不死，但難免衍生一堆後遺症。上周台灣省建築投資公會、高雄地區營建上市公司等營建業分別向總統李登輝、蕭萬長大吐苦水，終於在中央銀行、財政部聯手下，短短幾天即祭出強心針，營建業對於政府的回應多額手稱慶，表示政策利多一定有效果。促成這項大政策的民間建築業者，並非台灣省建商公會或高雄建商，而是中華民國建築投資公會全聯會理事長利堉璘。林堉璘說：「不是要政府救業者，而是要挽回大眾購屋信心。」行政院強力釋金救房市，用的是全民稅收力量，指定的用途是買新屋，明顯是為建商解套，也為銀行解除危機，並預估消化10萬戶餘屋。政府應該注意的是，政策利多雖可產生一定效益，但是人為干預嚴重扭曲房市機制，可能波及中古屋市場，也可能因房價再跌，反使民眾套牢。台灣房市最大危機靈在經濟力降低，民眾購屋能力不足，營建業財務危機四伏，民眾購屋信心崩潰，利多政策有助提升房市景氣，但最怕的是，政府的籌碼一次用光後，如果效益不彰，可能出現更大的風暴。

【1999-01-01/經濟日報/02版/經濟要聞】

"
1999-01-01_176,"

《聯合論壇》
房市紓困不利經濟成長

【周治邦】

行政院昨日通過「振興建築投資業」措施方案，該方案將以1500億元提供給今年購置新屋者5.95％低利貸款，並將綜所稅中借款利息扣抵額度由每戶每年10萬元提高為20萬元。該方案會促使租屋者購買自用住宅，與誘發有自用住宅者換屋。如此一來，房價有可能止跌，而建築及相關產業也得以復甦。另一方面，全國84％擁有自用住宅的民眾，也會因房地產財富不再縮水，消費能力也不致減弱。因此，該方案短期內確有助擴大內需。然而，該方案無法解決全國95萬戶空屋問題，從而不利長期經濟成長。其原因如下：首次購屋者，其租賃房屋即再次形成空屋，而已有自用住宅換屋者，亦想出售其舊有房屋。因此，舊屋供給會增加，而全國空屋(含新、舊屋)不會減少。然而，短期內，由於大部分建商持續生存，全國太部分民眾財富並未縮水，因而會誘發新成屋供給，從而形成未來空屋更多的問題。政府經常以一個新政策來修正一個舊的錯誤政策，而這個新政策往往也有問題。本方案就是一個例子。目前房價居高不下，係因以往政府對土地用途嚴格設限，造成住宅土地價格無法下跌所致；而95萬戶空屋，則和政府實施容積率管制，造成建商搶建有關。其實，市場機制會自然解決空屋過剩的問題，一旦建商囤積空屋成本過高，自會降價求售，甚或退出房地產業。當新成屋供給不再增加，則空屋會由房屋自然折舊所引發的需求慢慢去化。．短期內房地產財富縮水，會造成國內需求減少。但長期來說，房地產市場會因房屋供給不再增加而漸漸復甦，從而為經濟成長帶來契機。(作者周治邦為台大三研所副教授)

【1999-01-01/聯合晚報/02版/話題新聞】

"
1999-01-01_246,"

《黑白集》
聖人與笨人

【本報訊】

「行動內閣」是個很響亮的口號。但政府權力大，影響深，「動」見觀瞻，所以不能亂「動」。譬如行政院最近挽救股市和房市的措施，就飽受批評和議論。
股票非生活必需品，沒有錢的人、沒有本領的人可以不玩股票；但房子人人要住，所以政府的住屋政策就非同小可。台灣連年派往新加坡和香港考察國民住宅問題的官員絡繹於途，考察報告恐亦車載斗量，但我們做了些什麼？什麼也沒做！因為不願做也。這個政府似已徹底被利益集團滲透和控制，與他們已「打成一片」，根本不再把老百姓的需求放在眼裡。
台灣經濟的發展型態，使得就業人口向都市集中。大地主、大財團在都市炒地皮、炒房價，一坪動輒數十萬元，小市民不吃不喝的過二、三十年也買不起一個小窩。這些人剝削了平民大眾，反過頭來還要國庫以平民大眾的納稅錢來補貼他們。這樣做，天下還有是非公道嗎？這個政府服務的對象究竟是誰？　
大財團一年從股票上獲利數億、數十億不用繳稅，大地主一年從土地轉手上獲利數億、數十億也不用繳稅，不僅小老百姓認為不公不義，前財政部長王建也認為不公不義，他要徵稅，結果卻是自己被踢了出去。
人稱王建為「聖人」，但較之今天的某些大官，他也許是一個「笨人」。 

【1999-01-01/聯合報/02版/要聞】

"
1999-01-01_25,"

江丙坤道德呼喚
建商,請再降低房價

【記者夏淑賢╱台北】

行政院經建會主委江丙坤昨(31)日指出，政府減輕購屋者的購屋融資利息負擔，對購屋者而言已具有房價變便宜的效果；江丙坤並對建商道德呼籲，希望建商呼應政府挽救房市的「德政」，讓房價再降低。江丙坤針對政府推出的振興房市對策，並不包含引導房價下跌的機制，而專注於刺激需求、鼓勵民眾購屋，提出說明。他表示，降低購屋者利息，對購屋者來說，等於房價比較便宜，政府呼籲建商降價，如此應可使房價下跌至民眾可接受的水準。江丙坤表示，銀行大量融資積壓在營建業的空屋上，鼓勵民眾購屋，可以減少營建業對銀行的借款，提供銀行的授信品質，並且不會因營建業融資積壓，而排擠了對中小企業的授信。江丙坤說，營建業是火車頭產業，許多中小企業如裝潢業，倚賴營建業發展，所以政府針對房市擾出多項挽救措施。至於這些措施是否會延緩房價反映供需而下跌的時間與幅度，江丙坤說：「營建業積壓大量空屋已有相當時日，資金積壓成本高，業者應該會考量成本與市場，逐漸降價。」江丙坤說：「目前房價確實造成中低收入戶買不起，我誠懇呼籲營建業將房子降價出售。」江丙坤表示，呼籲建商調降房價，不一定有效，但是現在房市嚴重供需失衡，他希望建商考慮到市場面，主動降低房價。（記者謝偉姝╱台北）銀行主管表示，政府的優惠房貸政策美意很好，但房價要同步調降才能刺激買氣。銀行主管指出，這項低利貸款對於餘屋的消化，應有一定的助益，但多數民眾購買力下降，且以台北市來看，房價下跌幅度有限，因此，房價若未能降價求售，這項政策效果可能會打折扣。

【1999-01-01/經濟日報/02版/經濟要聞】

"
1999-01-01_30,"

房市異象知多少

【記者張婉珍、何世全╱台北】

由中央銀行及財政部提出的1,500億元低利貸款政策引起正反兩極評價、房地產業者評估後發現，這項利多政策將造成不少怪現象和弊端，如果沒有相關配套措施，則後續恐怕衍生其他問題。●中古屋屋主欲器無淚？最近才買古古屋的聲寶公司課長陳博蒼說，要是政府早點提出這項政策，他會考慮買新屋；本來預算不多，想買中古屋的趙先生今年也決定改為新成屋，像這樣從中古屋到轉到新成屋市場的消費者已經有明顯的趨勢，不過，對於經濟狀況不好，想把中古屋賣掉變現的屋主來說，卻可能求售無門。●「新古屋」屋主自認倒楣？老王在預售時以每坪單價93萬元購屋，去年剛交屋，屋子還沒住，就因經濟不佳，欲認賠以每坪16萬元出售，並剛與買方接洽完成準備成交，但低利政策一公布，買方立刻縮手，不買不符合低利貸款條件的「新古屋」，轉向建商以同樣價錢購買新成屋，已套牢的新古屋屋主除非以更低價錢才能出售。●建商是否會趁機以大頭戶套貸？貸款利率創新低，手邊餘屋壓力沈重的建商，可能會找人頭戶，從額度中「套錢」解圍。人頭戶到後來不再付出分期貸款，則承貸的銀行可能總要被迫「吃」下餘屋。●房價未來還會不會有下跌空間？建商為促銷餘屋，在利多政策公布前已逐漸調降售價，以符合市場需求。新政策公布，新成屋市場被視為大利多，業者調降意願自然消失。且利政策刺激民眾急著進場購屋，但並沒有通盤考量的方案解決整體經濟環境問題，如果經濟發生蕭條，則已投入貸款的中低收入族群如何解套？●趕工的工程品質誰來監控？建商趕著讓預售屋及早完工好適用低利貸款，工程品質堪慮，且業者會以低利貸款為誘因刺激消費者今年過戶，然而若額度告罄，建商如何與承購戶協調？●自地自建的屋主適不適用？中南部民眾習慣在自家土地上蓋透天厝，未必透過建商買房子，這樣的屋主恐怕無法適用低利貸款。

【1999-01-01/經濟日報/02版/經濟要聞】

"
1999-01-01_6,"

問題2②
為何不宣布 容積率管制 讓居住品質上升

【本報記者 王雪美】

在外界嚴厲抨擊「破壞市場機能」的情況下，行政院經過四天磋商，昨天通過振興房市的十二項重大措施。低迷不振的房市能否起死回生還是未知數，但可以確定的是行政院已因此錯失維護社會公平正義、提升居住品質的良機。建商抱怨政府「與民爭利」，但更真實的情況是自己賣的房子價格太高，需要房子的人買不起，在投資型客戶因景氣低迷紛紛縮手後，自然造成房屋滯銷。建商在政府力挺下，沒有因為供給過剩而虧本，房價依舊降幅有限，無殼蝸牛可能也不會因利息減輕就買得起房子，但他依然要繳稅，補貼有能力的人買房子。不知社會公平正義何在？再從該方案中「延長建照兩年」的措施來看，建商之所以如此要求，主要原因是擔心實施容積率管制。原本實施容積率管制的目的在於，在一定的區域內，只能興建一定的房屋面積，以免蓋了太多房屋，在道路、學校、公園等公共設施都未增加的情況下　造成居住環境過於擁擠。目前台北市、高雄市都已實施容積率管制，但台灣省尚未全面實施，政府幾度釋放全面實施消息，卻在建商的施壓下停擺；而建商也為了避免因容積率管制，造成能興建的樓地板面積減少，利潤大減，開始搶建，造成市場空屋過多。現在政府沒有趁著建商無力搶建的時機，宣布實施容積率管制，以提升居住品質，反而延長建照兩年，真正是本末倒置。

【1999-01-01/聯合報/03版/焦點】

"
1999-01-02_118,"

證券經
喜迎新年救房市

【蕭詩豪】

揮別87年，告別亞洲金融風暴，風雨飄搖的國內金融，也可望在政府多次強力支擾性的政策下，逐步走向平穩、整頓，塑造出88年再出發的強有力因子。87年12月靈日行政院會通過以1,500億元郵政儲金低利貸款，並貼補新購屋民眾，並且不限對象，這靈釋出強力貨幣的措施在未來一年有創造1兆元通貨流通的效果，使得悲情的營造、營建業，出現轉機。這兩天，不少媒體都在討論這項指施是否「劫貧濟富」，但沒有人否定，有可能成為「點火效應」的這項措施，確實能在未來使營建業脫離目前的窘境。國內營建業上市公司遭到銀行抽銀根陸續傳出跳票之後，兵敗如山倒，昔日點石成金，皆未能在今天再創奇蹟。一位上市營建業總靈理說：「房地產這項投資商品，一且走到向下貨斜的路途，就不能創造更高的價格；喪失了價格的吸引，整體產業自然要步入調整。」想不到自民國79年景氣回落，迄今已九年，漫長的八年對日抗戰，時間都不如房地產景氣收縮的時間長，不少在房地產市場崛起的英雄豪傑，靈不起時代的考驗，被浪淘盡了。反映在現實社會，不少民眾眼見房價農聳，希望浪再大一點，把房市再打擊一些，使房價回但農府眼見房市的悲情即將演變為產業災難；國內經濟很可能因房地產市場的崩潰，導致金融體系的崩盤，伸出救擾之手，加上購屋房貸利息20萬元免稅的配套優惠措施，希望一舉把房市從危急存亡之秋，帶入欣欣向榮的春天。由於房地產「價格破壞」，是因供給過多，需求不強，如今政府企盼能由租稅、金融創造有效靈求，來消化過多的成屋。這個目標藉由政府導引，應有達成的可能，但仍需下列幾項步驟：第一、塑造「購屋救國」的環靈，鼓勵有錢的民眾拿錢買房子，不妨給予投資抵減的優惠稅額。第二、在大陸成親仍在排隊等配額人境的台灣民眾，只要購買新屋即發給配額，創造新的需求。第三、台灣民眾有大陸親屬欲來台依親，只要買屋設籍即可給二年的來台入境探親權利。由上述這些需求面的創造，可以使政府要救房市、救股市乃至提振經濟的目標，都可輕易達成。當然，這些政策有些脫離經濟面，需要李總統、蕭院長從政策來思考，但是，其負面效果都是政府能力下所能承擔，也都符合民眾需求，值得政府採行。

【1999-01-02/經濟日報/15版/上市公司2 周末版】

"
1999-01-02_128,"

今年房地產還有降價空間
上市上櫃建設公司棄守房價促銷餘屋 預估平均降幅3%-11

【記者洪雅齡╱台北】

87年台灣房價平均下跌一成；原本強力撐住價格的營建上市、上櫃公司，最近陸續「棄守」房價衝業續，加上今年政府推出優惠低利貸款，業界預估房地產還有降價空間。行政院釋出1,500億元郵政儲金搶救營建業，規定只能買新成屋，昨(1)日是新政策開始實施的第一天，已有不少成屋個案趁機大作廣告，更有業者明指，「只要交一張身分證，即可免錢交屋」，因為可申請優惠低利房貸。太平洋房屋調查，87年中古屋成交價已降一成。信義房屋不動產企研室推估，由於各項靈濟指標不利房市發展，今年平均房價可能會降3％至11％，餘屋量大的靈區降幅較大。宏泰建設集團董事長，也是中華民國建築投資公會全聯會理事長林堉璘說，「建築業不要想有暴利了，應避免亂投資」，此次政策不是救股價跌停板公司，而是擾供機會，讓建商可取得售屋價款以清償貸款，並能加強財務結構。其實多數地區房價不管是預售屋、中古屋、新成屋都已悄悄降價，上市、上櫃靈業公司也開始以降價促銷餘屋。向來整持不二價的霖園集團旗下國泰建設，在桃園地區已完工交屋的餘屋佰案，每坪已降價1萬元，國建的降價行動是歷年來首見。不僅是國建，部分上市公司老闆早已運用降價手法，擾高銷售率衝業績，例如皇普建設的新成屋個案「伊吉邦」，售價調降一成，且送裝潢，銷售率衝高至七成以上，達到完工比率入帳法的標準；和旺建設的新店「上河圖」個案原本有意每坪賣28萬元，後降為每坪24萬元，也衝上七成業續。由於桃園地區餘屋量大，寶祥實茉的成屋案「冠桃園」即使地點不錯，也難擋逆勢，農案已多次降價，從原來的每坪12萬元已降至9萬多元。一位上市公司老闆認為，檯面上，大家都不願降價求售，但是私下都擾供一成的議價空間，已完工交屋的個案則直接降價。一戶已完工的成屋，一年不賣，就得付8％的利息，兩年不賣，就會虧本，快速銷售求現，比較有利可圖。根據調查，至87年第三季為止，營建上市公司投入在建房屋及待售房屋、土地存價資金達3,224億元，比86年底的579億元高出甚多，顯示利農壓力沈重。租售報導企研室調查指出，近六年來桃園以北地區總推案量45.85萬戶，待售的餘屋有14萬多戶。全台有多少餘屋，並無正確數字推估，台電說95萬戶，林堉璘說40萬戶，另一大型營建集團老闆說，三年內將完工餘屋及現有的總數共170多萬戶。(相關新聞見第2版)

【1999-01-02/經濟日報/01版/周末版】

"
