,2011-08
2011-08-01_132,"通知搬走 要學生住哪裡？
【熊約翰╱退休人士（桃縣大溪）】
教育部公布大學生校外賃居安全評估結果，對於未改善者，教育部的消極作法是通知學生及家長，「建議搬走、不要住宿」。
我是有兩個就讀大學並在外賃居的學生家長，孩子都是挑選房價最低廉的學生套房。如果教育部「建議搬走、不要住宿」，孩子要住哪裡？無論公私立大學，學生宿舍幾十年來都是粥少僧多；所以大學附近居民提供學生套房，或學生共同分租公寓，解決抽不到宿舍的問題。
教育部為何不公布「待改善」的學校及建物？家長有權拒絕租賃，不必等到開學後接到通知「建議搬走、不要住宿」，再來傷腦筋。
教育部可從幾個方面來改善：
一、新大學成立或升格一定要提供完善足額的宿舍。宿舍不足可向教育部貸款興建，教育部可將各校補助款規定一定比例用於興建學生宿舍。各大學沒有宿舍或宿舍不足，就不得招生或減少招生人數；學生宿舍不足，不能放任其擴大招生。
二、聯合警政、消防、稅務、地政等機關稽查；整理出學生租屋資訊放在網路，並列舉房東應負之防火管理職責；非消極之「建議搬走、不要住宿」。
三、經過安全評核之學生校外住所，可核發安全標章，或貼於建物、或於網路認證…校方訓輔人員應提供學生校外賃居輔導，經常訪視，非任由學生賃居違建或危險環境。
【2011-08-01/聯合報/A15版/民意論壇】
"
2011-08-01_157,"數字會說話 雙北Q2買賣登記棟數，較去年同期減逾兩成...
遏止炒房 初見成效效
【記者徐碧華╱台北報導】
內政部指出，奢侈稅遏止炒房初見成效。今年第一季建物買賣登記棟量較上年同期成長9.64%，在財政部提出開徵奢侈稅後，第二季轉呈負成長，較上年同期減少8.76%。
奢侈稅到底對不動產交易有沒有影響，內政部拿出數據指出，有影響，而且對台北市和新北市影響最大。今年第二季買賣登記棟數都較去年同期大減兩成以上，各減少23.73%和23.37%，顯見奢侈稅發揮遏止投機客炒作北部地區房地產效果。
內政部表示，奢侈稅對中南部也有影響，但影響比較不明顯。台中市第二季買賣登記移轉棟數仍較去年同期成長3.08%，高雄市則下跌4.74%。不過，台中市第一季較去年同期成長18.08%，高雄市成長21.79%，相較之下，第二季的增長也是快速萎縮。
說起對奢侈稅的抵禦能力，首推新竹縣。也許是受惠於科技業去年營運大好，竹科去年平均薪資成長，今年第一季新竹縣建物買賣登記棟量較去年同期長34.46%，第二季年增率也高達19.91%。
雖然政府有抑制房價的措施，但今年申請建照仍相當踴躍。上半年共計核發1萬6,009件、總樓地板面積1,657萬平方公尺，較去年同期增加12.2%及18.2%。上半年核發建造的總樓地板面積主要集中在五都及準直轄市桃園縣，占總面積的三分之二。五都中高雄市增加40.0%最多，台南市增加25.3%次多，而新北市僅增加11.9%，台北市則減少1.0%。
【2011-08-01/經濟日報/A18版/稅務法務】
"
2011-08-01_194,"國銀壓力測試 房貸風險入題
【記者邱金蘭╱台北報導】
金管會緊盯銀行房貸風險，因應房價上漲，這波本國銀行壓力測試，金管會特別開出指定題，要求銀行針對利率上升時，測試房貸還款能力風險，金管會將逐一檢視測試情況，作為是否要求增資等參考。
隨著不動產價格上漲，金管會開始關注銀行未來面臨的風險，今年初盯上17家房貸比重偏高的銀行，最近國銀壓力測試，也要求針對利率上漲後的房貸作壓力測試。
去年壓力測試，金管會統一開出考題，今年則要求各銀行自訂題目，據了解，多數銀行參考去年考題作測試，唯一不同的是，今年金管會另外要求，針對利率上漲時對房貸還款能力的影響，作壓力測試。
去年金管會統一的考題中，也有房價變化，如輕微情境設定中，就包括GDP衰退1.4%，失業率6.08%，房價下跌10%。房價部分，區分北、中、南等五個區域，當台北市地區房價下跌15%時，被視為嚴重情境，但高雄縣地區房價下跌25%時，才算嚴重情境。
這次壓力測試，金管會則要求以利率上漲時，對房貸還款能力作測試，由於利率上漲時，部分貸款人可能繳不起本金或利息，讓房貸變逾期放款，因此，這項考題可以藉此了解並提醒銀行注意房貸風險承擔能力。這波壓力測試，金管會要求在7月底前交卷，已有不少銀行提前交卷。
【2011-08-01/經濟日報/A15版/金融】
"
2011-08-01_233,"涵碧樓 擬登陸上市
【本報訊】
值得注意的是，由於土地及原物料上漲，預售房價依舊維持奢侈稅前的水準，並未跌價。下半年起至明年，在諸多利多帶動下，預售房價可望有5%至10%的上漲幅度。
問：今年全台預售屋推案的預期為何？
答：去年全台預售推案金額約8,031億餘元，業界原本預期今年將達到1兆元，不過受到奢侈稅衝擊，上半年市場推案幾近停滯，下半年又逢選戰開打，市場觀望氣氛濃厚，預估全年推案金額將下修為6,500億至7,000億元水準。
問：鄉林集團未來的擴展計畫，在兩岸的布局？
答：被視為重量級推案的成都涵碧樓，也訂明年中動工，此案積地面積達300畝（約6萬坪），其中半數規劃為住宅，其餘還有涵碧樓酒店、寫字樓及大型購物中心，總銷售金額逾人民幣100億元。
此案將是鄉林跨足大型購物中心的指標，隨著成都涵碧樓的啟用，涵碧樓不排除在大陸或香港掛牌上市，鄉林也將正式朝控股集團方向發展。
【2011-08-01/經濟日報/A3版/話題】
"
2011-08-01_243,"低利、ECFA、自由行護體 鄉林董座賴正鎰專訪 推案金額挑戰歷史新高
預售屋看漲10％ 明年兆得住
【記者宋健生╱台中報導】
鄉林集團董事長賴正鎰表示，國內處於低利率時代，游資充沛，加上兩岸經濟協議（ECFA）及陸客自由行上路，有利於房地產發展，預估台灣房市今年下半年到明年，房價將有5%至10%的漲幅，明年預售屋推案量金額有機會突破兆元大關，創歷史新高。
鄉林經營事業涵蓋營建、商用不動產開發及飯店經營，投資腳步橫跨兩岸，旗下轉投資的涵碧樓，是陸客商貿訪問團來台旅遊時常住的指標飯店，更在大陸24處地點進行投資。鄉林上周五（29日）收盤價53元，上漲0.5元。
賴正鎰常代表企業界向政府反映心聲，他曾擔任前工商建研會理事長、前台灣省建築投資公會理事長，目前是大台中國際都市發展協會理事長。在陸客自由行上路後，賴正鎰也是第一個組陸客看屋團的房產業者，對於兩岸房市與旅遊觀光市場觀察深入，以下是專訪摘要：
問：台灣未來經濟展望為何？
答：現階段全球局勢發展，包括美國、日本、歐洲等經濟情勢都不大好，主要的成長動能來自大陸，未來三、五年內，大陸經濟成長可望在8%以上，台灣未來幾年也可望維持4%的成長，全球均普遍看好中國大陸與台灣的經濟景氣。
從政治發展的角度來看，兩岸經貿發展日趨緊密，大陸對台甚至有許多「讓利」動作，尤其ECFA簽訂後，全球許多企業都想來台，和國內廠商合作，一起進軍中國。
問：台灣及兩岸經貿發展局勢，為房地產帶來何種契機？
答：國內房地產處於存款利率只有1.5%、放款利率在2.1%至2.5%的低檔水準；對貸款戶而言，若用收租的角度來看，投資報酬率也普遍在4%至6%，加上遺贈稅降到10%，加速台商鮭魚返鄉，這些條件，將讓越來越多游資湧入房地產市場。
兩岸開放22年來，台灣進入大陸的資金超過3,000億美元，大陸來台的投資額卻只有1.65億美元。如今隨著中國大陸快速崛起，加上ECFA上路，預期未來二年，大陸來台投資的金額將上看50億美元（約新台幣1,445億元）以上。
問：陸客自由行上路後，對台灣有何利基？
答：兩岸自由行開放後，台灣的機會點，不僅是陸客來台的消費，而是台灣能藉此快速與國際接軌，未來大陸的人流、金流，可以自由進出台灣，國際資金也會比較願意大舉布局台灣。
【2011-08-01/經濟日報/A3版/話題】
"
2011-08-01_276,"《1分鐘看世界》
以色列 物價房價過高 逾10萬民眾上街示威
【本報訊】
由於不滿生活費與房價高昂，以色列人民30日串連10座城市逾10萬人舉行大規模示威，要求總理內唐亞胡提出全面性經濟改革，是年輕人在首都特拉維夫發動抗議兩周來規模最大的示威活動。
【2011-08-01/經濟日報/A7版/國際企業】
"
2011-08-01_347,"保障房建設 恐是下個被撞動車
【香港特派員李春】
三道令牌，一夜風涼，溫州動車追撞慘禍，在中國官辦媒體上消失，在民間媒介上仍不依不饒。官方力壓眾口，想令發展重回「維穩」軌道，但下一輛可能追撞的「動車」，可能是「保障房建設」。
所謂保障房就是保障性住房，指中國政府提供的，限定建設標準、供應對象和銷售價格或租金標準，具有保障性質的住房，一般包括社會保障性商品房、社會保障性租賃房、廉租房和安置房（含拆遷房、解危房及落實僑務政策房）等。
以保障房的性質看，是中共照顧那些買不起房的人，希望藉此降低房價、吹滅泡沬。
國務院下令十一月底前要實現開工建設一千萬套保障房，在行政壓力下，地方政府已開足馬力。但在現有體制下，保障房的「技術含量」問題將層出不窮。
首先是豆腐渣工程的湧現。安徽太湖縣的安置房，最近成為豆腐渣代表作，陸續出現承重梁和樓面開裂、滲水等現象，最厲害的是樓板居然可一腳踩穿，窟窿旁邊的混凝碎塊可以直接用手捏碎。既然四川地震災區重建，在高度監察下，仍敢建豆腐渣房，類似的毛病，預計在各地都將出現。
其二是地方債務危機。中國地方政府個個看似大財主，內裡已現財政虛怯，連深圳、蘇州這樣大富之市，都有財政問題，不用說西北東北小市小縣。本來地方債已數以萬億元人民幣計，為了保障房，還可能放手讓地方發行保障房債券，有經濟學者認定，未來將成中國經濟的心腹大患。
其三是腐敗加重。中國吏治不清，大小貪官藉機生財，又企會放過保障房之類良機。連人大副委員長成思危都說，經濟適用房已成腐敗高發區，因為誰拿到經濟適用房就等於拿到了國家補貼的一大塊財富，因此出現了各種腐敗現象。比經濟適用房油水還大的保障房，腐敗的花樣一定更多。
【2011-08-01/聯合報/A13版/兩岸】
"
2011-08-01_361,"《北京瞭望》
保障房…下一個地雷
【香港特派員 李春】
三道令牌，一夜風涼，溫州動車追撞慘禍，在中國官辦媒體上消失，在民間媒介上仍不依不饒。官方力壓眾口，想令發展重回「維穩」軌道，但下一輛可能追撞的「動車」，可能是「保障房建設」。
所謂保障房就是保障性住房，指中國政府提供的，限定建設標準、供應對象和銷售價格或租金標準，具有保障性質的住房，一般包括社會保障性商品房、社會保障性租賃房、廉租房和安置房（含拆遷房、解危房及落實僑務政策房）等。
以保障房的性質看，是中共照顧那些買不起房的人，希望藉此降低房價、吹滅泡沬。
國務院下令11月底前要實現開工建設1,000萬套保障房，在行政壓力下，地方政府已開足馬力。但在現有體制下，保障房的「技術含量」問題將層出不窮。
首先是豆腐渣工程的湧現。安徽太湖縣的安置房，最近成為豆腐渣代表作，陸續出現承重梁和樓面開裂、滲水等現象，最厲害的是樓板居然可一腳踩穿，窟窿旁邊的混凝碎塊可以直接用手捏碎。既然四川地震災區重建，在高度監察下，仍敢建豆腐渣房，類似的毛病，預計在各地都將出現。
其二是地方債務危機。中國地方政府個個看似大財主，內裡已現財政虛怯，連深圳、蘇州這樣大富之市，都有財政問題，不用說西北東北小市小縣。本來地方債已數以兆元人民幣計，為了保障房，還可能放手讓地方發行保障房債券，有經濟學者認定，未來將成中國經濟的心腹大患。
其三是腐敗加重。中國吏治不清，大小貪官藉機生財，又豈會放過保障房之類良機。連人大副委員長成思危都說，經濟適用房已成腐敗高發區，因為誰拿到經濟適用房就等於拿到了國家補貼的一大塊財富，因此出現了各種腐敗現象。比經濟適用房油水還大的保障房，腐敗的花樣一定更多。
看看保障房這些風險，還不是與那高鐵動車相似？只不過一個是條條，一條線一條線的風險，一個是「塊塊」，一個區域一個區域的風險。一個是動的，風險積聚在速度中，一個是靜的，風險來自每一天的生活裡。
【2011-08-01/經濟日報/A9版/兩岸焦點】
"
2011-08-01_416,"《陸股解碼》
食品飲料股 聚焦
【游金智】
中國大陸股市上周五盤中走勢再度出現波動，尾盤小幅收低，上證指數終場下跌0.3%，收在2,701點，主要是受到地方政府債務擔憂之餘波盪漾，還有就是受到市場對於美國債務僵局的擔憂所拖累。其中，波段漲幅較大的金屬和煤炭類股陸續出現短線獲利回吐的壓力。
不過，受到大陸銀行業監督管理委員會的樂觀評論提振，指出根據最新壓力測試結果，即使房價下跌五成，銀行業也能承受所激勵下，金融股逆勢上漲，在權值股帶動下，最後縮小市場跌幅。累計上證指數上周累計下跌2.4%。
近期金屬類股受金屬價格推升出現較大上漲力道，煤炭類股也是近期連續上漲。由於美國國債問題發展迄今尚未明朗，時序上已愈來愈接近8月2日美國提高債務上限的最後期限，使得市場陷入觀望。
不過，在財報、旺季需求等基本面支撐，以及政策扶持下，包括食品飲料等類股的表現仍是相對亮眼。
今年，大陸整個餐飲業價格已較去年上漲一成以上，以及今年中秋節較已往提早約兩天，可望帶動相關需求，預期將有利於相關類股或族群的營運表現。另外，有關制定食品整合重組方案的後續執行上，亦將有利於相關產業的長線發展。
以最近市場交投狀況為例，在市場持續震盪之際，市場資金再度青睞業績成長、或產業面確定性較高的產業。故布局上，因市場仍受中國本身或國際上一些不確定因素所壓抑或干擾，故策略上可分別留意：市場資金尋找產業能見度較高或較明朗、股價被低估，或具備補漲機會的族群或題材。
展望未來，市場對於大陸經濟成長力道減緩，還有地方政府債務問題等擔憂，都將成為壓抑盤勢因素，故預期近期盤勢仍將維持盤整格局。預期中國政策短期內大方向仍將維持不變，未來兩個月股市仍將持續反映半年報超過預期、或第三季營收超額成長的個股。 （作者是富蘭克林華美中國消費基金暨中華基金經理人）
【2011-08-01/經濟日報/A12版/陸港股市】
"
2011-08-01_429,"高物價 高房價
10萬以國人嗆「活不下去了」
【編譯卓佳萍╱報導】
不滿高物價高房價的以色列民眾，30日在十個城市串聯超過十萬民眾上街抗議，高喊「物價太高，快活不下去了」，要求政府提出經濟改革政策。以色列媒體稱這次示威是中產階級革命。
這場要求政府經濟改革的示威活動，兩周前由一群青年在特拉維夫發起，30日的抗議活動是規模最大的一場，光是特拉維夫就聚集了5 萬人，其他九個城市也有超過5萬人響應。
示威民眾多半是廿多歲到卅多歲的中產階級，他們不滿以國近來物價高漲、貧富差距惡化、房價飆漲，憤而走上街頭，他們高舉的標語包括「作三份工也無法打平開銷」、「我們要求社會公正」。
以國民眾平均月收入為2500美元（約台幣7萬元），教師、公務員及社工薪水更少，通常不到2000美元。當地房價從2007年底至2010年中飆漲35％，房租也不斷上漲，耶路撒冷的普通三房公寓月租要1000美元（約台幣2萬八千元），是許多人月薪的一半，特拉維夫房租更貴。
警方表示，30日的大型抗議活動沒有暴力事件傳出，而就在活動結束後，以國財政部局長沙尼（Haim Shani）31日表示，「我無法完成我的使命」，引咎辭職。總理內唐亞胡也表示會在8月1日的內閣會議中與各部長討論，提出一套「實際」的計畫來解決問題。
【2011-08-01/聯合報/A14版/國際】
"
