,2002-05
2002-05-01_45,"

機場捷運變數多 購屋客源轉向
新莊捷運沿線看好 龜山以南外來客源恐衰減三分之一 


【記者張婉珍╱台北報導】

機場捷運線不確定因素日益升高，潛在購屋客層逐漸轉向已開工的捷運新莊線周邊，房仲業者指出，一旦機場捷運生變，桃園龜山以南的房地產市場買氣勢必大受衝擊，外來客源可能衰減達三分之一以上。捷運沿線已經成為大台北地區民眾購屋的優先選擇，不過由於已通車路段周邊房屋的議價空間通常不大，近兩年來一些預算較少的購屋民眾，遂將目標轉到施工中或五、六年內可完工的捷運沿線，例如捷運新莊線、蘆洲線及機場捷運線等。這其中，新莊線、蘆洲線都已陸續發包，唯有機場捷運線因承攬單位與交通部之間議約問題一直未定，屢傳出可能生變的傳聞，已經打擊不少購屋民眾的信心。信義房屋企研室協理張欣民指出，機場捷運線BOT案87年通過，規劃路線從台北市西門町到桃園中正國際機場，其間經過三重後埔仔、走二省道經新莊中港厝、泰山塭子圳、新莊丹鳳、龜山、林口等地區。在交通利多的刺激下，機場捷運沿線早就成為建商推案的重要訴求，也成為區域購屋客買屋的重要參考依據。特別是龜山以南的路段，長期以來皆以吸引台北市購屋客源為主要訴求，包括龜山、林口及蘆竹地區的房市更拜捷運線之賜，吸引不少外來購屋客源。因此，如果機場捷運線發生變化，在北縣路段的客源可能會就近轉向已經全面開工的新莊捷運沿線；至於龜山以南路段的外來客源客也將大幅減少，以台北客在預售個案所占的比例來看，衰減幅度可能達三分之一以上。近來已經有部份客源轉向北縣捷運新莊線周邊，顯見全線開工的新莊線，對於機場捷運潛在購屋客層已經帶來吸收之效。張欣民指出，目前機場捷運線經過的地區，以三重後埔地區、新莊頭前中港、長庚醫院周邊及南勢村的住宅市場發展較為成熟，其他地區不是位於工業區附近，就是還沒有明確的區域開發計劃，即使想逢低進駐捷運站周邊地區，未來不確定性也很高，預見客層流失現象還會繼續發生。

【2002-05-01/經濟日報/12版/商業要聞】

"
2002-05-01_87,"大陸城市競爭力 港深滬居前三名
專家學者評審結果 明年有意把台北高雄澳門等城市納入評比
【記者梁家榮╱綜合報導】
大陸城市競爭力研究會日前在深圳公布2002年大陸城市競爭力排行榜顯示，排名城市綜合競爭力前三名的城市是香港、深圳、上海。研究會明年也將把台北、高雄、澳門等城市納入評比，每年定期公布一次。
新華社報導，今年大陸城市競爭力的最新排行如下：香港、深圳、上海、北京、廣州、南京、重慶、杭州、天津、武漢、西安、瀋陽、青島、廈門、大連。排行榜由大陸城市競爭力研究會主辦，研究會為大陸基恩國際集團所屬的深圳桂強方產業有限公司成立，並邀請大陸知名專家學者進行綜合評審後的結果。
大陸城市競爭力研究會長桂強芳接受香港文匯報採訪時表示，香港生產總值為上海的數倍，其包括生產力、勞動市場、經濟市場及管理方法等因素在內的經營效率表現，特別突出，這是大陸其他城市無法比較的，因而遙遙領先高居榜首。
深圳市去年排名第三，居上海之後。但經過一年，深圳市競爭力超過上海，躍居第二。深圳與上海的評分差距不大，但與香港相比差距較大。
深圳的城市競爭力來自於寬鬆的經濟和市場環境，只要具備知識、技術和能力，就可以賺更多錢的觀念，在深圳充分顯現。這種高薪酬制度使深圳在過去的20年，吸收大陸數十萬計的高智商技術專家和管理人才，預料這種競爭力優勢會延續下去。
桂強芳認為，由於香港與上海在城市定位上有相似之處，上海將是香港最大的競爭對手。深圳則是香港的合作夥伴，深港之間是相互依存的互補關係。他指出，香港與深圳乃至珠江三角洲城市處於同一區域，應形成區域競爭力。
反觀上海，綜合經濟實力是大陸最強的，其城市競爭力尤其突出表現在產業結構、科技創新、人力資源、影響力和國際化方面。但是，上海城市人口過於稠密，影響她的吸引力，而上海也把戰略定位為金融中心，這與香港定位雷同。
北京作為首都和大陸的政治中心，政治和商業資訊多，非常適合大型投資金融機構發展，以聯想、北大方正為代表的北京高科技產業在大陸競爭力較強，但北京房價過高，空氣品質不佳，以及留京政策等因素，限制優秀人才和高素質勞動力流入。
大陸城市競爭力研究會從1990年代初起，就對大陸城市的發展狀況與各城市競爭力進行深入研究。這次城市競爭力排行根據十個指標進行評比：城市綜合競爭力、產業競爭力、科技競爭力、城市金融競爭力、基礎競爭力、政府與管理競爭力、城市文化競爭力、城市環境與治安、市民素質等。
【2002-05-01/經濟日報/9版/兩岸】
"
2002-05-02_73,"母親節檔期 餐飲商機大
福華、亞都、凱悅、老爺、晶華 精心設計多款佳餚及優惠活動
【黃秀義、吳正弘 】
母親節由於是全家休假的周日，聚會吃飯的機會大，這個節日的餐飲商機自然成為餐飲業者不能放過的生意。絕大部分的業者在這前後推出套餐，提高消費單價，同時，也加強蛋糕甚至套餐外賣服務。
台北福華飯店站前雲采餐廳三家中日西料理，在母親節這天推出特別的活動及贈禮給當天消費的母親們。45樓的西式自助餐天河廳在5月6日至12日，天天抽出20張午茶券；44樓的日本自助餐雲峰廳在母親節當晚抽出10位幸運媽媽，由師傅現場親自傳授製作好吃壽司秘訣。
福華台大福利餐廳及國家劇院福華咖啡廳，在母親節當天，贈送每一位來店消費的母親們贈禮，包含雞尾酒、巧克力及拍立得合照等。
台北亞都麗緻大飯店內三個餐廳在5月11日、12日兩天，由主廚精心設計了豐盛的母親節套餐。天香樓品嚐精緻道地的杭州佳餚或是在優雅浪漫的巴黎廳1930、巴賽麗廳共進一頓豐盛的法式晚餐
除了飯店推出的套餐外，還推出了外賣佳餚，讓想在家裡跟母親共渡佳節的子女，一樣能讓媽媽在家輕鬆品嚐到五星級大廚的手藝。套餐、磨菇火雞捲含沙拉、法式洋蔥湯、雞肉千層麵、白豆燉羊頸、阿爾薩斯酸菜豬腳、紅酒燴牛肉、水果沙拉、法國麵包及芒果巧克力慕思蛋糕等都有。
台北凱悅大飯店在5月推出美食結合住宿的活動。5月3日至5日、或5月10日至12日週末期間，針對享用午餐或晚餐的嘉賓提供住房優惠。凡是在此期間，在台北凱悅館內餐廳享用午餐或晚餐，就可憑餐飲消費發票，享有特惠房價。台北老爺也精心設計了多款佳餚，有中、西、日式料理及母親節蛋糕，向母親表謝意；還有外帶服務，讓全家不用出門，也能享受五星級的高級料理。
老爺飯店一樓的Le Cafe咖啡廳、二樓的名人西餐廳，5月11、12日精選中、西、日式各國佳餚，推出「母親啡常樂」自助餐，讓母親盡嚐異國美食，四人同行，贈送平日下午茶券。3樓明宮粵菜廳，5月12日特別烹調「母親幸福樂」料理，依人數多寡有不同選擇。六人「幸福合菜」十道大菜午晚餐6,000元。這套料理可提供外帶服務，須在三天前預約；5月11、12日兩天，凡來店用餐的母親都可獲贈康乃馨一朵，享用母親節各式餐點者，都可由飯店服務人員拍攝全家福拍立得一張，留下母親節的美好記憶。台北晶華酒店各餐廳及客房都將於 11、12 日兩天推出餐飲活動及住宿專案，今年更特別設計內含各式商品、價值近萬元的「晶華媽媽福氣袋」，送給勞苦功高的媽媽。該飯店公關經理張筠表示，福氣袋內有天祥晶華住宿券、麗星郵輪三天二夜沖繩之旅 5000 元抵扣再打 九五 折的優惠券、DFS 台北店 500 商品折價券、進口養護洗髮組、手工植物皂和木製造碟以及超人氣氣泡浴球等適合媽媽享用的商品，期望讓媽媽們享「福氣」，目前計畫每間餐廳準備 10 份福氣袋，送給前 10 組三代同堂前來用餐的媽媽 (每個家庭限領一份)。
配合母親節，希爾頓飯店除於 11、12 日供應一系列低脂無油的母親節套餐，用餐的媽媽們更可以得到一組 SPA 水療香精油，還可半價享受 SPA。同時，更提前於 6 日起至 10日設計特惠方案，期間只要四人或四人以上同行於咖啡園用餐，可享有一位媽媽免費的優惠。
除了各式大餐，與 AVEDA 合作雲天芳泉 SPA 的遠東飯店，於母親節期間特別以 八 折推出有機精油禮盒，一樓品香坊則提供低熱量母親節蛋糕的銷售，每個 680 元起，即日起接受訂購。
西華飯店各餐廳與小西華的 Car-rara 義大利餐廳均供應母親節套餐，飯店並為用餐的母親們準備精美禮品及康乃馨、拍立得留影等好禮。西華Toscana義大利餐廳並提供蛋糕外帶的服務。
華國洲際飯店在母親節當天，則在各式饗宴外，設計一項「母親大頭貼」的比賽，看看那一對母子或母女組合最神似，經票選後有機會獲得餐飲優惠或住宿招待等。而供應自助餐的日安咖啡廳及桂華粵式會館則規畫「現場立即抽」的活動，幸運者可贏得 5 折餐飲優惠；其中，桂華粵式會館還推出真空包裝健康母親節套餐，也是外帶用餐的新選擇。
國聯飯店的板石咖啡廳及北馥樓，配合母親節均於用餐時間提供西班牙音樂演奏，後者更特別以金針花為主題供應桌菜。六福客棧推出的「媽媽套餐」，提供西式、日式兩種，可自行依媽媽喜歡的口味來選擇。
蛋糕甜點也是母親節不可缺少的要角。力霸皇冠飯店推出的「香氛蛋糕」系列，有「薄荷迷迭香」及「繽紛水果籃」等兩款，強調感官享受及健康養生雙重訴求，每個 900 元，限量供應，顧客還可請飯店代為在蛋糕上寫下對母親的感激。希爾頓飯店提供的「蘋果乳酪櫻桃蛋糕」，以富含維他命B、C 及膳食纖維不含脂肪為訴求，每個 750 元。
為炒熱南台灣母親節的市場，高雄晶華酒店日前就開始舉辦「畫我媽媽」及「全家福沙龍照」等活動，即日起於該飯店各餐廳用餐者，可獲得圖畫紙一張參與評選，有機會獲得餐券、免費沙龍照等獎項，9日前繳回還可獲贈85大樓拼圖一份。
【2002-05-02/經濟日報/70版/母親節專刊】
"
2002-05-03_1,"不一樣的母親節
【文╱黃秀義】
法國式：亞都麗緻飯店巴黎廳
1930法式晚餐，法籍主廚何肯
伯先生設計的套餐鵝肝、雉雞
、龍蝦、腓力、巧克力鮮果比
薩和香草冰淇淋等都有。
另在巴賽麗廳用餐可獲贈手工
巧克力。5月11日或12日巴
賽麗廳下午茶四人同行一人免
費的優惠。
高質感SPA母親節：5月第一個
與第二個週末日在台北凱悅各餐
廳用餐，憑票享受特惠房價。雙
人入住豪華客房每晚3,666元，
如外加綠洲健身中心的美體舒緩
療程服務是4,599元。吃飯店、
住飯店，再SPA一下，是個高質
感的選擇。
經濟的選擇：六福客棧「媽媽套
餐」680元起，有西式、日式兩
種。特製的「媽媽蛋糕」純手工
低脂蛋糕有「水果菠菜慕斯」及
「黑豆芝麻」兩種口味，6吋蛋
糕550元。住宿雙人房2,145元
、談天閣下午茶168元、二樓福
園中西日式自助餐，平日一律
300元。
在家慶祝：台北老爺酒店三樓明
宮粵菜廳，有「母親幸福樂」料
理，六人份「幸福合菜」十道大
菜6,000元起，也可外帶，三天
前預約，全家人可在家裡享受五
星級的高級料理；亞都飯店在百
貨公司的麗緻坊，也有應景的蛋
糕，5月9日前訂購可打八折。
【2002-05-03/經濟日報/39版/飲食男女】
"
2002-05-03_107,"

捷運站周邊 熱門購屋地段
台北年輕一代逐捷運而居 機場捷運興建生變有意購屋須重新規劃

【康?皇】

在現有捷運線便捷及經濟的有利交通條件下，「逐捷運而居」已儼然成為年輕一代台北人購屋的重要指南，捷運站周邊更成為熱門的購屋地段。日前傳出中正機場捷運BOT案可能中止議約或換手的消息。此事件一旦成真，將會影響捷運族在該路線購屋的意願，原本選定機場捷運的客源，將轉向已經開工的新莊捷運線周邊，將對機場線龜山以南房市之買氣造成衝擊，外來購屋客源可能因而衰減達三分之一以上。信義房屋不動產企研室協理張欣民指出，中正機場捷運規劃路線，從台北市西門町到桃園中正國際機場，其間經過三重後埔仔，走二省道經新莊中港厝、泰山塭子圳、新莊丹鳳、龜山、林口等地區。在此交通利多的刺激下，機場捷運早就成為建商在這些地區推案的有力訴求，也成為區域購屋客買屋的重要參考依據，對於未來沿線區域的發展絕對有正面的助益。相對的該興建工程若是出現變數，也會對該捷運沿線的房市買氣造成轉移的效應。因此，如果機場捷運線的興建生變，在北縣路段的客源可能會就近轉向已經全面開工的新莊捷運沿線，畢竟它們是屬於相同的生活圈內。至於龜山以南路段，其沿線房地產的外來客源客可能大幅減少，以預售個案台北客所佔比例來看，衰減幅度可能達三分之一以上。目前機場捷運線經過的地區，以三重後埔地區、新莊頭前中港、長庚醫院周邊及南勢村的住宅市場發展較為成熟，其他地區不是位於工業區附近，就是還沒有明確的區域開發計劃，所以即使現在想逢低進駐捷運站周邊地區，未來全面享受捷運便捷及區域發展的不確定性也還很高。何況在捷運優先議約業者可能有變的情況下，現在如果計畫在機場捷運線購屋的外來客就得更加小心謹慎，或是轉向已經開工，甚至已經有捷運可利用的地區購屋，才是明智的。當初業者取得機場捷運線優先議約權時，對外宣稱要於94年間完工通車，但今年初已修正為96年底完工，如今萬一業者真的放棄議約權，除非交通部能找到另一業者接替，否則機場捷運興建的機會將會十分渺茫，接替興建者也可能會修改路線及捷運站位址，對於想逐此捷運而居者，無疑的就充滿了更多的變數，不能不重新調整購屋計畫。

【2002-05-03/經濟日報/24版/房市天地】

"
2002-05-04_20,"不動產證券化 焚化爐停車場最看好
經建會評估示範標的 台北車站旁交九用地可望列入 建築業盼建立估價系統
【記者張婉珍╱台北報導】
不動產證券化草案將進入立法院審查，經建會官員評估未來焚化爐、停車場等公共建設，都可望是政府推動證券化的示範標的；在高強度使用公有地方面，台北車站旁的交九用地也是列入示範的計畫之一。
經建會日前召開諮詢委員會討論不動產證券化時，提出四大優先適用不動產證券化的示範計畫，分別是都市更新地區、自償性高的重大公共建設、高強度使用的公有地，及高鐵場站用地開發等。
經建會都住處副處長吳家昌昨 (3)日出席中華民國建築經營協會舉辦的「不動產證券化條例對房地產影響」座談會時，也重申政府將主動選擇特定開發案作為示範，在所列舉的四大優先適用示範計畫中，也有理想標的物正在規劃中。
在都市更新地區部份，全省北中南都有都市更新案在推動中；在自償性高的重大公共建設部份，則以焚化爐、停車場等投資金額較小、回收較快的開發案最為看好；至於高強度使用的公有地方面，經建會相當看好台北車站旁的交九用地，可惜日前以BOT模式招標時仍告流標。
【記者張婉珍╱台北報導】不動產證券化即將展開，業者建議初期應該由政府嚴格篩選三至四家信託業者做「成功案例」示範，並建立完整正確的估價系統，才能增加民眾的信心與認識；否則可能造成企業利用民眾無知，趁機將不良資產「倒貨」給大眾市場的負面效果。
不動產證券化草案將送立院三讀，業者雖然期盼能藉此活絡不動產市場、增加流通，但也憂心如果沒有建立完整的估價系統或房價指數，民眾很難了解證券化的價格合理與否，一旦信心無法建立，證券化市場更不可能流通。
安信建築經理公司副總經理黃振烈表示，台灣不動產買賣價格至今只能靠房仲業每個月公布的調查報告，完全趕不上香港或其他國家採每天公布的方式，這是實施不動產證券化面臨的一大問題；宏大不動產鑑定顧問公司董事長卓輝華也說，台灣專業估價師太少，也缺乏專業查核制度及透明公正的資產價值評估，這些都會影響不動產價格訊息的正確程度。
緯城土地規劃工程顧問公司總經理李欽漢表示，即使愈來愈多建商高喊不動產證券化，例如鴻禧機構、長谷建設，但喊出的價值卻都是還無法實現的「未來值」。事實上，不動產證券化的價值應該以「現值」來估算，而不是證券化後的「未來值」，否則將嚴重誤導投資人。
【2002-05-04/經濟日報/6版/綜合新聞】
"
2002-05-04_71,"全市土地公告現值 可能連兩年調降
九個區段稍調高 一百卅四個區段調降平均下降百分之零點二八
【記者阮南輝╱基隆報導】
基隆市政府昨天開會，向地價評議委員說明九十一年土地公告現值作業，除了少數地價區段稍作調高外，受到經濟依然低迷及淹水影響，全市公告現值平均下降百分之零點二八，也是連續第二年調降。本月廿二日召開地價評議會議確定後，七月一日起實施。
市府昨天召開九十一年土地公告現值說明會，地政局向地價評議委員說明今年作業流程，九個地價區段稍作調高，一百卅四個區段受到經濟不景氣及去年納莉風災影響調降土地公告現值，七個行政區中，只有安樂區的土地公告現值平均調漲百分之零點二四，其餘各區均下降，全市平均下降百分之零點二八。
地政局人員說，經濟持續不振，企業相繼裁員，失業率居高不下、房價失調、交易清淡，法拍屋增多，還有風災帶來的損失，土地公告現值實在沒有調漲的空間，因此除了少數新發展及地價明顯偏低的區段稍作調升外，大部分地價區段的土地公告現值，仍維持去年的標準。
依據地政局的資料，基隆市的「地王」，仍由愛三路、仁三路口的大四美百貨蟬聯，單一宗地價每坪土地公告現值達一百七十萬元。
【2002-05-04/聯合報/17版/基隆焦點】
"
2002-05-05_102,"

《訊息看板》
「債券投資研討進階班」開課


【台北訊】

主辦：財團法人保險事業發展中心時間：5月9日～6月5日地點：保發中心教育訓練處電話：23972227轉294

【2002-05-05/經濟日報/18版/保險頻道．房屋市場】

"
2002-05-05_115,"

《資產與投資》
AMC熱了房市 壞了房價

【中華徵信所提供）
】

去年 6 月以來，戴德梁行受託舉辦花旗銀行、大眾銀行的不動產拍賣會，獲得廣大迴響，市場對於 AMC 資產管理公司處理不良債權的態度轉趨積極。第一銀行亦於今年 3 月底公開標售其不良債權，如進行順利，則 AMC 對未來房地產市場的發展將產生相當衝擊。近年來台灣金融機構逾放金額及逾放比率節節升高。國內過去處理逾期放款之不動產均以透過法院公開拍賣的方式為之，但礙於購買法拍屋必須全部以現金支付其價款，以及法院不一定進行點交等問題，一般購屋大眾對法拍市場往往心存畏懼，因此長期以來成效不彰。政府為協助金融機構加速處理逾期放款之不動產，通過「金融機構合併法」，確定資產管理公司 (即 AMC) 法源依據，以協助國內金融機構解決不良債權過多的問題。AMC 通常由民間企業經營，其目的在於將金融機構之不良債權加以隔離，以避免不良債權影響金融機構的正常營運，並希望藉由AMC 資金的有效運用，結合專業管理人員的協助，以提高不良債權的處理效率。根據美國、印尼、馬來西亞、韓國等國 AMC 處理不良債權的經驗，金融機構為求儘速處理其不良債權以降低逾放比，往往以資產市值的二至三成的價格將其不良債權出售予 AMC。而 AMC 再將不良資產重新整理包裝之後，為求儘速回收其資金並縮短不良債權處理時程，往往再以市價五成左右的價格轉售，因而導致地區性房價下挫的衝擊，有時衝擊相當嚴重。自「金融機構合併法」公佈實施以來，金融機構仍多抱持著觀望的態度，而產、官、學界對於 AMC 對不動產市場所可能帶來的影響，正反兩面的評價也莫衷一是。事實上，AMC 對於不良債權具有相當多樣化的處理方式，例如不動產的重新包裝、企業重整、不良債權證券化等，資產拍賣僅是其處理不良債權手段之一。在 AMC 進入不動產市場後，反而可以引進外資及專業化管理、經營的理念，對於健全住宅市場的發展仍有其正面的助益。再者，目前銀行不良資產的型態涵蓋住宅、農地、工業用地等不動產，由日前第一銀行公開標售之不良債權內容來看，其不良資產型態多為工業用地，因此儘管其價值高達 130 億元，但對房價並無直接的影響。但值得注意得是，近年來由於房地產市場持續的不景氣，加上整體經濟環境的惡化，已使得許多體質較差的建商紛紛關門倒閉，其名下許多待售或未完工的擔保品，過去銀行僅能藉由法院公開拍賣回收其逾期放款，但往往因為其拍定金額過於龐大而無法順利成交。  這類的不動產在 AMC 進入不動產市場後，經由 AMC的包裝、續建以及分割等方法，其不動產市場性將大幅增加，加上 AMC 承受成本較低，未來出售價格可能低於市場行情數成，加上此類不動產區位多數相當適中，數量又集中，因此對地區性市場價格破壞可能會較明顯。綜合以上分析，可知 AMC 處理不良債權對於金融機構降低逾放比、吸引外資投資國內不動產以及引進專業化物業經營、管理的觀念皆有其正面的助益，但 AMC 低價出售不動產的動作卻可能導致房價的進一步下挫，產生更多的不良債權，並扭曲目前不動產市場正常的交易，值得政府主管當局正視的課題。

【2002-05-05/經濟日報/22版/台商指南．徵信天地】

"
2002-05-05_122,"

〈石寶忠專欄〉

風險理財規劃 金融保險業新戰場


【作者是ING安泰人壽總經理)
】

2001年對台灣金融業來說，有如洗三溫暖一般冷熱交雜，銀行利率一年內調降了12次，而為因應台灣加入WTO後的國際競爭，年底前又通過了金融控股公司法。許多金融機構面臨可能被購併整合的狀況，加上投資型商品問世、銀行保代業務的蓬勃發展，金融商品的複雜化、銷售管道的多元化，這些隨之而來的調整與轉變，讓許多金融保險從業人員開始汲取大量資訊，希望快速抓住轉變的契機。大環境的轉變，讓台灣金融保險領域的交流日趨緊密，信用卡的推陳出新、保險商品的繽紛多元，以及個人消費金融服務，保險理財勢必走向全球化與國際同步，金融保險從業人員如何協助國人建立全面、長期、有目標的風險理財規劃，將是責無旁貸。未來金融服務業的界線可能漸趨模糊，保險、銀行、證券、投信等金融服務業除相互競爭、搶食台灣市場外，更將面臨跨國金融集團的國際級競爭，因此，金融保險從業人員在熟悉的保險專業領域之外，更須跨行學習，將挑戰化為契機。也因此，金融保險從業人員應有一套循序漸進的進修計劃，調整自我心態，因應環境變化，在這裡提出四點建議，提供金融保險從業人員參考：一、市場仍大，未來可期：雖然金融商品日趨複雜、多元，但壽險的本質是滿足基本的保障需求，2001年國人投保率為135.4%，較前一年增加13.99%。但國人平均保額卻創下七年來新低，僅有81.16萬，新契約平均保額更只有63.88萬，顯示仍有很多人未有足夠的保障。金融保險從業人員其實還有很大的空間，去完成「鰥、寡、孤、獨、廢、疾者皆有所養」的境界。二、客戶導向，符合所需：隨著環境的變遷，傳統保險的功能已從單純的保障、醫療，到結合其他理財工具。以近日熱門的投資型商品為例，投資型商品的推出，讓國內的壽險產品更加完整，但不見得每一個客戶都適合購買投資型商品，仍應針對客戶的特性與需求銷售投資型商品。三、提升專業，不斷升級：網際網路的發展，讓保險商品的價格、內容更加透明化，當然也可能面臨同業削價競爭的威脅，正因如此，金融保險從業人員的專業、服務、品牌，將是市場競爭下能否成功的重要因素。四、退休節稅，完整規劃：當財富累積越來越多，保險便成為節稅及安排退休後生活的良好工具，金融保險從業人員不妨從現在就開始了解勞退休金制度，以便將來為客戶提供保險加信託、年金屋等退休及遺贈稅等規畫。

【2002-05-05/經濟日報/18版/保險頻道．房屋市場】

"
