,2005-09
2005-09-01_29,"

新政打壓
大陸房仲業 業績直直落

【特派記者林妙容╱上海三十一日電】

上海房地產「新政」來勢??，房地產仲介業從今年4月以來就慘澹經營，業績下滑50%以上，所幸近一個月來已逐漸平穩，消費者逐漸接受、消化利空訊息，房市稍有回溫。大陸最大的房地產仲介連鎖加盟店21世紀中國不動產，今年3月的成交金額尚有人民幣3,900萬元，到了4月新政陸續推出後，4月業績只有人民幣2,100萬元、5月1,300萬元、6月只剩人民幣1,000萬元的交易量，大約只有3月成交金額的四分之一，可謂慘不忍賭。21世紀不動產中國區副總裁王皓表示，所幸這兩個月的交易量已逐回溫，7月有人民幣1,200萬元，8月預估約有人民幣1,300萬元的成交值，應該是消費者已消化完新政帶來的負面效應，房市逐漸平穩下來。但他也指出，要再回到今年3月之前，一個月三、四千萬人民幣的交易量，仍需一段時間。至於坊間傳言的預售制度取消會不會成真？王皓判斷，短期內取消的可能性不大。因為大陸開發商靠預售資金建房的比例大約達到六、七成，如果一下子取消，很多人擔心大陸的房地產市場會因而大亂。  不過，王浩說，對以二手房為主要經營本業的房仲業來說，預售制度如果取消，將是房仲業的大利多。因為供給的新房量變少，消費者將以二手房為主要市場，將推升二手房價格，也有助房仲業的業績。

【2005-09-01/經濟日報/B2版/致富特區】

"
2005-09-01_9,"

團購上海樓 八折不是夢
宏調衝擊資金斷鏈 開發商殺價求現 投機客準備逢低接手

【特派記者林妙容╱上海三十一日電】





	                       		降價求售
中國大陸採取房市降溫政策後，建商為了出清存貨，採取降價求售的方式，民眾現在購屋可以檢到些便宜，但要慎防房價再跌的風險。　（本報系資料照片）
	                      







                  	  降價求售
中國大陸採取房市降溫政策後，建商為了出清存貨，採取降價求售的方式，民眾現在購屋可以檢到些便宜，但要慎防房價再跌的風險。
                  
                  

今年3、4月，大陸中央不斷推出政策，宏觀調控大陸房地產市場，首當其衝的上海稱此番連續打壓政策為「新政」，建商無不叫苦連天。低迷房市經過數月上沖下洗，許多新樓盤開發商已擋不住資金流斷鏈的衝擊，紛紛下殺價格賣出，還推出「團購」折扣，上海投資（投機客）蠢蠢欲動，準備逢低接手，為自己賺一筆。上海房地產到底還能不能投資？政策利空是否已經出盡？「一句話，你相不相信上海？」在上海以房地產投資顧問身分推介消費者房地產訊息的台商蔡為民，在日前上海一場樓市訊息演講中，用極具感染力的話語問台下的聽眾。蔡為民分析，提高房貸利率等打壓政策，已讓上海房市新開樓盤許多房子成交壓力變大，加上取消預售制度的傳言甚囂塵上，房子賣不出去的結果，很多開發商的資金流出現問題，為了取得資金，開發商開始低價拋售，如果「團購」，還能取得八折左右的折扣。「資金斷鏈的現象會持續到年底」，蔡為民判斷，因此對想進場的人來說，現在撿便宜正是時候。他說，現在不是市場均價最低的時候，政策的發酵有可能再持續一段時間，但是開發商急於套現，年底前甚至可能出現「跳樓大拍賣」，卻是可能買到最低價的時候。21世紀不動產中國區副總裁王皓也指出，觀察近二個月來的上海房市，開發商確實有「快擋不住了」的現象，不僅「團購」可能談出好價錢，拿到折扣，現在以個人方式去看房子，僅管開發商表面上仍然堅持價格，私下去談，「1平方公尺人民幣1萬5,000元的高檔房，可能只要1萬1,000元就可以談成了。」王皓說，這種低於行情價的談法開發商都要求「不要告訴其他人」，不過確實有下殺價格的空間，投資客和投機客也都蠢蠢欲動，伺機進場。王皓同時指出，如果現在想在上海買房撿便宜，他個人並不建議用「團購」方式搶房，因為一次200、300套的團購雖然可以拿到較低的價錢，但因為房型不同，常有團購的人自己搶成一團，最後不了了之的事。因此，現在自己出馬，未必沒有殺價的空間。但他也提醒，宏觀調控政策在上海還沒完全鬆手，會不會再出檯打壓政策也沒有人知道，消費者要現在進場，也該將此納入考慮。

【2005-09-01/經濟日報/B2版/致富特區】

"
2005-09-02_113,"

德安印象 3週銷售4成

居於市中心與內湖交會第一線 交通便利 


【高敏惠】





	                       		德安印象距信義計畫區僅一橋之隔。　德安開發╱提供非報系
	                      







                  	  德安印象距信義計畫區僅一橋之隔。
                  
                  

【台北訊】即將公開的德安開發新建案「德安印象」，隨著接待中心完工，除在三週內創下銷售四成的亮眼成績外，也帶動鄰近區域下半年推案的熱度。整體來看，內湖區房市在近兩年捷運的加持下，房價屢創新高，此波內湖熱首先受惠的是大型賣場林立及與信義區僅一橋之隔的內湖五期重劃區。「德安印象」位處五期重劃區，可說是台北市中心與內湖交會的第一線，透過便捷的交通網路串聯整個大台北，重劃區內棋盤式40米道路規劃，完全免除內湖舊鬧區及內科園區尖鋒時段塞車的問題。「德安印象」經堤頂交流道直通大直、河濱公園與美麗華商圈，經麥帥二橋將南京、敦北、忠孝、仁愛、中山商圈一網打盡。在天母快速道便利下一路貫穿大直、士林、外雙溪、天母。經市民大道由環河北路到基隆路、永吉路口，由麥帥橋直扺民生社區，向西直達台北車站。看準內湖五期未來漲幅的利基點，不少預售個案也將繼「德安印象」在928檔期強力推出。「德安印象」地址在台北市舊宗路市民大道口，電話（02）2796－7373號。

【2005-09-02/經濟日報/B8版/房市天地】

"
2005-09-02_158,"

北市植心園 綠景生輝
正對植物園 8公頃綠地近在眼簾


【文╱梁任瑋】





	                       		植心園樓高20層，完工後將成為中正區的高級住宅地標。　圖╱胡聖堤
	                      


	                       		隔間牆係數約45dB，可以讓住戶生活品質提昇。　圖╱胡聖堤
	                      


	                       		植心園比照大安區豪宅規劃。　圖╱胡聖堤
	                      







                  	  隔間牆係數約45dB，可以讓住戶生活品質提昇。
                  
                  

環境介紹數十年來屬於台北市政經中心、文教特區的中正區，今年房市眾案齊發，正對植物園屬於「南海文教特區」的「植心園」，基地面積達776坪，以住戶可看到8公頃的植物園景觀為訴求，是今年該區換屋產品的指標個案。植心園位於和平西路二段，就大環境而言，與博愛特區只有一線之隔，官舍群聚使區域整體素質不俗；小環境誘因則鄰近明星高中建國中學、國語實小，堪稱台北市頂尖的人文學術地段。產品介紹由知名建商吉美建設投資開發的植心園，不只賣地段、也賣公司品牌形象。吉美多件住宅案都是高樓層大樓，本案也設計為地上20樓、地下三樓的高樓層住宅大樓，坪數規劃57、64、77坪，總共65戶，外觀定位為地標建築，四面有兩公尺高的圍牆，並種植17公尺的光蠟樹，可以減少髒空氣污染。飯店式門廳是附近少有的規劃，地下室一樓設計為第二門廳，每戶並設有機車位，及專屬的恆溫恆濕儲物空間。由於大部分住宅大樓的地下室若設計為公共設施，常有採光不足、通風不佳問題，植心園將地下室設計為透明採光閱覽室，當自然光由挑高7公尺屋頂引進時，提供住戶無壓迫感的圖書空間。植心園自許為植物園附近高級住宅代表，設計規劃團隊的實力相當強，包括建築設計由普立茲建築獎大師Hans Hollein徒弟陳光雄操刀，平面設計為參與過潤泰敦仁規劃的黃惠美，採用豪宅等級打造。過去，南海文教特區推案受限於基地太小，可提供住戶的公共設施規劃不甚完整，影響生活質感。為凸顯植心園的特殊性，本案有多項特色是區域住宅首創，包括「內隱式迴車道」，住戶回家必須經過保全確認，才能進入中庭到地下停車場，有別於無人管制的停車場，提高管理水準。硬體部分，「結構、音、光、氣、熱、水」都做了與信義計畫區豪宅同等的規劃。例如，植心園抗震級數為280gal，與博物館是同等級防護，再經鋼筋與水泥磅數加強，使整個大樓的層間位移減少50％，當地震來時，搖晃距離可大幅縮短，保障住家安全。其他聲音、光線、空氣、隔熱、用水的規劃，「音」的部分透過樓板加厚達18公分，室內輕隔間牆的隔音係數約45dB，氣密窗隔音效能30dB，讓原本寧靜的社區，質感再提升。「光」的部分，深凹大窗設計，使室內光源充足，沒有黑暗死角。「氣」的規劃，除大廳、電梯有奈米光觸媒外，植物園的芬多精也使住家擁有較高的空氣品質。而隔熱、用水設備也不輸豪宅配備，讓植心園交屋時，有更多附加價值。價位分析本基地前身是台灣銀行高階主管宿舍，去年底由曾經投資興建「信義之星」的吉美建設，以每坪104萬元標得。植物園周遭舊屋多，屋齡普逾10年，數量最多的產品為每戶30至40坪的電梯大樓，且大多是不具知名度的小型建設公司所興建。這個區域因離萬華區不遠，房價雖然較易受影響，但就植物園附近整體條件來說，房價則有成長空間。植心園每坪開價47萬元，區域行情約為38至40萬元，以其建築規劃、施工要求與整體住家質感突破中正區建案等級來看，能否藉由植物園立地條件支撐價格，以及精緻產品規劃吸引客戶青睞，業界認為尚需一段時間觀察市場反應。

【2005-09-02/經濟日報/A14版/房產個案】

"
2005-09-02_26,"

口碑相傳 大學風呂熱銷

坐享三峽北大特區人文學風綠蔭街廓 還有捷運增值效應


【康堃皇】





	                       		大學風呂電腦示意圖。　遠雄企業團╱提供非報系
	                      







                  	  大學風呂電腦示意圖。
                  
                  

【台北訊】以大型造鎮計畫贏得購屋者信心的「大學風呂」區的，成為北大特區一枝獨秀的熱銷個案。「大學風呂」行銷副總經理江同辰表示，該案推出後不斷有舊客戶引薦親朋好友回籠購買，口碑相傳效應吸引大量客戶，是該案持續熱銷主因。遠雄企業團在台北大學特區正門前學勤路上已購置七塊基地，合計超過2萬多坪的面積，規劃十字綠軸林蔭街廓、認養公園、打造藝術大道、社區接駁公車捷運站接送等，規劃全方位的優質學園社區，獲得熱烈響應，目前正著手規劃「大學風呂」第二期。遠雄企業團向來強調以顧客利益為出發點的「一條龍」作業模式，大大強化該案與其他競爭個案的差別。「大學風呂」從土地開發、設計規劃、營造建設到廣告企劃、銷售業務，全部由公司整體規劃，確保消費者從預售到交屋只需面對一家公司、一個窗口的服務，承諾客戶極大化的權益保障，強力品牌保證讓「大學風呂」在北大特區眾多推案中勝出。板橋捷運明年通車在即，所掀起的增值效應已帶動沿線房價大幅上揚，銜接版南捷運的三鶯延伸線將停靠北大特區，讓多數客戶看好北大特區未來發展潛力。土城線永寧站預定明年五月通車，「大學風呂」特別設置社區街駁公車接送住戶往返此捷運站。交通優勢強化顧客對「大學風呂」未來增值信心，坐享三峽北大特區的人文學風綠蔭街廓，環擁三鶯的淳樸氣息，媲美北市仁愛路的七排路樹林蔭大道，全區無電線電纜、預埋寬頻網路、低密度開發的優質社區，加上捷運增值效應，讓「大學風呂」不論自住、投資都成為客戶心目中的首選。服務專線（02）2668-6918號。

【2005-09-02/經濟日報/B8版/房市天地】

"
2005-09-02_32,"

美8月工廠指數 意外下降


【編譯劉煥彥╱綜合一日電】

美國1日公布多項經濟數據，其中6月份房價創下25年來最大年增率；但供應管理協會8月工廠指數意外減緩，並造成美元匯價重貶。美國聯邦住宅企業監督處（OFHEO）表示，6月30日止的過去12個月，美國住宅價格平均上揚13.4%，是1979年第二季以來最大的12個月期上漲幅度。由於抵押貸款利率持續維持低檔，投機性買盤又推升需求，美國房市尚未出現景氣到頂的跡象。另一方面，美國供應管理協會（ISM）表示，該協會統計的工廠指數8月意外下降，從前一個月的56.6跌到53.6，低於經濟學家預期的57。紐約匯市美元兌歐元匯價1日上午報1.2465美元兌1歐元，遠低於31日下午1.2346美元，是四周來最大跌幅，最近兩天跌幅將近2％。外匯分析師梅培德說：「美元多頭投資人已有些擔憂。」經濟學家認為，7月份表現可能是今年的最高峰。有鑒於卡翠娜颶風導致能源價格創下歷史紀錄，預測機構紛紛調降第三季成長率預估值。儘管第三季經濟成長速度仍會高於第二季，但高昂能源成本仍將抑制需求與生產。

【2005-09-02/經濟日報/A10版/國際焦點】

"
2005-09-03_100,"

汪家古厝 係金A
放眼金色花海 重溫早年農家風情 體驗農村簡居生活

【記者田俊雄╱花蓮報導】





	                       		汪家古厝保留了50年代農村建築，屋前廣場曬著金針，吸引遊客上門。　記者田俊雄╱攝影
	                      







                  	  汪家古厝保留了50年代農村建築，屋前廣場曬著金針，吸引遊客上門。
                  
                  

九月的花蓮縣玉里鎮，赤科山谷滿是金針花，吸引遊客上山遊賞，也常順道投宿赤科山現存最早的汪家古厝，望著滿眼金色花海，重溫五?年代的農家生活風情，遊客稱讚農村之旅「係金Ａ」。花蓮縣玉溪農會指出，每年的八月初至九月底是金針花盛放的季節，在海岸山脈柔緩的丘陵間、近坡遠谷中綴滿了金針花海，猶如鋪上橙黃富麗的花毯，年年吸引遊客上山造訪。近年隨著國民旅遊的興盛，花蓮縣政府農業局、鄉鎮公所及農會輔導金針農，由金針專業產銷，轉型為精緻的休閒農村，赤科山的民宿發展是重點，其中五?年代的汪家古厝做為民宿，更受遊客青睞。汪玲真說，古厝是她祖父由嘉義縣遷居到東部後山開墾迄今近半紀，古厝建築呈「口字型」，有前、後兩廳和左、右廂房，為民國五０年代傳統建築風格，保留簡潔樸實的農家風貌。曾投宿古厝的遊客說，在山上住一晚老宅，體驗舊時農村簡居的生活，感受與眾不同，彷彿時光倒流，懷舊又能體驗純度高的農村生活，令人難忘。汪玲真說，房價是按人頭計算，一人400元，還附早餐，經濟又實惠。  有意者請提早訂房，或洽詢電話：03-8851003。

【2005-09-03/聯合報/C3版/宜花東生活圈】

"
2005-09-03_131,"

缺水、淹水區 房價很鬱卒
桃園發生缺水事件 投資人卻步 部分購屋人取消要約或延遲成交
汐止、東湖與南港部分地區脫離淹水之苦 房價止跌回升


【記者林韋任╱台北報導】

今年颱風特別多，7月中旬至今已有四個颱風，全台多處淹水，桃園則發生缺水事件。房仲業者說，有少數保守購屋人對缺水、淹水區轉為觀望，甚至取消要約或延遲成交。相對過去飽受淹水之苦的台北縣汐止，隨著員山子分洪道啟用，房地產市場明顯回升，價量齊揚。今年馬莎颱風造成桃園大停水，停水期間，當地民眾根本無心想購屋一事，區域外民眾對前往桃園購屋也卻步，當地房市短暫中挫，全面供水後，市場買氣才漸恢復正常。房仲業表示，現在他們也很重視桃園缺水新聞。北區房屋不動產理財研究室昨天統計五年內的房價發現，大缺水對房價和市場交易有短暫的影響，但長期來看，看不出缺水對房價有特別的殺傷力，位於供水管線末端、受停水影響較大的桃園各縣市，房價的漲跌還是依各別產品的區位、交通外在環境條件決定。不過，如果桃園一直通不過颱風的考驗，每颱必缺水的話，也許會對區域房價有壓抑的效果，所以，太平洋房屋建議，不論買在什麼區域，務必找有良好物業管理的社區，以降低天災對房價的衝擊。今年颱風對桃園造成不便，但對汐止來說，通過颱風的考驗，對房價是好消息。員山子分洪道啟動讓遇水必淹的汐止、東湖與南港部分地區脫離淹水之苦，當地房價已明顯止跌回升，市場交易量也大幅提升，是標準的「價量齊揚」局面。力霸房屋汐止仁愛店店長黃育婷指出，汐止大致可分為：新台五路、社后、金龍湖、大同路、樟樹灣、五堵、橫科等七大區塊，當中新台五路地勢較高，是七大區塊中最不受水患影響的地區，而今年起，新台五路大樓單價已回到16萬元水準，快漲到當初剛開發時的高點；而其中受水患影響、房價下滑的區域，現已回升到10萬元以上行情。信義房屋不動產企研室協理張欣民說，一般颱風來得快去得也快，除非造成大災害或是大淹水（如納莉風災讓忠孝東路變忠孝大河），基本上颱風對房市的衝擊都不大，如果屬於輕度颱風，影響就更微乎其微了。

【2005-09-03/聯合報/B1版/房地產．財經】

"
2005-09-03_142,"

個案介紹
天邑建設「皇邑」
藝文氣息與綠意圍繞


【張世雅╱專題報導
】

位於美術館路的天邑「皇邑」，緊鄰美術館南側，是名符其實的美術館第一排，不論樓層高低，皆能直接感受到美術館的藝文氣息與綠意。一般建商的預售屋推案，都會裝潢1、2間精緻優雅的樣品屋，但皇邑工地的接待中心，卻不循著這樣的售屋思維，除了咖啡、點心、音樂外，並沒有所謂的「樣品屋」，為何會有如此大膽的行銷策略，負責行銷的淺草堂廣告經理謝命橋說，「會來買美術館第一排的民眾，不會拘泥要看樣品屋的迷思中。」天邑「皇邑」位於美術館路，為14樓的大樓個案，全數規劃4房的格局，坪數57-66坪，方位座南朝北，難得的是，在美術館第一排寸土寸金的土地上，建商慷慨的規劃了四面的採光，讓住戶擁有最自然的景觀。現場專案經理許程華介紹「皇邑」的特點，他說，美術館北邊的第一排，擁有的是「美術館的景觀」，而位於美術館南面的個案，標榜的是「美術館」，同時，南面為住宅區，住戶單純化，也符合該區域人文薈萃的氣質。而前來詢問的客層也很特別，許程華說，目前售出的客層中，以換屋族居多，該類型的顧客都對區域特性相當清楚，而且幾乎對大坪數情有所鍾，反而對房價並不是太在意，他認為一坪17萬元在高雄算貴，但以台北的房價來看，又是相對便宜，以致於該案有近1成的客源來自北部。「皇邑」共有48戶，坪數57-66坪，平均單價16.5萬，目前10樓以上的樓層均已售出，有60個平面車位，95-100萬元，現場電話：07-5500798。

【2005-09-03/聯合報/B8版/房產新訊】

"
2005-09-03_152,"

台中縣
鄉林桂冠 服務掛帥


【記者林重鎣╱大里報導】





	                       		鄉林建設總經理魏嘉銘介紹「鄉林桂冠」樣品屋，強調和實屋規格相同。　記者林重鎣╱攝影
	                      







                  	  鄉林建設總經理魏嘉銘介紹「鄉林桂冠」樣品屋，強調和實屋規格相同。
                  
                  

鄉林建設最近在台中縣大里市仁化路推出「鄉林桂冠」個案，有店面及別墅，以建材及服務作保證，可為客戶代訂電影票、代辦喬遷事務等銷售手法，相當少見。鄉林建設總經理魏嘉銘指出，大里市仁化路、塗城路是大里市最有名、最古老的道路，不少外地人均知道仁化路，可塑性高，加上有便捷交通，因此才會在大里市推案。「鄉林桂冠」共有75戶，店面18戶，均面臨20公尺的仁化路，別墅則採共用中庭花園，同時是人車分道，中庭是挑高的人工地盤，停車位是平面式，是以品牌作保證。「鄉林桂冠」總銷售額達6億元，店面每戶800多萬元、別墅700多萬元，是創大里市大里溪以南地區的高房價，但以強調公共設施維護、及代訂電影票、代辦喬遷喜宴的全能社區服務為訴求。  鄉林建設的出發點是讓客戶，不必為搬新家、新環境煩惱，也因與眾不同，吸引不少買氣。

【2005-09-03/聯合報/C8版/中彰投房地產】

"
