,2009-07
2009-07-01_156,"陸資置產 免申報資金來源
防炒樓 祭出「馬英九條款」 買住宅滿三年才能轉移 商辦不受此限
【記者林庭瑤、蘇秀慧╱台北報導 】
政府昨（30）日公布放寬陸資來台購置不動產，來台投資陸資企業可以購買辦公室、廠房及員工宿舍；大陸人民來台購置住宅，可以辦理房屋貸款，同時不須向政府申報資金來源。
政府評估開放陸資來台後，國內房地產的受惠效應最強，尤其是商辦的價格。但防止波及住宅價格，陸資買房新增「馬英九條款」，大陸人民取得住宅用不動產所有權後，需於登記後滿三年才得移轉。
陸委會副主委傅棟成指出，購買住宅，三年後才得移轉，是避免陸資炒作房地產，但購買商辦則不受此限制。
耗時近11個月，開放陸資來台昨（30）日終於上路。行政部門評估開放陸資來台後，第一波對台灣最直接的影響就是房地產市場，至於製造業、服務業和公共建設的影響恐怕要到明年初才會較明朗。
傅棟成指出，政府修改「大陸地區人民在台灣地區取得設定或移轉不動產物權許可辦法」，大幅鬆綁現行對大陸人民購買不動產的限制，即日起上路。
辦法指出，開放陸資因業務人員的住宅、廠房、營業處所、辦公場所需要，得取得不動產。規定同時指出，大陸人民來台購買不動產，不再需要向政府說明這筆錢的資金來源。
在貸款限制方面，陸資投資人在台購買房地產時，銀行貸款原則上比照本國人，依照現行市場多為房價的七至八成。但，大陸人民若沒有住所卻要辦理不動產擔保放款時，則要以擔保品價值的50%為上限。
在停留期限上，放寬取得不動產的大陸人民來台停留期限。依規定，大陸人民每年來台總停留時間，從現行的一個月放寬到四個月；至於每次停留期限和次數則不做限制。
「馬英九條款」將防範類似溫州團來台炒樓，馬總統在競選時，曾承諾不會讓大陸人民來台炒樓，於是參考新加坡對外國人取得住宅限制規定，明定大陸地區人民取得的住宅，所有權登記完畢三年後，才可以移轉。
【2009-07-01/經濟日報/A3版/開放陸資來台特別報導】
"
2009-07-01_176,"防炒房
陸客買住宅 滿3年才能移轉
新辦法規定 陸資可在台購買住宅、廠房、辦公室 「每年來台總停留時間 放寬到4個月」
【記者王光慈、李順德╱台北報導】
第一階段陸資來台投資項目及配套辦法昨天正式公布，為防止陸資炒作房市，政府明定大陸人民在購買住宅後，必須登記滿三年才能移轉。購買辦公住所與廠房無此限制。
陸委會副主委傅棟成表示，這是參考新加坡作法所訂的配套措施，也是實踐馬英九總統的政見。馬總統在競選期間曾公開承諾，未來不會讓大陸人民來台炒樓。
新辦法規定，陸資企業因業務需求，可在台購買住宅、廠房、營業處所或辦公場所。
銀行貸款原則上比照本國人，約為房價的七至八成。但在台無住所的大陸人民欲辦理不動產擔保放款時，則要以擔保品價值的百分之五十為上限。
取得不動產的大陸人民，每年來台的總停留時間從現行的一個月放寬到四個月；每次停留期限和次數則不限制。為防止大陸人民轉讓不動產後仍在台滯留，地政機關需負責通報大陸人民轉讓不動產的相關資訊。
至於開放陸資來台投資的金額，以廿萬美元為下限。廿萬美元以上，得申請二名大陸專業人士，每增加五十萬美元得申請增加一人，最多不得超過七人，每次停留期間不得逾一年。
大陸人士每次停留不得超過一年，隨行配偶若為大陸籍，不得在台就業，若為外國籍，則按外國人士在台就業相關規定辦理。未滿十八歲的子女，可申請就讀與學歷相銜接的各級學校或外僑學校。大陸人士原則上停留不超過一年，但如果獲准停留超過一年，大陸人士可以和配偶、隨行子女一起享有健保。
傅棟成說，接下來六個月是政策宣導及實驗期，政府會循序漸進，加強對陸資企業的宣導及招商工作，但不可能馬上會有大量成效，外界不要預期太高。
【2009-07-01/聯合報/A3版/焦點】
"
2009-07-01_186,"利率不能再低
央行拉短率 防游資炒房市
【記者羅兩莎╱台北報導】
銀行競相殺低利率搶房貸、建商趁低利率猛推案、狂打廣告，引起中央銀行高度關注。據悉，近來央行動作頻頻，擴大沖銷規模、拉升利率，與房市有密切關係，避免過多游資湧入房地產、造成房價上漲。
值得注意的是，在銀行競相殺低利率、建商強力促銷之下，5月分起房市買氣明顯回溫，行政院4月中旬甫增撥的2,000億元（現行利率僅1.325%）優惠房貸，撥款速度明顯加快。
據了解，5月分起每月撥款金額自過去每月的300億元，加快到每月400億至410億元，目前受理金額已超過800億元，預計9月額度將用完。
大型行庫主管透露，最近央行動作越來越大，除擴大沖銷規模、沖銷市場過剩資金，過去3周以來更是強力拉升短期利率，與近來房市炒的火熱有密切關係；央行藉由拉升短率的實際行動，宣示利率不能再低了。
全球景氣雖未復甦，國內景氣剛剛觸底，國內房市卻在低利率政策推波助瀾下炒的火熱，房貸買氣明顯回溫，建商更是紛紛狂猛打廣告，希望藉此刺激買氣、消化手中餘屋。
據了解，在央行連番降息，引導利率下降之下，國內利率屢創史上新低，金融業平均拆款利率（短期指標利率）在5月初跌破0.1%以後，6月上旬進一步殺到0.095%超低水準。
市場人士表示，央行採寬鬆貨幣政策並壓低利率，不僅引爆銀行殺價競爭戰火，包括土銀、合庫銀和三商銀等大型行庫，全面殺低房貸利率，搶食房貸市場大餅，各大建商藉低利率炒作，引起央行高度關注。
據悉，為避免利率過低產生負面效果，年底前央行雖不會升息，寬鬆貨幣政策亦不致改變；但從最近央行動作頻頻，收回市場過剩資金、強力主導短率走高來看，顯然央行不樂見建商利用低利率政策，藉此炒作房市。
【2009-07-01/聯合報/AA3版/財經】
"
2009-07-01_206,"美消費信心 6月意外下滑
【編譯陳家齊╱彭博資訊二十九日電】
美國6月消費者信心意外下滑，顯示疲弱的就業市場衝擊到購物意願。美股30開盤時的漲幅因而回吐，道瓊工業指數早盤下跌逾百點。
據美國經濟研究聯合會（Conference Board）調查，消費者信心指數從5月的54.8重挫至6月的49.3。彭博訪調分析師原本預估該指數能續升至55.3。但該消費者信心指數仍遠高於2月創下的25.3低點。另一項凱斯席勒房市指數也顯示，美國房價的重挫已經趨緩。
BMO資本市場公司分析師格利高說：「最近幾個月累積的樂觀情緒，可能已經開始消退。職位裁撤的速度減緩，就這個意義上來說勞動市場是穩定下來了，問題是工作很難找。」
股市近期的上揚，失業數字降低以及政府注資促進市場流動性的努力，讓消費者的信心開始改善。但企業仍不願擴大招募人手，讓失業者找工作非常困難。
統計美國20大都會區的凱斯席勒房價指數顯示，美國房價在4月比去年同期下跌18.1%，比3月的18.7%跌幅減緩。
經濟研究聯合會統計的「當前狀況」信心指數，從5月的29.7跌至24.8。對未來六個月的信心指數也從71.5跌至65.5 。
在調查受訪者中，表示未來六個月內可以找到工作的人，比例從19.3%降至17.4%。認為未來六個月內收入可以增加的比例，也從10.8%跌至9.8%。認為當前工作難找的人從43.9%增至44.8%，認為當前工作機會充足的人從5.8%減至4.5%。但這項信心指數與其他的信心指數相衝突。路透與密西根大學調查的消費者信心指數，在6月高達70.8，創逾一年來最高讀數。
【2009-07-01/經濟日報/A5版/國際焦點】
"
2009-07-01_218,"央行拉利率 防游資炒房
【記者羅兩莎╱台北報導】
銀行競相殺低利率搶房貸，引起中央銀行高度關注。據悉，近來央行擴大沖銷規模、拉升利率，主要是避免過多游資湧入房地產、造成房價上漲。
銀行競相殺低利率、建商強力促銷，5月起房市買氣明顯回溫，行政院4月中旬增撥的2,000億元（現行利率僅1.325%）優惠房貸，撥款速度明顯加快，撥款金額自過去每月300億元增加到每月400億元，目前優惠房貸受理金額已超過800億元，預計額度9月便會用完。
大型行庫主管透露，最近央行動作愈來愈大，除擴大沖銷規模，過去三周更強力拉升短期利率，似在宣示利率不能再低了。
市場人士表示，央行採寬鬆貨幣政策並壓低利率，不僅引爆銀行殺價競爭，包括土銀、合庫銀和三商銀等大型行庫全面殺低房貸利率，建商也藉低利率炒作，引起央行關注。
據悉，為避免利率過低產生負面效果，年底前央行不會升息，但可能透過收回過剩資金、強力主導短率走高，來避免建商利用低利率政策炒作房市。
【2009-07-01/經濟日報/A14版/金融】
"
2009-07-01_297,"陸企眷屬 可參加健保
【記者王光慈╱台北報導】
陸資來台辦法昨天正式公布實行，陸委會副主委傅棟成強調，接下來半年是政策宣導及實驗期，不可能馬上會有大量成效，外界不要預期太高。
傅棟成說，開放陸資來台，現階段採嚴格限制，如禁止赴陸投資之核心技術產業，不開放陸資來台投資；公共工程發包不開放陸資；大陸軍資企業不得來台投資。
在購置不動產部分，陸資企業因業務需求，可取得不動產，並以在台購買之不動產辦理貸款融資。但陸資購買住宅用不動產所有權，需在登記滿三年後才能移轉，避免陸資炒作房價，辦公住所與廠房取得則無此限制。
至於開放陸資來台投資金額，以廿萬美元為下限；廿萬美元以上，得申請兩名大陸專業人士；增加五十萬美元，得申請增加一人，最多不得超過七人。
大陸人士每次停留不得超過一年，隨行的配偶及子女可參加全民健保。配偶若為大陸籍，不得在台就業，若為外國籍，則按外國人士在台就業相關規定辦理。未滿十八歲的子女，可申請就讀與學歷相銜接的各級學校或外僑學校。
【2009-07-01/聯合報/A3版/焦點】
"
2009-07-01_81,"深圳房價飆 官方將阻炒作
【特派記者林琮盛╱深圳報導】
近幾個月來，深圳房價不斷飆高，去年泡沫化的景象似乎又再度重現。擔憂房地產泡沫化之虞，深圳官方可能將祭出必要的手段，嚴厲打擊投機炒作房地產的現象。
深圳市國土房產局日前發布「1至5月深圳房地產市場分析報告」指出，深圳房市繼續維持「量價齊升」。
前5個月，新建住宅銷售量達到313萬平方米，已達到去年的8成，同比增加1倍多。
5月房價也比4月份繼續攀高，當月房價比年初已經上漲約2成。報告發布機構深圳市房地產研究中心指出，官方出於對樓市泡沫的擔憂，往後的市場資金供應可能趨緊，打擊炒作的力度可能會加大。
據仲介機構美聯物業之前的報告顯示，因房價上漲，當前深圳二手房租金的報酬率已下跌到3.5％，低於銀行5年期定存，顯示出房價已出現泡沫化跡象。
家庭負擔的比率也超過所得收入的30％，如果未來房價再進一步上升，家庭的負擔將會更加沈重。
【2009-07-01/聯合報/E1版/華南台商】
"
2009-07-02_159,"大陸新地王 賣價高達194億
北京廣渠路15號地塊標售 中化方興鏖戰93輪勝出 打敗潘石屹 一線城市房價回神
【特派記者林安妮╱北京一日電】
北京廣渠路15號地塊近日以人民幣40.6億元（約新台幣194.68億元）高價標出，一舉擊敗重慶鴻恩寺地塊，成為中國大陸新「地王」。
近日大陸主要一線城市房價均陸續「回神」，帶動這波大陸開發商瘋狂競標新地塊。
北京近日頻頻上演「地王」爭奪戰，6月26日北京奧運村地塊才以人民幣19.6億元標出，引起市場驚呼，不料，地王寶座還沒坐熱，在6月最後一天，名不見經傳的中化方興，以人民幣40.6億元拿下廣渠路15號地塊。
起步價高 現場驚呼連連
6月30日的拍賣會，原訂下午3時開標，但現場不停湧入開發商、媒體和看熱鬧的民眾，一直拖到4時40分才開始。隨後，拍賣官公布廣渠路15號地塊的「起步價」是人民幣26.12億元，現場立即爆出驚呼聲。
廣渠路15號地塊位在廣渠門外，距離市中心的王府井約需40多分鐘車程。拍賣會當天，包括SOHO中國、萬科、保利等11 家大陸著名開發商都現身競標，SOHO中國董事長潘石屹也特地帶上夫人親自到場喊價，足見該地塊的好人氣。
地產大咖 11家現身競標
根據競價規則，競標者每次喊價必須追加人民幣2,000萬元，但開盤不到三分鐘，就有競標者直接追加1億元，把廣渠路15號的行情直接喊上人民幣28億元，最後在歷經一個多小時、93輪的鏖戰，有央企背景的中化方興成功奪標。
當中化方興最後喊價到人民幣40.6億元時，一旁觀戰的準萬科北京總經理毛大慶不停搖頭說「瘋了，這已經不是『麵粉』了」（地產圈對土地的別稱），坐在中化方興前一排的潘石屹也忍不住回頭對中化方興的競標對手說，「你牛！」。
潘董飲恨 直說對手好牛
這回，潘石屹是以人民幣39.5億元出價飲恨。但據現場房產專家估算，廣渠路15號以人民幣40.6億元拍出，已讓這塊地的樓面地價高達每平方公尺1.45萬元（每坪約新台幣23萬元），這意味著建成後的房子，至少要賣到每平方公尺人民幣2.7萬元（每坪約新台幣42.7萬元）以上，才有利潤。
近期北京房價「回神」，上月，北京有近50個樓盤站上歷史高價，也讓開發商競相爭奪北京新地塊，但此等土地征戰也在上海、廣州、深圳、大連等一線城市的土地交易所出現。
日前，重慶鴻恩寺地塊就以人民幣38.1億元的身價，成為大陸新地王，但現在已被廣渠路15號取代了。
【2009-07-02/經濟日報/A10版/兩岸財經】
"
2009-07-02_191,"小墾丁渡假村 營收飆
【記者吳秉鍇╱高雄報導】
南仁湖（9505）斥資2億元整建的小墾丁渡假村，正進入收割期。
在暑假旺季效應下，7、8 月均可望有接近100%的住房率，加上房價調漲1,000元，預期單月營收上看2,800萬元，若與去年同期比較，將成長一倍以上。
小墾丁總經理江惠明表示，以嶄新設施重新在傳統旺季期間亮相，正為營運帶來可觀效益；去年7、8月期間未改裝前，住房率僅約六成多，但目前7月的預訂率已達八成多、8月也有六成水準，可以預期的，未來這兩個月的實際住房率可望有接近100%水準。
她進一步說，除住房率大幅提升外，小墾丁配合新房間推出也調漲房價，平均房價由去年的2,500元調漲至今年的3,500元價位；初步估計暑假期間，每個月應有2,800萬元營收表現，較去年同期起碼成長一倍。
另外，江惠明對下半年的營收甚為樂觀，她認為，H1N1新流感疫情使得國人出國旅遊興趣大減，轉向國內各旅遊據點，加上大陸觀光客也開始選擇墾丁旅館投宿，這對小墾丁而言均是利多，內部正加緊推出各項配套活動，搶攻市場大餅。
【2009-07-02/經濟日報/C7版/上市櫃公司３】
"
2009-07-02_195,"地王之爭 恐是房地產泡沫
【記者汪莉絹╱綜合報導】
近期，北京、上海、廣州等地的「地王」之爭，在大陸整體經濟尚未全面復甦的背景下，土地市場的瞬間崛起，業內人士擔心會再現房地產泡沫。
以北京來說，近來土地競拍價格不斷創新高，上個月廿五日，北京祈連房地產公司，以十七點四億元人民幣，標得通州區九棵樹大街地塊；一天後，成都中澤置業以十九點六億元，標得北京奧運村鄉地塊；前天，廣渠路十五號地又成為新「地王」。
得知新地王接連出現，關注買房資訊的民眾憂心，「本來就覺得壓力很大，房價再漲上去，就更沒希望」。北京「地王」頻現，向民眾傳遞更多的，是漲價恐慌資訊。
「中華工商時報」報導，大陸住房和城鄉建設部政策研究中心副主任秦虹，曾在搜房網中國家居產業百強研究會成果發布會上表示，今年一到五月的房屋銷售數據表明，全大陸房地產轉暖趨勢明顯，開發商銷售回款和購房者購買慾望都增強，這種情況下，政府推出好的土地，一定會吸引開發商積極參與購買。此後，「廣渠門外十號地」、「廣渠路十五號地」、「奧運村鄉地塊」等地塊，一一被掛到北京土地儲備中心交易網上，吸引開發商的眼球。
大陸經濟學家孫飛明白表示，「地王頻現，無疑是房地產泡沫的聚攏」。他說，前期銀行信貸的釋放，造成流動性氾濫，給房地產企業提供大量資金。在此支撐之下，這些企業才有錢囤地。
他舉例說，北京等一些一線城市的房價收入比，遠高於國際通行標準，北京大約為廿倍左右，而國際公認安全數據為五到六倍。此外，北京房地產的租金淨收益也不斷下降，「如今出現這個高價，就是在透支未來」。
【2009-07-02/聯合報/A15版/兩岸】
"
