,2012-09
2012-09-01_100,"北市置產 3區錢景俏
士林 物件多元
【本報訊】
區域概況：清末時因當地讀書風氣興盛，科考人才輩出，遂改稱「士林」，有「士子如林」之涵義，區域內有繁華的士林夜市、天母商圈，也有故宮博物院，和未來即將興建的台北數位藝術中心。相較於其他區塊，該區域房價落差不小，有高價的天母與中山北路六七段，也有親民的社子、後港等，區域內有捷運淡水線通過，貫穿全區，捷運沿線也是當地購屋人重要選項。
看好理由：士林雖然有高價區，但相對便宜的社子等地，仍頗具話題，加上未來的士林北投媒體園區，以及社子輕軌等話題，在在讓區域發展充滿無限的想像空間。此外，從故宮博物院到台北數位藝術中心預定地將規劃為故宮特區，更讓已經充滿藝文氣息的士林，更增氛圍。
買屋策略：中信房屋副理江龍名表示，區域內可沿捷運線購置住宅之外，生活機能強，又充滿異國氣息的天母，甚至於山明水秀的故宮，都是購屋人可以考量的區域，士林區內產品選項多，高價豪宅，親民公寓，透天別墅，清幽華廈皆備，可以滿足每一個重視生活品質的購屋人。
【2012-09-01/經濟日報/A6版/房市快報】
"
2012-09-01_244,"北市置產 3區錢景俏
大安 易漲難跌
【本報訊】
區域概況：號稱台北第一區的大安區，區域內有文湖線、南港、淡水3條主要捷運通過，未來又有興建中的信義線即將通車，交通四通八達，其中幾條黃金門牌路段，如敦化南路、信義路、仁愛路，更是豪宅指名的路段。而在大行情的帶動下，大安區更是易漲難跌的代表。
看好理由：區域購屋客深具實力，因此房價相對堅穩，加上生活機能不俗，無論是自用或是投資，都深具潛力；區域內還擁有金華國中、新生國小、師大附中國中部、仁愛國中小學等明星學區加持，維持區域內買氣不墜。而在資金行情下，住商不動產企研室主任徐佳馨預估，高資產客戶將持續進入該區塊，尋找優質避險標的。
買屋策略：徐佳馨指出，購屋者若無預算限制，捷運沿線、知名路段週邊都是可以入手的好選擇，若預算有限，購屋者可選擇房價相對較低的臥龍街、崇德路、和平東路三段等路段下手，每坪單價55萬元至65萬元間，低於行政區平均房價每坪80萬元起跳價位，價格算是相對便宜，一樣可以躋身大安區。問其對景氣看法，最能得知仲介解讀不動產市場是否客觀。
【2012-09-01/經濟日報/A6版/房市快報】
"
2012-09-01_258,"7月工廠訂單增2.8％，但8月PMI降至53，低於預期…
美製造業景氣 擴張減緩
【編譯葉亭均╱綜合外電】
儘管美國7月工廠訂單增幅創1年來最大，但8月芝加哥採購經理人指數（PMI）顯示景氣擴張速度減緩，意味企業可能審慎生產以待銷售回升。同日公布的密大消費者信心指數則攀抵3個月高點。
美國供給管理協會（ISM）31日公布，8月芝加哥PMI下滑至53，低於7月的53.7與分析師預期的53.2，但高於50的景氣榮枯分界點，下滑的主因為未交貨訂單降至2009年9月來最低水準。
因全球成長減緩與美國政府的「財政懸崖」逼近，美國企業缺乏信心投資新設備與雇人。曾經支撐美國經濟復甦的製造業，如今對景氣擴張的貢獻力道可能減弱。
瑞銀證券資深美國經濟學家馬特斯說：「製造業與營建業看起來不再扮演經濟擴張的主要角色。製造業看起來沒有進展。」
美國商務部同日公布，7月工廠訂單攀升2.8%至4,786.2億美元，增幅為去年7月來最大，也高於經濟學家預估的成長2.3%，但其中衡量企業資本支出的重要指標─飛機除外的非國防資本財訂單卻驟減4%，為8個月來最大減幅，顯示企業正延後採買設備與支出。
同日公布的8月湯森路透╱密西根大學消費者信心指數終值攀抵74.3，高於初估的73.6與前月的72.3，為3個月來高點。
因近期報告顯示就業增幅創5個月來最佳，加上房價自2010年來首度回升，有助提升消費者信心。不過燃料價格攀升與憂心稅率調整，抑制消費者信心指數增幅。
【2012-09-01/經濟日報/A7版/國際焦點】
"
2012-09-01_30,"8月房市量縮 買氣冷清成趨勢
實價登錄、鬼月、颱風影響北市交易量 買方追價意願薄弱 屋主價格硬 買氣持續冷淡
【記者江碩涵╱台北報導】
8月房市冷颼颼，根據房仲業者統計，8月房市買氣下滑，台北市量縮17%，新北市持平；雖然房市買氣冷，不過房價未跌，房仲業者分析，主要是實價登錄上路後民眾傾向觀望，加上8月適逢農曆鬼月、颱風頻繁，導致房市交易量停滯。
信義房屋統計，8月全台房市交易量減8.9%，其中新竹縣市、高雄市量縮都超過2成；大台北地區台北市量縮17.3%、新北市量縮0.9%，桃園縣增加了8%。
不過台北市房市成交量減，房價卻不跌反漲，8月中古屋成交價每坪60.6萬元，比起7月每坪57.1萬元漲幅達6%。
信義房屋不動產企研室經理蘇啟榮說，主要原因是，8月分低總價的中古公寓成交量減少，大樓成交量增，才拉高房屋成交單價。
永慶房產集團研究發展中心經理黃舒衛說，整體經濟表現不佳，民眾期待房價下修後再進場，買方追價意願薄弱，屋主卻不願降價，才導致整體交易買氣冷淡。
另外，內政部公布最新7月買賣移轉棟數，7月建物買賣移轉棟數比6月增加1成，創下奢侈稅上路來單月次高，首次登記也超過1萬棟，代表實價登錄上路前，許多剛蓋好的新成屋積極交屋，拉高7月整體的建物買賣移轉棟數。
蘇啟榮表示，如果扣掉第一次登記的數量，其實7月的買氣與6月相當，並未明顯成長，加上8月大台北房仲店頭統計出的買氣明顯未增溫，房市冷清已成為趨勢。
【2012-09-01/聯合報/AA1版/大台北房地產】
"
2012-09-01_357,"若QE3上路
我出口復甦 恐更久
【記者姜兆宇、王茂臻╱台北報導】
美國聯準會（Fed）主席柏南克演說未透露美國是否要推第三波量化寬鬆（QE3），但台灣學者認為，QE3上路雖可刺激景氣，但台灣將承受房價、物價上漲之苦，股市分析師則預期美國最快要到明年初才會推QE3。
量化寬鬆是向市場注入資金，目標是提振終端景氣，分析師指出，Fed近年陸續實施QE、QE2與扭轉操作（OT）都是類似的政策，對市場景氣提振效果一次比一次差，連帶投資人也不看好QE3提振景氣的效果。
元富投顧總經理劉坤錫說，市場普遍預期Fed不會在近期宣布QE3，最快要到明年初才是QE3上桌時機，美國目前不提QE3，對台股衝擊不會太大。
台灣經濟研究院景氣預測中心主任孫明德表示，美國若實施QE3，將對全球金融市場注入資金動能，短期將炒熱股市。他說，在各項投資工具中，由於房地產較能保值，QE3也會刺激房市反彈。
但是孫明德提醒不能只看QE3的「好處」，近來全球糧食價格、油價飆漲，源頭就是美國實施貨幣寬鬆讓市場資金氾濫，QE3一旦推出，企業將以更低廉的成本向銀行貸款炒作原物料，屆時恐讓我國物價跟著大幅上漲，民眾的痛苦指數（物價膨脹率加失業率）將會再攀新高。
孫明德指出，QE3將使美元貶值，這對以出口至美國市場為主的亞洲各國不是好消息，台灣出口訂單近期已連續五個月負成長，若QE3上路，台灣出口復甦恐將花更久時間。
【2012-09-01/聯合報/A4版/要聞】
"
2012-09-01_391,"坪數縮小
房市雖冷 北市中古屋價創新高
【記者江碩涵╱台北報導】
景氣燈號「連9藍」，房市買氣差但房價未跌，房地產業者統計，2012年台北市中古屋均價60.5萬元，創新高，但民眾購買房屋的坪數也縮水了4至17%。
好房誌調查，3年來全台房價漲幅9%至16%，由於房價太貴，以台北市來說，因此民眾買房子愈買愈小。
2010年時，台北市平均購屋坪數為44.5坪，2011 年降為39.3坪，今年只剩下37.1坪，3年來降了7.4坪，降幅16.6%。
新北市的購屋坪數則從2010年的43.7坪降為2012年的42坪，降幅4%；台中、台南購屋坪數各為49坪、50.3坪，降幅14%、16%。
不過高雄市購屋坪數不減反增，購屋坪數從高雄市51.6坪成長為今年的58.3坪，成長13%。
中信房屋行銷企劃部副理江龍名說，高雄房價平穩，購屋人有能力就會盡量買坪數大一點的房屋；北部地區3年來房價居高不下，民眾購屋預算有限，只好轉向購買坪數較小的房屋，或是屋齡較高的中古屋，以降低購屋支出。
【2012-09-01/聯合報/AA1版/大台北房地產】
"
2012-09-01_60,"

敦南商辦最熱 每坪破百萬



【記者江碩涵╱台北報導】





	                       		捷運信義線即將通車，帶動商家進駐，敦南商圈中古商辦大樓已漲破百萬元，創新高。　圖╱本報資料照片
	                      







                  	  捷運信義線即將通車，帶動商家進駐，敦南商圈中古商辦大樓已漲破百萬元，創新高。
                  
                  

商仲業者統計，住宅市場冷清，商辦市場反而熱絡，其中敦南商圈最熱，由於捷運信義線即將通車，帶動商家進駐，敦南商圈中古商辦大樓已破百萬元，創新高。瑞普國際物業董事長暨CCIM台灣分會創會會長曾東茂說，敦化南、北路單價最高的是落成2年的「台北金融中心」，最新成交價每坪130至140萬元；雖然敦化南路沒有新商辦落成，但中小型的中古辦公室相當搶手，敦化南路、忠孝東路口的「首都大樓」屋齡高達25年，成交價每坪也高達99萬元。曾東茂表示因為信義計畫區內多為整棟單一所有權人，大部分為財團進駐，個人投資者想投資，難度較高。相較之下，敦南商圈多中小型辦公室，轉手、出租皆容易，也讓敦南商圈辦公室行情持續上漲。富邦人壽2011年時，以14.58億元標下「凌雲通商大樓」，換算辦公室每坪約91萬元，如今「凌雲通商大樓」每坪110至130萬元。

【2012-09-01/聯合報/AA1版/大台北房地產】

"
2012-09-02_139,"自備款談不攏 眷改戶蛋砸空軍基地
二空新村自救會 不滿要另付80萬 怒喊「軍方全是騙子！」 國防部：雙方認知有落差 會繼續溝通
【記者莊宗勳、周宗禎╱台南報導】
二空新村改建工程早在前年完工，但眷戶不滿軍方要求另付自備款，組成自救會仍求助無門。近百名成員昨前往台南空軍基地撒冥紙、丟雞蛋抗議；軍方回應，一切於法有據，但會繼續與眷戶溝通，希望大家都能入住。
國防部推動二空新村改建公寓大樓近10年，前年終於完工，但眷戶不滿軍方要求另付自備款，組成自救會抗爭，導致至今仍未交屋，嶄新的公寓大樓只能放著養蚊子。
自救會長張應軍表示，軍方當年推動二空新村改建時，承諾每坪造價5萬多元，完工後卻飆漲到15萬元，還要求眷戶另付自備款近80萬元，「軍方全是騙子！」
近百名自救會成員昨頭綁白布條、手舉抗議標語，有人拄著拐杖、有人坐著輪椅，頂著豔陽到台南空軍基地前抗爭。他們高喊「國防部長下台」、「軍方出來面對」，甚至撒冥紙、丟雞蛋，氣氛火爆。
市警六分局、歸仁分局出動上百名員警到場維安，拿盾牌築起人牆，要求自救會成員理性自制。但仍有人拿雞蛋直接砸向警方，情勢一觸即發。警方兩度舉牌警告後，自救會成員才悻悻然地散去。
國防部總政治作戰局軍眷服務處副處長費拓中表示，二空新村改建作業依「國軍老舊眷村改建條例」等相關法令辦理，軍方只能支付8成，其餘款項由眷戶自備。但眷戶誤認房價只含工程款，其實還要加入土地公告現值，或許是當初溝通有問題，才會導致雙方認知有落差。
費拓中說，軍方會繼續與眷戶溝通，希望大家都能入住；不過，自救會成員無法接受，嗆聲說，若國防部繼續敷衍，他們會發動流血抗爭，「絕不接受不合理條件」。
【2012-09-02/聯合報/B1版/大台南．運動】
"
2012-09-02_152,"股海自在行
大陸領導改組…台股挑戰8,000
【蔡明彰】
不知是否台灣的運氣太背，大陸經濟在2008年以前兩位數成長，當時兩岸關係不佳，陳水扁總統政府對大陸投資往來諸多限制，因此台股沒跟上陸股狂飆5倍的大多頭行情。馬總統執政後改變大陸政策，開放陸客觀光、陸資來台，但台股不僅沒漲甚至倒退嚕。
光是從陸股創下3年多低點就知道，今年大陸經濟有麻煩，連帶台股彈升受限，今年來漲幅才4%。2008年兩岸經貿重大改革，大陸成為台灣最大出口地區逾四成比重，於是兩岸股市走勢亦步亦趨。
2008年爆發全球金融海嘯，大陸用人民幣4兆元救市，隔年兩岸股市都強彈80%，擠進當年全球股市漲幅前10名，台股更創下16年來最大漲幅。不過歐債危機惡化，由於歐盟是大陸最大出口區占二成比重，造成大陸經濟減速，去年經濟成長率揮別兩位數，陸股大跌21%，剛好台股去年也重挫21%。這個道理很簡單，台灣出口導向，出口占GDP高達66%，而大陸是我們最大出口區，歐盟又是大陸最重要出口市場，於是歐債危機間接衝擊台股。
根據實證結果，大陸固定投資每減少1%，則台灣GDP減少2.7個百分點。去年台灣經濟成長率4.03%，若扣除2.7個百分點則估計今年經濟成長率1.33%，仍低於主計總處今年第8度下修的1.66%。
大陸GDP規模僅次於美國為全球第2大，這次從出口到內需的經濟結構調整需要幾年時間，又有調控物價、房價的複雜問題，太快且密集放鬆貨幣地降存準率及降息，打房、打物價恐前功盡棄，因而需要一段時間再觀察。
大陸最高領導階層在今年底改組，從前中共重慶市委書記薄熙來的妻子谷開來被判死緩（被判處死刑，緩期二年執行），似乎派系已妥協，大陸經濟結構調整成功的最大前提是權力核心平穩改組。反過來說大陸權力階層動盪，台灣經濟與股市必定重傷。估計秋天大陸召開18大完成領導改組，將有重要刺激政策，奄奄一息的陸股將破底翻，屆時台股挑戰8,000點不是問題。
受今年GDP不斷下調影響，台股3至7月連5月收黑，8月反彈，9月進入多空交戰，以年線7,400點為拉鋸分界，整理格局的機率大。只要發布出來的8月出口年增率終結連續5個月負成長，大致台股就是強勢整理，跌破季線7,250點的下檔空間有限。
9月大盤整理期是檢視接下來第4季主流股，並且要有反市場心理，蘋果iPhone 5預定9月發表，與三星專利侵權官司大獲全勝，蘋果拔劍四顧心茫然，既然打敗天下找不到對手，又何必給予台灣供應鏈太高的毛利率呢？說不定第4季是蘋果概念股的賣點！今年一路慘的太陽能、LED、面板醞釀跌深反攻，大尺寸TV面板漲價持續到明年農曆年，若馬政府又能放寬陸資不得持股逾五成且不得控制的限制，跌破眼鏡的第4季黑馬或許就在這裡。
（作者是萬寶投顧總經理）
【2012-09-02/經濟日報/A3版/台股聚焦】
"
2012-09-02_265,"鬼月揪團買屋 打7折「現省140萬」
業者：新案議價空間約一至二成 團購可再少個三到五趴 若有顧忌可等鬼月結束再交屋、入厝
【記者何醒邦、江碩涵╱台北報導】
農曆鬼月加上颱風侵擾，八月房市買氣大幅衰退，房地產業者促銷除了送贈品、辦活動，還有業者主動揪團，號稱團購房價七折起跳，強打「趁鬼月撿便宜」。
天時地利不動產公司總經理張欣民表示，鬼月房市交易清淡，不少建商推出低自備款優惠方案、邀請名人演講、辦展覽、賞屋送贈品等活動，藉此拉抬人氣。目前一般新案議價空間約為一至二成，如果團購約可以再少個三到五趴。
他說，現在逆勢進場，說不定有機會買到便宜屋，若真有顧忌，可等鬼月結束，再交屋、入厝。
昨天有業者發起一場揪團買屋活動，由於只要兩戶以上一起購屋，就可以團購價成交，吸引年輕族群參加，現場共有四十多位民眾參加。
House123行銷經理蔡如雯說，過去曾辦過新店、內湖、五股、北投的揪團買屋活動，平均可以殺價到七二折，單戶總價比自己議價省了一百四十萬元。
樂屋網則是提供揪團平台，民眾自己上網搜尋有興趣的建案。樂屋網行銷部經理蘭奇蕾表示，民眾若遇到有興趣的建案，可以直接上網登記，累積到一定數量就開團，最多曾有卅多組客戶一起賞屋，最多曾砍到七折。
除了揪團殺價買屋，新莊預售屋「NY璞緻」則找來美女主廚Joanna分享家庭美味關係；大直「詠大直」辦水晶展，邀請貴賓來參觀；內湖「國賓官邸」推出賞屋即贈摸彩券一張。遠雄建設昨天在中和推出路跑活動，報名就可抽飯店總統套房住宿券、自行車。
【2012-09-02/聯合報/A4版/要聞】
"
