,1999-09
1999-09-01_18,"

台中房市不怕 農曆7月
房貸低利優惠 裝潢家具贈送 拉抬不少買氣

【記者宋健生∕台中報導】

農曆7月已經過了一半，台中房地產市場在預售屋持續促銷，及新成屋搭配低利優惠、裝潢家具大贈送的推波助瀾下，市場買氣不減反增，業界重拾信心，預期928房市檔期還會有一番榮景。順天建設總經理王忠正表示，雖然鄉下地區或老一輩家長，對農曆7月購屋、購車、旅遊的反對心態仍然存在，但因商家在此時多會提供包括議價、折扣、贈品等促銷措施，還是有許多年輕消費者逆勢操作，利用促銷取得優惠。縱觀最近市況，準備「買屋兼結婚」的購屋客明顯增加，尤其房價持續低檔，不少標準三房住宅甚至下殺到300多萬元，加上房貨利率也低，有意趕在千禧年結婚的年輕人提前進場，更帶動今年農曆7月房市較往年反應熱絡。特別是一些中小坪數新成屋及有利率優惠的獎投國宅案，在建商搭配裝潢屋及低利房貨的刺激下，避免掉農曆7月搬家及作裝潢的禁忌，都會年輕購屋族反應相當踴躍，成為近期房市銷售較迅速的產品。台中市房屋市調協會理事長彭銘清指出，今年農曆7月房市買氣表現特佳，研判與近期提前發燒的總統大選政治新聞，轉移民眾注意力也有關係。以台中市幾處指標性新成屋為例，三采藝術園區近三周簽約近100戶，來客達600多組；太子臻品近三周賣出近50戶，銷售突破五成；其他如林鼎願景、櫻花摩登歐洲、以民為主及部分獎投國宅，來客及成交情況也都持續熱絡。彭銘清表示，新成屋銷售已降低民眾對先前建商財務壓力的疑慮，加上去年以來累積的購屋能量逐漸釋放，及千禧年結婚潮等利多因素，預期今年將近的928檔期，房市買氣相對看好。

【1999-09-01/經濟日報/34版/商業脈動】

"
1999-09-01_4,"

台中房市不怕 農曆7月
房貨低利優惠 裝潢家具贈送 拉抬不少買氣

【記者宋健生∕台中報導】

農曆7月已經過了一半，台中房地產市場在預售屋持續促銷，及新成屋搭配低利優惠、裝潢家具大贈送的推波助瀾下，市場買氣不減反增，業界重拾信心，預期928房市檔期還會有一番榮景。順天建設總經理王忠正表示，雖然鄉下地區或老一輩家長，對農曆7月購屋、購車、旅遊的反對心態仍然存在，但因商家在此時多會提供包括議價、折扣、贈品等促銷措施，還是有許多年輕消費者逆勢操作，利用促銷取得優惠。縱觀最近市況，準備「買屋兼結婚」的購屋客明顯增加，尤其房價持續低檔，不少標準三房住宅甚至下殺到300多萬元，加上房貨利率也低，有意趕在千禧年結婚的年輕人提前進場，更帶動今年農曆7月房市較往年反應熱絡。特別是一些中小坪數新成屋及有利率優惠的獎投國宅案，在建商搭配裝潢屋及低利房貨的刺激下，避免掉農曆7月搬家及作裝潢的禁忌，都會年輕購屋族反應相當踴躍，成為近期房市銷售較迅速的產品。台中市房屋市調協會理事長彭銘清指出，今年農曆7月房市買氣表現特佳，研判與近期提前發燒的總統大選政治新聞，轉移民眾注意力也有關係。以台中市幾處指標性新成屋為例，三采藝術園區近三周簽約近100戶，來客達600多組；太子臻品近三周賣出近50戶，銷售突破五成；其他如林鼎願景、櫻花摩登歐洲、以民為主及部分獎投國宅，來客及成交情況也都持續熱絡。彭銘清表示，新成屋銷售已降低民眾對先前建商財務壓力的疑慮，加上去年以來累積的購屋能量逐漸釋放，及千禧年結婚潮等利多因素，預期今年將近的928檔期，房市買氣相對看好。

【1999-09-01/經濟日報/34版/商業脈動】

"
1999-09-01_52,"

寶島周遊聯盟 瞄準三軍客層
一本周遊前1，999元 可選擇全省36家會員飯店住宿

【記者閻鳳婷∕台中報導】

由台灣省觀光協會籌組、全台36家飯店組成的「寶島周遊聯盟」，即日起推出「向三軍官兵致敬」方案，買周遊券一本原價2，999元，優惠價1，999元，再加一至二成服務費，就可在全台「走透透」。寶島周遊聯盟總召集人林士榮說，單打獨鬥市場已過去，業者結盟後，風景區飯店生意興隆，都會區商務飯店生意也是出乎意料的好，因為便宜，又含早餐，不少商務客買寶島周遊券使用。寶島周遊券此次以國軍官兵、聘僱人員、榮民及眷屬為對象，推出買一本周遊券（三張），再送一張，購買日為即日起至9月底止。林士榮說，遊客以1，999元購買三張住宿券，平均每張不到660元，遊客持住宿券可任意選擇36家會員飯店住宿，不需另付住宿費，只須付服務費（約房價的一至二成）即可，還含有早餐。林士榮說，每張住宿券抵用一個雙人房間，住宿券可分次使用，不限使用人，也可一次同時使用，大部分的飯店假日也適用，家庭旅遊或團體旅遊也適用，隔周休二日實施後，是送禮自用兩相宜的禮物。他指出，寶島周遊聯盟下一波將推出學生專案及五星級專案。學生專案是針對價格便宜、好玩、有行程規劃，甚至含租車的包套方式。五星級專案則針對喜歡住五星級優質飯店的消費者所推出的方案。寶島周遊聯盟目前36家會員飯店，包括台北成都大飯店、桃園龍珠灣渡假村、溪頭孟宗大飯店、廬山天廬大飯店、日月潭天廬大飯店、嘉義市維多利亞大飯店、瑞里梅花山莊、秋茂休閒農場、高雄大崗山溫泉飯店、墾丁富悅大飯店、知本箱根渡假飯店、台東初鹿渡假山莊、金門台金大飯店、澎湖安一大飯店等。林士榮說，五星級專案因價格較高，還得視五星級飯店的意願，目前正洽談整合中，未來考慮以同一價格全部包含食宿方式推出，較不會有爭議。

【1999-09-01/經濟日報/34版/商業脈動】

"
1999-09-01_61,"

房市觀察
大台中成屋 買氣漸增強

【記者李屏慧∕台北報導】

隨著經濟景氣的好轉，房市腳步逐漸站穩，連餘屋量大的區域，先建後售或正在辦理交屋的預售餘屋，建商眼見買氣回升，原先已被打壓得很低的房價，最近也打算略為調高，多數新成屋的議價空間更是顯著縮小。太平洋房屋指出，以8月份中古屋市場成交情況來說，台北市每坪單價約為22.8萬元，比7月還小漲0.4個百分點，平均成交總價在777萬元左右；餘屋量較大的台北縣，每坪單價則略為下跌，平均成交單價在13.6萬元左右，成交總價約在467萬元。然而，房價跌幅最深的台中地區，平均單價反而上揚，銷售率上升，議價空間縮小了3.2％，顯示台中地區的房價已出現觸底反彈的契機。據台中上市建商表示，台中市區內地段較好、目前已在辦理交屋的預售個案，雖然現在的單價行情比預售單價跌了2－3萬元，但交屋後買氣明顯增強，新成屋的單價已有調高空間，部分建商近期內都有調高價格的計畫。

【1999-09-01/聯合晚報/22版/理財．期貨】

"
1999-09-02_66,"

台北市大安區和平東路段預售案 戰況烈
近兩周新案每坪均達60萬  行情居高不下

【記者張婉珍∕台北報導】





	                       		台北市大安區和平東路周邊預售案競爭激烈，連巷弄內個案單價都站上60萬元大關。　張婉珍攝影
	                      







                  	  台北市大安區和平東路周邊預售案競爭激烈，連巷弄內個案單價都站上60萬元大關。
                  
                  

台北市大安區和平東路周邊預售案戰況激烈，揮別上半年房價行情高低懸殊的狀況，近兩周將進場的個案幾乎都以每坪60萬元為平均行情，連巷弄內個案都站上60萬元大關，顯示大安區行情維持不墜。康和建設在和平東路三段的合建預售案「榮耀敦南」，案量約14億元，基地面積近500坪，總戶數共66戶，建物規劃為地上19層、地下五層。產品坪數以62坪及74坪兩種產品為主力，單價60萬元，可兩戶合併；另有一戶樓中樓，單價67萬至68萬元。由於使用分區屬商三用地，故一樓店面擬出售給金融業。榮耀敦南基地位置距位在敦化南路二段的敦峰不遠，不過因面和平東路，及捷運高架經過，平均行情和近在咫尺的敦峰相差達20萬元。康和建設鎖定的也非金字塔頂端客層，而是水準之上的高收入族群，總價介於4,000萬至5,000萬元。除臨路的預售案外，連巷弄內的個案都登上60萬元行情大關，去年預售案如師大雅砌平均55萬元已屬高價案，今年第三季的巷弄內個案如師大隱、麗水清庭都一舉突破60萬元。甲桂林開發位於麗水街的預售案「師大隱」，在結束7月份的藝術季活動之後，目前準備正式公開銷售。師大隱雖然位於巷弄內，不過所開單價高達63萬元，幾乎創下今年以來台北市巷弄內預售案的新高紀錄。師大隱基地面積300坪，戶數21戶，分為54坪、63坪、73坪、79坪及117坪等坪數。以代銷起家的甲桂林這次在設計上極力標榜其特殊性，例如空中水花園、手風琴拉景窗等。同樣在麗水街，廣合建設也有預售案「麗水清庭」，與師大隱短兵相接。麗水清庭案量僅3億元，戶數僅九戶，每坪單價約61萬元，以50坪為主力坪數，亦可合併至100坪；另規劃兩戶68坪的樓中樓住宅。麗水清庭標榜為日式住宅，一樓除室內50坪外，另有30坪庭院，單價則高達每坪80萬元。

【1999-09-02/經濟日報/33版/商業要聞】

"
1999-09-02_86,"

「包圍」商店
育賢里民要求

【記者林家琛∕新竹報導】

新竹市中華路與東門街交叉口的一座行人陸橋把商店「包圍」廿一年，讓房價大跌，育賢里民及市議員代鳴不平，批評為「毀容行為」，要求拆除這座「極少人使用」的陸橋。市府人員表示，陸橋主要使用者是學生，市府將派員實測每天有多少路人使用陸橋，並自昨天起，統計學生在開學後使用陸橋的人數，再評估是否有存在的價值，如使用者不多，就會拆除。市議員有鍾淑英、李黃錦燕及鄭宏輝主張陸橋應該拆除。因架設陸橋而遭受經濟損害的「被害人」曾渙釗指出，新竹市「公所」在民國六十七年興建陸橋時，並未現場公告或通知附近育賢里民。不僅破壞都市景觀，而且成為治安死角，根本沒人使用。他說，陸橋太靠近住家，不僅影響採光，宵小還多次由陸橋潛入住家，對住戶生命財產安全構成威脅。由於陸橋功能不彰，育賢里民要求早日拆除。

【1999-09-02/聯合報/18版/新竹縣市新聞】

"
1999-09-03_8,"

社交圈


羅桂榮 自費添吊扇粲關山義勇消防分隊長羅桂榮，近來特別自掏腰包，體貼的為消防隊辦公室添購十多個吊扇，讓平時辛苦負責救災、救護工作的消防隊員可以涼快的工作，隊員均感謝萬分。（游明煌）楊靜芬 禮餅生意好粲台東市經營禮餅業的楊靜芬，原在台北從事房屋市場調查工作，為了體恤家人仍在台東，決定返鄉工作。在台東市代理全省各家禮餅禮盒，起初不太被看好。經她細心經營，生意做得很有特色，逐漸受到肯定。（田俊雄）

【1999-09-03/聯合報/18版/台東縣新聞】

"
1999-09-03_85,"

居民反彈停工半個月　
台電竹東架鐵塔 協調復工

【記者廖淑惠∕竹東報導】

台電「南電北送」計畫於竹東鎮五豐里架設超高壓鐵塔，引起民眾反彈，台電被逼停工半個月，眼見工期迫近，昨日台電中區主任張宏吉拜會鎮公所、鎮代會時，同意盡力爭取回饋案，望鄉親能讓台電先行施工，鎮長盧東文表示，將向鄉親轉達台電意見。台電計畫於五豐里架設六支超高壓鐵塔，日前臨時變更路線，其中二支鐵塔改經五豐里十、十一鄰，居民月前接獲通知，反彈極大，日前舉行協調會決議，要求台電改道並撥款拓寬道路回饋案，否則將抗爭到底決不讓台電施工。昨日台電中區主任張宏吉帶領台電人員，前往拜會竹東鎮長盧東文、鎮代會主席徐兆璋，張宏吉表示，台電「南電北送」計畫，攸關未來新竹以北整個地區供電情況，如果明年五月前無法完工，北台灣將面臨無電可用的窘境。他表示，目前「南電北送」計畫，整條輸電線工程全在加緊施工中，就獨剩此段被迫停擺近半個月，以四至五個月電塔施工期來算，距完工期限所剩無幾，在分秒必爭情況下，台電無法再拖延下去。盧東文、徐兆璋表示，電塔興建後對居民帶來安全疑慮、房價低落等負面問題，台電豈能坐視鄉親平白損失。台電於各地區回饋案相當多，為何獨漏竹東鎮，對鄉親實在說不過去，也令他們無法交代，希望台電能允諾拓寬道路回饋案。張宏吉說，他同意將向上級盡力爭取回饋案，至於可行性仍需兩個月時間審查後才能得知；希望竹東鄉親能以國家建設為重，同意台電先行施工，以免耽擱工程進度。

【1999-09-03/聯合報/18版/新竹縣市新聞】

"
1999-09-04_22,"

定居大湖 500萬搞定
基泰「活力程式」自SＯHＯ族招手

【台北訊】

基泰「活力程式」打破大湖大戶定律，總價500多萬即可買到三房，還奉送名師裝潢、家具、家電等設備。台北市高價位極品住宅新貴的內各湖大湖重劃區，因貼近數萬坪大湖國家公園，地理環境極佳，但高不可攀的總價也讓薪水階級為之卻步。即將於9月份登場的基泰建設「活力程式」FREE HOUSE就要打破大湖大戶定律，英文叫做FREE HOUSE，即因其中有許多是FREE贈送的，如飯店式的管理服務、寬頻網路系統、旅法名師設計裝潢、家具家電等，消費者不必負擔額外的費用，省下不少購屋者麻煩。最近購屋者傾向以擁有機能完整、地段不錯的小房子為考慮，「活力程式」就是在此背景下推出，地點就選在所謂極品大戶的大湖重劃區，附近的房價至少要上千萬才能買到三房，且都是大戶人家與高級辦公大樓，「活力程式」以三、五百萬就能進駐，實屬難得。「活力程式」土地部份屬於商業區，因此可設立公司行號，非常適合新興SOHO族，並有彈性隔間設計，可兼做辦公室與住宅，可坐收高額租金，對想分散風險之投資人實為不錯之標的。此外，屋頂還設有最新的SPA多功能按摩池及健身房、烤肉區等種種休閒設施，絕對是「屋」超所值的新窩。「活力程式」電話（02）2633-1399號。

【1999-09-04/經濟日報/25版/產業要聞】

"
1999-09-04_71,"

大千豪景社區 塌陷一個大洞

【記者何祥裕∕新店報導】

新店市大千豪景社區的活動中心前空地日前塌陷，導致活動中心部分牆壁與地板深陷地底達十多公尺，昨天傍晚縣政府工務局長吳澤成前往現場勘查。他表示，由於該地下方為檳榔溪上游涵管，可能是因為涵管位移導致土石被溪水沖刷流失所致，他將在今天中午邀集建商研議解決之道。據了解，新坡一街十八巷六弄底的活動中心是在六月二十九日出現一個約一公尺寬的地洞，接下來三天地洞越來越大，但在居民不願曝光，以免影響房價，及建商答應儘速處理下，事情被壓了下來，不過到了八月廿五日晚間六時許，活動中心前突然一聲巨響塌了一個近十多公尺寬、深達十多公尺的大洞，由於事態嚴重才找了多名議員幫忙協助處理。由於建商多次以土方回填但都繼續流失，加上活動中心邊坡也逐漸扭曲變形，昨天下午五時半工務局長吳澤成及縣議員金中玉、林重誠等人前往現場會勘，當地數十名住戶也到場關切，現場發現十八巷六弄卅六號房子前庭院已經開始龜裂，而卅四、卅二號兩戶前的道路也出現裂痕。昨天大洞再度回填並蓋上帆布。吳澤成在會勘後表示，當地地基之所以會流失可能是建商將檳榔溪以涵管引水並在上方堆填大批土方時，涵管可能移位導致土方被溪水沖走才會發生大規模塌陷，他除了要求當地居民遠離活動中心前檳榔溪流經的綠地外，也將在今天中午邀及建商與相關代表在工務局開會研商解決之道。

【1999-09-04/聯合報/17版/北縣新聞】

"
