,2005-08
2005-08-02_130,"

房貸奇觀
中古屋 比預售屋貴

【記者梁任瑋╱台北報導】

房價驚驚漲，近期台北房市出現中古屋比預售屋還貴的奇特現象，不少SARS前買預售案的民眾，今年房子剛交屋，轉賣後每坪現賺10萬元，其中不乏知名高級住宅「Park397」、「元大欽品」、「元大花園廣場」與「湯泉」，房價漲幅高達兩成以上。這兩年房地產市場受到土地價格持續飆漲，原物料行情也不斷攀升，房價漲幅已達兩成，但實際上卻是「中古屋吃肉，預售屋喝湯」的交易狀況。住展雜誌市調組組長鍾鎵地說，兩年前SARS前期間台灣房地產景氣陷入空前低迷，不少建商為了出清存貨，都認賠殺出。但沒想到兩年後房價快速飆漲，這批新成屋的完工行情也跟著水漲船高，不少民眾看準這點，紛紛轉售，現賺兩成利潤。內湖地區就有數個這樣的個案。這樣的案子並不是特例，知名建設公司元大建設總經理黃仁勇說，兩個多月前元大位於牯嶺街的豪宅「欽品」交屋，就有客戶轉售價比預售價高出五、六百萬元，「住戶的利潤比建設公司還多」。黃仁勇說，很多人認為房子就像車子一樣，只要一落地就先打八折，但現在高級住宅市場卻打破這樣的規矩，反而因為稀有而抬高行情。他舉例，富邦建設投資的「信義富邦」交屋多年，因為物業管理一流，至今沒有住戶釋出，使房價只漲不跌，再加上豪宅在地段、規模與品牌上都有一定知名度，不管經濟景不景氣，都有一定的市場需求。黃仁勇說，「元大花園廣場」8月也即將交屋，目前他就聽到有住戶打算以每坪60萬元轉賣的案例，比預售每坪單價50萬元高出10萬元。不過，鍾鎵地說，現在新成屋的蜜月行情，受到今年下半年房地產市場供給量逼近歷年新高，明年恐怕很難持續下去。因此想搭上這波飆漲行情的民眾可得準確判斷情勢，才能享受到房屋增值空間。

【2005-08-02/經濟日報/A15版/商業流通】

"
2005-08-06_119,"

三星房地產 大發觀光財
喜來登集團進駐 看好墾丁凱撒模式 宜蘭厝式農舍行情再飆


【記者楊迪文╱三星報導】





	                       		國際觀光飯店喜來登集團將在宜蘭三星鄉興建溫泉旅館，勢將帶動當地別墅型農舍的售價。　記者楊迪文╱攝影
	                      







                  	  國際觀光飯店喜來登集團將在宜蘭三星鄉興建溫泉旅館，勢將帶動當地別墅型農舍的售價。
                  
                  

國際觀光旅館喜來登集團，將在宜蘭縣三星鄉興建溫泉度假旅館，帶動了三星、冬山和員山一帶的宜蘭厝式透天別墅農舍的房地市場。宜蘭厝斜屋頂的透天厝別墅型農舍，這幾年在宜蘭縣內如雨後春筍般興建，成為宜蘭縣房地的新景觀，房價不斷提高。民國82年，三星地區的房地價格，每坪大約6000元到7000元，去年曾有每坪1萬左右的行情，今年約為1萬2000元。很多經銷農舍的建商或房主，都認為行情該已經到頂，很難再有升值機會。三星鄉大隱地區的玉尊山，兩年前就傳出有五星級溫泉觀光旅館興建，這個消息一直引起地方人士關切，認為是宜蘭溪南地區最高級、豪華的飯店，應可以帶動地方繁榮。本月初，傳出天外天已加入喜來登集團，成為連鎖國際觀光旅館，讓地方人更期待這一間宜蘭唯一的國際觀光旅館會帶動更多的利基。目前已在申請建照的喜來登天外天觀光溫泉旅館，預定10月動土興建，明年11月完工。董事長張世鈺私下表示，會和鄰近的觀光、旅遊和農業市場共存共榮，共創未來。這個說法，地方人很認同，大同鄉長陳傑麟表示，國際觀光旅館能帶動地方繁榮，如墾丁凱撒飯店創造墾丁繁榮即是一例。所以，喜來登是否帶動宜蘭溪南地區，尤其是三星、冬山和員山地區房地產行情，很多建商都持肯定態度。已賣過數棟農舍的李袢庭，目前在三星就有農舍出售。他說500坪土地，100坪建地，總價1560萬元。自傳出喜來登國際集團在三星投資後，就有人打電話問價。附近擁有600坪土地的農舍主人林鴻圖，原計畫經營民宿，也有人詢問房地價。林鴻圖說，國際觀光旅館帶動繁榮是必然的，周邊的民宿和餐廳，都因三星成為高級旅館區，吸引更多旅客，所以房地會稍微上揚，在預期心理下，才有人想建農舍或買農舍，做為日後經營旅遊業的基礎。這裡的房地市場，在喜來登建好前，可能有陣小波動。

【2005-08-06/聯合報/C8版/基宜花東房地產】

"
2005-08-06_19,"

鬼月買房 裝潢、家電用力送！
中縣建商衝業績 打破迷信 吸引顧客


【記者林重鎣╱大里報導】

農曆7月（俗稱鬼月）到來，台中縣建商為促銷，莫不以價格優惠、送裝潢、送廚具、送家電等方式，吸引顧客訂購房產，打破迷信。建商表示，中國人對農曆7月一向有忌諱，尤其是不購屋、購車、搬家等，但隨工商發展，年輕人對這項傳統民俗已淡薄，建商為了破除鬼月房地產的咒語，紛紛以促銷方式吸引年輕夫婦。首先是價格優惠方式，建商特別在廣告宣傳上強調，房價打折，讓年輕夫婦輕鬆成家，目的是讓年輕夫婦不受所謂鬼月不購屋的迷信影響，有建商甚至打8折，讓想購屋者心動。再者是送裝潢，尤其是大樓，業者均以送和室作吸引，因年輕夫婦的小孩均還小，如果有和室，可讓小朋友遊戲、睡覺，而和室造價和木板材質有關，但至少要數萬元，如此優惠，當然會心動。送廚具也是一項吸引訂購的方法，不管公寓大樓或透天厝，建商以現在購買就送名牌廚具、熱水器作吸引，這些用品往往要10多萬元，吸引力當然比所謂鬼月忌諱來的大；送家電也是建商破除鬼月促銷方法，有送電鍋、冷氣、冰箱，無非是想衝業績。

【2005-08-06/聯合報/C8版/中彰投房地產】

"
2005-08-06_88,"

鬼月看屋 議價好時機
房仲業：只有簽約、交屋或入厝是禁忌 可要求多一些贈品及附屬配備


【記者謝梅芬、王昭月╱高雄報導】

農曆7月到，房地產、家具業開始進入淡季，許多購屋族農曆7月不喜歡看房子，但房仲業者認為7月的禁忌只是簽約、交屋或入厝，有意購屋者倒可利用這個月多看一些成屋個案，不必急著決定。信義房屋南區執行協理陳文祥說，因為買賣房屋時，從簽約到交屋約需費數周到月餘的時間，作業過程並不影響社會習慣，不影響辦理過戶登記等法律程序，因此鬼月還是可看屋。陳文祥說，坊間有些民眾還能利用建商憂慮買氣不振的心理下，增加壓低房價的籌碼，反而會更加積極地看屋、買屋，甚至可藉此機會和建商有多一點議價空間，或者可要求多一些贈品及附屬配備。他強調，只需擇定良辰吉日「交屋」、「入厝」，避開傳統禁忌期間即可。陳文祥說，年輕人比較不受鬼月的禁忌，看屋的人數並不會少太多，預計還是和往常一樣，不過他認為，若是購買大坪數，或者與長者同住，對於農曆7月的禁忌還是應多注意一下，免得老人家心裡怪怪的。吉隆建設經理徐耀宣指出，鬼月期間，前來看屋的消費者普遍較少，依老一輩的經驗，總認為日子不好，因此忌簽約，也不會急著要建商交屋。不過鬼月到，有時候反而也會促使消費者加速作成購屋的決定，不少已看中房子的消費者，就趕在鬼月的前一刻簽約，反正喜歡，就不會再拖上一個月。徐耀宣指出，老一輩對鬼月的確仍有許多禁忌，但目前購屋的年齡層已經下降，多數不會受傳統束縛。至於建商是否可能為了拉抬鬼月的銷售量而降價以求？根據房仲業者觀察，建商除非有很大的財務壓力，否則寧可熬過生意清淡的鬼月，房價應該不會下跌。

【2005-08-06/聯合報/C8版/高屏房地產】

"
2005-08-07_126,"

阿拉丁的廚房 老闆思鄉下廚 賣起家鄉菜

平價印度料理 這夏紅了
印度料理在台灣一直很小眾，最近卻有普及&平價趨勢，
甚至出現印度料理的連鎖店，讓今年夏天的味覺很印度！


【記者陳靜宜╱專題報導】





	                       		美味見證人
Annie（30歲）
來過一次之後，覺得很好吃，這是第二次來。建議你來要點「薩饃莎蔬菜盒子」，再加杯巴基斯坦熱奶茶，口味很道地喔。　記者陳立凱、徐世經、侯世駿、陳靜宜╱攝影
	                      


	                       		一口流利國語的雷茲文，在饒河夜市開店兩年，剛開始是因為自己想吃家鄉菜，乾脆下廚自己做，做久便有興趣，慢慢開成了一家店，許多同鄉聞訊也跑來吃，生意越來越好。　記者陳立凱、徐世經、侯世駿、陳靜宜╱攝影
	                      


	                       		阿拉丁的廚房
價格：薩饃莎蔬菜盒子140元、烤肉串250元
      （附甩餅）、手工優酪乳120元
電話：（02）2756-8077 
地址：台北市饒河街101號
時間：17:30~01:00　記者陳立凱、徐世經、侯世駿、陳靜宜╱攝影
	                      







                  	  一口流利國語的雷茲文，在饒河夜市開店兩年，剛開始是因為自己想吃家鄉菜，乾脆下廚自己做，做久便有興趣，慢慢開成了一家店，許多同鄉聞訊也跑來吃，生意越來越好。
                  
                  

一口流利國語的雷茲文，在饒河夜市開店兩年，剛開始是因為自己想吃家鄉菜，乾脆下廚自己做，做久便有興趣，慢慢開成了一家店，許多同鄉聞訊也跑來吃，生意越來越好。不過，雷很清楚台灣人口味     不像印度、巴基斯坦人重鹹、重辣、重酸，因此味道稍微調整過。

【2005-08-07/聯合報/B6版/Hot餐廳】

"
2005-08-07_44,"

國建
外資續賣超

【羅秀文
】

●油價頻創新高，營建股具資產保值特性，成為資金避風港，國建 (2501)上周在外資持續買超1400餘張下，走勢於同業中相對穩健。由於下半年將有約60億元推案，法人看好公司後續營運。國泰建設與政大「台灣房地產研究中心」日前發表第2季國泰房地產指數，由第一季的「價穩量增」，調整為「價量俱穩」。第二季房市復甦力道趨緩，但整體市場仍維持復甦，除台中都會區成交價小幅下滑外，全台各地房價仍呈線小幅上漲。國建指出，公司仍看好未來一、二年房地市，下半年將在信義計畫區、大安區、天母地區推出三個建案，總銷金額將超過60億元以上，被市場解讀為多頭指標。其中，信義計畫區個案總銷約20億，預計9月上旬正式推出。

【2005-08-07/聯合晚報/13版/證券(二)】

"
2005-08-07_85,"

中小企業融資保證雙軌制聯合診斷輔導個案
瓦窯製造業  加強現金流量管理

會計制度的健全，影響企業的經營與投資人權益甚巨。近年，全球對於公司治理、會計改革的需求日增，本報與        中華民國會計研究發展基金會合作，在本版撰文，並提供最新的會計課程與考試時程等，供全國各企業及會計相關人員參酌、運用。網址是：www.ardf

【陳依蘋、鄭惠之】

個案描述個案創立於民國62年，以琉璃瓦、瓷磚產品的研發、生產與銷售為主。係台灣琉璃瓦生產的創始者，成立初期以琉璃瓦的產銷為主，目前台灣許多著名中國建築及寺廟、古蹟，皆係採用個案所生產之琉璃瓦。在房地產興盛時期，並開始增加瓷磚生產線，營運狀況相當不錯，工廠由一廠擴展至三廠，也陸續有競爭者投入，不過，84年開始房地產景氣急遽走下坡，同產業的廠商紛紛退出市場，個案也陸續結束兩間工廠，維持一廠繼續經營生產。融資目的個案負責人表示，由於目前房地產已有復甦的跡象，預計市場對瓷磚的需求將會增加，因此，計畫投入住宅式琉璃瓦（波型瓦）生產，由於必須修改及更新部份機器設備，需要資金投入，此外，政府日前釋出的500億元擴大公共工程建設中，編列許多經費於古蹟之修建及維護上，也預計將會有效刺激琉璃瓦之需求，為順利取得以及執行相關工程，必須籌措一筆週轉金，以備購料與進行業務上的推展。融資遭遇困難原因經濟不景氣，台灣的傳統產業受創甚深，瓦窯業亦然，個案負責人表示，近年來因為不景氣，民間廟宇或中國式建築等新建與修繕減少，導致琉璃瓦的需求銳減，加之房地產長期不景氣，瓷磚的供需也呈供過於求的狀態，以至於近三年來業績呈現衰退的情況，再加上客戶倒帳，使公司面臨了營運資金不足，必須尋求銀行提高周轉金額度，然而銀行方面由於不看好個案所處的產業發展，毫無承貸意願，使其面臨資金調度上的困境，無法承接新案。後乃向中小企業處馬上解決問題中心申請融資診斷輔導。整體診斷結果隨著整體建築相關產業的景氣復甦，傳統建築的琉璃瓦也屆臨更新的高峰期，對個案而言，其實是項利多，而其也開始調整生產腳步與方向準備重新出發，除了擬增加設備能量進行波形瓦等新產品的市場開發外，個案也可憑藉過去豐富的工程實績，爭取新的工程合約，且目前已有多項明確的工程合約。此外，個案目前為北部僅存的琉璃瓦生產廠商，站在維護與提振傳統產業的立場上，有其存在價值。因此，輔導團隊評估結果認為個案仍具有經營價值，若未來的行銷拓展可如預計計畫實現，則還款能力無須擔憂，若與預期產生重大差異，公司也尚足以維持營運正常，建議提供融資保證。目前營運狀況個案於取得融資貸款後，除了先解決迫在眉稍的資金困頓問題之外，也有規畫地對資金做適當的調整與運用，以使公司在營運和業務上的推動能更為順利。目前除了承接到許多建設公司的發包訂單之外，也爭取到公共工程的承包。專家建議在財務管理方面，個案宜加強財務規畫及現金流量管理，使財務控管制度健全，以利因應未來可能的資金缺口。此外，也應釐清股東和關係企業的資金、業務往來情況，並透過財務控管機制來增進財務透明度，妥善處理銀行往來關係，建立互信機制，才能有利於銀行融資，另也可建立其他籌措資金管道，以強化財務資源，有效解決資金缺口問題。在經營管理方面，由於個案所面臨的環境大考驗是兩岸三通後，將面臨生產成本低廉的大陸瓷磚的競爭，此外，由於台灣是已開發國家，新建房屋市場成長率減緩，換屋市場取而代之成為主力，在這樣的產業前景下，個案宜在行銷及通路策略上，繼續朝市場、產品區隔化的方向著手，選擇其他廠商不願或不能進入的市場與產品，才能擁有利基，並確保業績與獲利。（為避免本文之個案及當事人之困擾，本文所報導之個案名稱及當事人姓名皆予以刪除） （作者陳依蘋與鄭惠之分別是會計研究月刊顧問、主編，詳細內容請參考會計研究月刊7月號「中小企業企畫專題」，或上網www.account-ing.org.tw 瀏覽）

【2005-08-07/經濟日報/C6版/會計經緯】

"
2005-08-08_138,"

信園國宅 傳仲介業「人頭」卡位
太搶手 申購書已賣出1.1萬份 網站還塞爆 市府擬定3招把關 稱業者無法用「人海戰術」介入


【記者周維新╱台北報導】

台北市政府公告銷售信義區信園A國宅造成轟動，民眾指出，已有房仲業者以「人頭」方式搶購，再轉手賣出，以賺取價差，使得原本已一屋難求的情況更加嚴重；市府都市發展局坦承，對此現象，防不勝防。市府都市發展局副局長張坤德表示，若有人願意當房仲業者的「人頭」，只要這個人的資格、條件符合國宅承購資格，該局很難杜絕。不過，張坤德指出，發展局比照去年銷售萬壽A、B國宅的辦法，擬定3項措施防堵：1.選購順位由電腦抽籤，不是用排隊方式處理，讓房仲業者無法利用大批人頭排隊卡位。2.受理申購時，採現場辦理，不開放郵寄，房仲業者無法利用人頭每人寄出上百封申購書。3.措施是選購當天要由本人親辦，若本人無法到場，委託他人辦理時，要有委託人的印鑑證明，若受委託人和本人無親戚關係時，委託書須經公證才有效。張坤德強調，購買國宅，依規定1年內不能買賣交易，若民眾向房仲業者購屋，1年內無法辦理過戶，買方將會有很大的風險，且易產生購屋糾紛，其次，若人頭違規交易事證確鑿，市府將收回賣方原購國宅，以前就曾發生實際案例，因此呼籲民眾不要投機。市府日前公告銷售86戶信園A國宅，因是市府興建國宅的倒數第2個推案，加上區位佳，建築基地位在信義區吳興街與松仁路口附近，緊鄰信義計畫區商圈，且每坪售價從15萬至16萬餘元不等，相對當地房價來說，便宜許多，一推出便造成搶購風潮。發展局昨天和前天開放現場參觀，概估2天約吸引1萬6000人次前往看屋，因而造成周邊交通大亂。連日來該局更已賣出1萬1000多分申購書表，昨天仍有民眾抱怨該局網站塞爆，無法查詢及下載資料。多位看屋民眾憂心忡忡地表示，因信園A國宅太搶手，房仲業者蠢蠢欲動，加上抽籤的中籤率不到1%，若市府不能防堵房仲業者介入，不僅失去政府銷售國宅的美意，更對消費者不公平。張坤德表示，信園A國宅規定需符合國宅承購資格者才能參加抽籤，且不是以排隊方式辦理選購，因此房仲業者無法用「人海戰術」介入，加上這次有興趣承購者估計超過萬人以上，將大大稀釋「人頭戶」中籤機率。

【2005-08-08/聯合報/C2版/大台北綜合】

"
2005-08-09_103,"

債市觀點
提振景氣 「趨勢」才是焦點

【陳光陽】

行政院7月時表示，為了扭轉景氣下滑頹勢，將透過七大振興經濟措施，如加速推動公共建設、獎勵民間參與BOT、加速觀光及服務業發展等，希望能藉此將全年GDP年增率由主計處預估的3.63%拉高至4.51%，達到保4%的經濟成長目標。  這其中最重要的包括94年度新十大建設特別預算的905億元，以及尚待立法院通過的八年800億元水患整治方案。不過負責統計及預測的主計處只表示，將待8月時再行評估振興經濟措施是否發揮作用。民間預測機構中，中華經濟研究院在行政院政策出爐後，仍是將全年GDP成長率預測值由4.05%下修至3.8%，另外再估計振興經濟措施若順利實行，經濟成長率可再上升至4.3%。  原本看法樂觀的台灣經濟研究院也在隨後將GDP成長率預測值由原來4.41%調降至3.31%。振興經濟政策到底有多大效果，看來外界並沒有定見。除了這次的振興措施外，近幾年來政府推出不少刺激景氣政策，如2000年8月起實施的優惠房貸政策，迄今總共辦了六次。  2001年推動「8100台灣啟動」，希望追加逾千億元的預算，使當年國家重大建設計畫預算達到8,100億，以提振國內景氣。  2002年有「挑戰2008：國家發展重點計畫」，2003年則提出「五年5,000 億的新十大建設」。  由於政府財力有限，並非所有政策的都能發揮效果，尤其在景氣低迷投資信心薄弱時，市場很容易在將這些政策視為畫大餅，使政策效果打折扣。  不過即使效果有限，仍不乏有成功拉抬景氣、帶動市場活絡的政策，優惠房貸就是一個很好的例子。為挽救汲汲的房地產景氣，五年來政府總共提供了1.5兆元的優惠貸款來刺激需求，每次2,000億元的額度，不到一年就會全數用罄。雖然一開始政策並沒有立即發揮效果，房價依然下跌，銀行業也因承作過多房屋貸款使逾放比大幅升高，但其實嚴重的餘屋問題已緩慢的改善。直到2002年初政府又推出二年土增稅減半政策，一舉活絡了台灣房市的交易。根據內政部建築研究所公布的台灣房地產景氣動向季報，台灣房地產景氣燈號首先在2002 年第一季脫離藍燈至黃藍燈，再於2003年第三季出現代表景氣安全擴張的綠燈，迄今已連續擴張七季，房屋價格也開始回漲，擺脫房市崩盤的危機。房市景氣復甦也幫助銀行出清手上原本不具流動性的房地產，得以改善資產品質，銀行逾放比由2002年高峰時的8%下降至目前的2.46%。  連套牢嚴重的房地產都可起死回生，因此一口咬定振興政策無效也是過於武斷，畢竟景氣本來就是有高有低，當前的低迷可能正是未來復甦的契機。不論4%的目標能不能達成，最新的經濟數據顯示美國景氣又重新擴張，連低迷已久的歐洲、日本也露出一絲轉機。  因此研究機構多半預測今年第二季為這波景氣的谷底，第三季起經濟成長率可逐季好轉。  振興經濟政策趕得上在下半年發揮效果，復甦速度將會更快；若趕不上，也只是延後貢獻到明年的經濟成長，不影響復甦的時機。所以就別太在意政策到底能貢獻GDP多少個百分點，焦點應該放在趨勢不是嗎。（作者是寶來證券債券處資深分析師）

【2005-08-09/經濟日報/B2版/致富特區】

"
2005-08-09_141,"

101招商帶動唱
頂級辦公室 租賃熱呼呼

【文╱梁任瑋
】





	                       		台北101的出現，使台北市頂級大樓互搶客源　圖╱梁任瑋
	                      







                  	  台北101的出現，使台北市頂級大樓互搶客源
                  
                  

雖然今年第二季辦公室新增需求有減緩跡象，但租賃交易仍顯活絡。在台北101大樓強力招商下，不少大型企業有換辦公室的意願；使A級大樓承租戶的換屋需求隱然成形。買賣市場也在利率條件維持低檔以及不動產證券化市場蓬勃發展下，自用及大型投資需求熱絡。台北101大樓加入辦公室租賃市場戰局，打亂了台北市頂級大樓的市場行情，不少業主為了固守既有客源，不敢提高房租，使近期辦公室租金未見明顯上調。反而是A級以下大樓，在大型租客異動後，原租金價格面臨嚴格市場考驗。雖然景氣持穩、新增需求成長，但受空置率稍高加上頂級客戶板塊移動影響，整體辦公室租金表現僅維持平盤。低利率水準及穩中帶堅的房價走勢，審慎樂觀的景氣預期，今年以來已有不少企業投入置產行列。A級大樓除了一般買賣交易市場外，成為金融業者眼中熱門的投資對象。尤其在證券化市場，A級純辦扮演著相當重要的角色。目前證券化商品往往拿來與定存、債券相比較，投資報酬率要求不高，也因此這些證券化標的的發行價格並不低。新近興建完工、積極招商的大樓，包含「台北101大樓」、「統一國際金融中心」，兩者共7萬坪的量體釋出，不僅讓頂級大樓空置率居高不下，也使信義世貿商圈成為空置率最高的商圈。然而，多達7萬坪的待租售面積，勢將吸引其他商圈的頂級企業進駐。若市場新增需求無大幅增加，隨著信義世貿商圈空置的去化，將升高其他商圈A級以下大樓的空置率。觀諸本季A、B級大樓空置率已有緩升跡象，或可說明各級大樓洗牌效應將趨明顯。另外，若不計101及統一兩棟大樓，北市純辦市場空置率為7.65％，仍高於5％的供需均衡點。各商圈中，以「敦北民生商圈」6.17％的空置率最接近供需平衡，租金水準亦相對穩定。空置率異動顯著的「南京四五段商圈」，在「保德信金融大樓」由業主保德信人壽以及寶華銀行進駐後，空置率已大幅降低。由於新落成或接近完工的大樓，對外招商約達8萬坪，且多屬頂級大樓。1,000坪以上租戶或知名國際企業，異動可能漸趨頻繁。特別是，不少企業集團營業據點分散各處，新大樓適時提供了整合的機會。過去一年來，雖然銀行升息動作頻頻，但國內實質利率水準仍維持在低檔，一般企業購置資產的貸款利率不到3％，租金相對於售價的比率則在5％至6.5％間，兩者形成付貸款利息比付租金划算的置產利基。而近兩年辦公室價格由谷底彈升，至今雖有10至15％漲幅，但以不動產景氣走勢，辦公室價格水準仍屬穩中帶堅。因此，在利率調升有限、房價持穩下，企業購買辦公室的熱度不減。此外，近兩年相對於買賣價格的上揚，租金水準反呈小幅下修之勢。辦公室租金回報率，已由兩年前的6％至7.5％，調整為5％至6.5％，反映辦公大樓投資風險降低。信義房屋商仲部協理信泓浚說，未來影響國內外經濟的關鍵因素仍在節節高升的油價。原油價格自年初至今上漲38％，每桶突破60美元，高油價形成的經濟成長陰影將日益嚴重。由於國際資金紛紛提高對亞洲地區的投資比重，資金湧入後，商業不動產也成為重要投資標的，將帶動辦公大樓的證券化商機。近幾年房市內外在景氣回升，住宅、店面、辦公室甚至土地買賣價格均有高低不一的漲幅。只有辦公室租賃市場受到供給寬鬆的影響，租金自觸底之後，至今持平許久。信泓浚表示，台北辦公室市場仍有高達12.6％空置率，未來若非景氣再度走強，租金價格恐難齊步上揚。至於買賣市場，除企業置產需求在利率因素支撐下，交易量將持穩外，證券化市場的熱絡有助活化辦公大樓的大型交易。如新光人壽旗下部分大樓變現後，不動產租金收益降低，為彌補收益缺口，新壽下半年就計畫動用100億元，在台北市購買辦公大樓或土地自行開發。大型商業不動產，在台灣算是收益穩定而風險較低的產品。稍早買下中和威力廣場的AIG南山人壽集團，亦表示若有合適標的，今年尚有200餘億元的資金可進場投資，預期下半年辦公大樓買賣交易將續活絡、多元。

【2005-08-09/經濟日報/A14版/房市裝潢】

"
