,2002-11
2002-11-01_14,"購屋貸款餘額 創新高
指數型房貸利率低 帶動購屋意願
【記者傅沁怡╱台北報導】
房價持續低迷，加上指數型房貸利率較低，帶動民間購屋意願，中央銀行昨（31）日發布統計指出，9月金融機構購置住宅貸款餘額較前月增加10.95億元而為2兆5,689億元，為歷來最高。
在此同時，銀行建築貸款餘額因房地產景氣持續低迷，續降至4,296.86億元的新低。央行官員分析，除了房市未見好轉使市場新推案量減少，建商資金需求不振，建築業者償還銀行借款以減輕利息支出，也是建築貸款餘額持續下降的主因。
央行官員指出，建築貸款包括本國一般銀行和中小企業銀行對建築業貸款、對其他企業建築貸款和對個人戶建築貸款。據央行統計資料，建築貸款餘額6月短暫回升後，已連續三個月下降，除非國內餘屋和空屋大幅減少，建築貸款才有可能顯著回升。
儘管如此，房貸支出減輕確實有助提振國人購屋意願，央行統計，購置住宅貸款已連續五個月增加，唯房屋修繕貸款則接連十個月下降，已降至7,271.47億元的近六年低點。金融業者指出，行政院政策優惠房貸如能持續辦理，國人購置住宅貸款可望續創高峰。
央行統計資料也顯示，9月汽車貸款餘額同樣連續六個月增加，並升至640.08億元的歷史高峰。銀行主管強調，主要是車商競推低頭款無息貸款來促銷汽車，使得民眾購車意願提高，預期因年底將近、新車銷售不易，後續汽車貸款利率可能更低。
【2002-11-01/經濟日報/9版/理財】
"
2002-11-01_47,"大飯店飆創意拉生意
粉領族具消費實力SPA受歡迎 懷舊風吸引五六年級生 時尚餐飲與設計風潮構成趣味秋光圖
【吳正弘】
景氣不佳，各飯店間競爭趨烈，除打出各種餐飲或住房價格戰，飯店業者也加強創意的發揮，期能更具競爭力。
西華飯店與台北晶華酒店，先後推出的仕女專案都獲得不錯的回響。西華雖然位於辦公大樓林立的民生商圈，適合女性消費的地點不多，但憑藉舒適安全的住房環境、優惠房價和體貼女性的服務與 SPA，即使採限量訂房，但幾乎都客滿。
而晶華更是擁有國際知名精品街的優勢，所設計的「Pretty Women」專案結合住房、餐飲與購物，除有專人接待服務，迎賓水果盤也以草莓剉冰、酒漬果球等女性喜愛為主，有別以往的水果盤，特別是時尚地圖的規畫，標示該飯店附近 50 家精品名店的位置，憑地圖仕女們可前往包括Blumarine、Dior、Lanvin、Marc Jacobs 等名店，換取不同的購物優惠，或至麗晶精品享有來店禮。
凱悅飯店的 Ziga Zaga 一直是受到名媛紳士歡迎的夜總會，為了呈現全新的風貌，日前進行全面改裝，將於11月13日開幕，全新的 Ziga Za-ga 不僅是 lounge、bar 或club，自許成為台北都會全新的餐飲娛樂地標。
遠東飯店還是特別打出週末4,150元的豪華客房國人住房優惠，更贈送兩客早餐，顧客還可使用飯店游泳池、三溫暖等設施及免費停車，並可預約體驗 40 樓的雲天芳泉多種 SPA 芳香療程或享受遠企購物中心 Shopping 之樂。
高雄金典酒店於每週二推出的「粉紅佳人」，規定凡穿著粉紅色衣褲或裙的女性至全館餐廳用餐即享六折；台北長榮桂冠酒店在周末假日特別時段，如顧客身著中國風味服飾或佩帶中國風味配件用餐，也可享二人同行、一人免費的優待。而六福皇宮愛爾蘭餐廳規畫的五年級同學會，針對出生年次為五字頭的族群，以六○年代懷舊式裝潢音樂、餐飲，引領五年級生進入時光隧道，同時，如顧客可身著制服用餐還可即有七折優惠，也是具創意的行銷方式。
【2002-11-01/經濟日報/37版/休閒天地】
"
2002-11-02_18,"林肯大郡建商 判賠3500萬
以受災戶購屋價九成五與土地價八成作為賠償依據
【記者汪文豪、林全洲、王長鼎╱連線報導】
十位林肯大郡受災戶未與霖肯實業、林肯建設公司負責人李宗賢達成和解，他們在林肯大郡倒塌案刑事部分二審宣判後，向台灣高等法院提起民事賠償訴訟，高院合議庭最近審結，判決霖肯建設公司應賠償十名受災戶合計三千五百餘萬元。
合議庭是根據受災戶購買房屋價格的九成五與土地價格的八成，訂作賠償每名受災戶的標準。十位受災戶中，柯姓男子獲賠六百四十八萬餘元最多，其餘受災戶獲賠金額從兩百餘萬元至四百餘萬元不等。
林肯大郡住戶權益促進會長柯正興說，高等法院判決林肯大郡受災戶勝訴，要求建商霖肯建設公司必須以全倒戶的房價九五折、土地地價八折賠償給受災戶，這是遲來的正義，法院若能判賠百分之百是更具正義性；台北縣政府處理林肯大郡專案的機要秘吳秉叡稱，縣府還會盡力協助受災戶求償。
買百萬瘦身產品 反悔退不到廿萬
【記者林全洲╱板橋報導】永和市一名陳姓女子，十月初進入永和市中山路一家美容瘦身名店，在店員積極推銷下，買下總價一百廿八萬元的瘦身課程與美體精油，當場用四張信用卡付了五十萬元，事後反悔想要退貨，但對方以「貨出門概不退換」為由，只同意還她十九萬餘元。
台北縣消費者服務中心昨天下午依當事人的陳訴，派員前往這家美容瘦身名店調查。消保官陳坤榮說，婦女買瘦身產品被騙的例子很多，陳姓婦人購買的物品中，至少發現部分標示不全，對於產地來源，也沒有明確交代，再來契約訂定的過程，也沒有七天的審閱期，消費者的權益根本無法被保障。
陳坤榮說，這名引起糾紛的陳姓女消費者，是在十月二日進入這家美容名店消費，當時她只想接受精油美容，可是在店內十多名員工鼓起如簧之舌，鼓勵她接受瘦身課程。陳姓消費者在盛情難卻下，不由自主的刷卡消費，包括瘦身美容用品與課程的套裝消費，總價一百廿八萬元，她先付五十萬元，還在店內接受精油美容。
陳姓消費者抱著一木箱約五十瓶的精油返家後，事後對於自己的行為很後悔，且不喜歡精油的味道，第二天前往退貨，未料店方稱「貨物出門概不退換」，尤其精油更不能退貨，最多只能退瘦身課程的廿萬元。
昨天下午，陳坤榮等人到這家名店查訪，店方以「公司與陳姓女子已經完成和解，沒有什麼好調查」的理由，拒絕消保官進一步查證。消保官引用消保法的規定，要求逐一檢查消防等逃生設備，同時發現這家名店，並沒有在台北縣申辦營利事業登記，部分精油的來源待查。
【2002-11-02/聯合報/20版/台北綜合新聞】
"
2002-11-03_28,"

大陸人民在台買不動產 有限制


【李永然】

由於台灣不動產長期的不景氣，因而政府希望能放寬外人在台灣購買不動產，這當中也包括對大陸人民。大陸人民在台灣地區取得不動產，須受《大陸地區人民在台灣地區取得設定或移轉不動產物權許可辦法》的規範，該辦法係依《台灣地區與大陸地區人民關係條例》第 69 條第二項的規定而制訂。目前並非台灣地區所有不動產大陸地區均可取得，下列不動產大陸人民依法不可取得：一、《土地法》第 17 條第一項各款所定的土地：即林地、漁地、狩獵地、鹽地、礦地、水源地、要塞軍備區域及領域邊境的土地。二、依《國家安全法》及《國家安全法施行細則》所劃定公告一定範圍的土地。三、依《要塞堡壘地帶法》所劃定公告一定能範圍的土地。四、各港口地帶，由港口主管機關會同國防地及所在地地方政府所劃定一定範圍的土地。五、其他經中央目的事業主管機關劃定應予禁止取得的土地（參見《大陸地區人民在台灣地區取得設定或移轉不動產物權許可辦法》第二條）。因而如係前述土地以外的其他台灣地區土地，大陸地區人民可以取得；但目前我國對大陸人民在台灣取得不動產是採用「許可制」，如有下述情形之一者，主管機關得不予許可：一、影響國家重大建設；二、涉及土地壟斷投機或炒作者；三、影響國土整體發展者；四、其他經中央目的事業主管機關認為足以危害國家安全或社會安全之虞者（參見《大陸地區人民在台灣地區取得設定或移轉不動產物權許可辦法》第三條）。由前述說明，可知台灣地區人民如有不動產欲出售予大陸地區人民時，務必先瞭解自己所有的土地是否具有前述之情事；除此之外，還須依照法定程序報請主管機關審核、許可。（作者是永然法律事務所所長）

【2002-11-03/經濟日報/18版/保險頻道?房屋市場】

"
2002-11-03_49,"

巨災風險證券化 發展潛力大


【史剛】

台灣地形位於海底火山、颱風及海嘯的集中地帶，使得台灣天然災害相當多。占了保險和巨災保險一個重要部分。尤其在 921之後，許多和地震相關的風險，有再檢討的必要。以國外市場來看，國外產險公司都避免風災、地震運用的轉移風險，國外面臨 911 恐怖攻擊時，產險及保險經營上都相當吃力，大家都了解資本市場是最大的資金集散地，而非私人或公司的資本所可以比擬的，尤其在 90 年代之後，大大小小的天災人禍不斷出現。1996 年出現類似台灣的案例──「加州地震局」，這個例子顯示開放市場不見得要用實際發行證券，而是可以利用來討價的工具。加州地震局因為關連的地理位置相當大，相對的在保險金額上也非常龐大。加州地震局於是提出，如果保險公司所要求的保險費率太高的話，可以直接利用資本市場來發行。加州地震局在 1996 年發行 Cat Bond 的案子，後來又被再保險公司用更低的價格把它給吃下來。這是一個相當有名的案例。在亞洲有另一個非常有名的案例，東京狄斯耐樂園的主要營運廠商 Oriental Land 於 1999 年成為第一家非保險發行公司。這令我們想起新竹工業園區中，大型的高科技公司，如台積電、聯電等。這些公司的風險並非很容易的藉由保險公司所可以承接下來的，這時的考慮就不僅僅是保險公司和再保險公司的問題。就發行者和投資者的角度上來說，它們的好處到底在哪？答案是，它的成立很簡單，並不是為了證券化而證券化，它的證券化是避開了間接金融，無須再經過保險或是再保險公司才分散出去風險，以直接金融的方式把所有的風險轉移到資本市場上來用，由所有投資大眾來共同承擔。假設它的成本會比再保險公司的費用來得大時，就會考慮用到 Cat Bond 的方式。以投資人來說，考慮的因素有二：1. 直接的加碼──以現在所有的機構投資人，不管是人壽或者是銀行及基金，對它們來說，都是一個很大的投資誘因。另外一個誘因是在地震發生的機率和經濟成長對比是等於零的，不可能說經濟不景氣發生地震的次數及機率就減少。所以，它對投資人來說，它是發揮了百分之百的效果。現階段巨災風險證券化，以地理位置來劃分，其百分率以美國占70 %、日本占 10 %、歐洲方面占 20 %。基本上幾次相關Cat Bond 的發行模式裡，有一點非常有趣的是，台灣地區的風險還沒有在證券化的市場來評估，以國際投資人的角度來看，台灣雖是風險很大的市場，但仍有投資機會，所以，台灣巨災保險發展很有潛力。（作者是中央大學財務金融系教授）

【2002-11-03/經濟日報/18版/保險頻道?房屋市場】

"
2002-11-03_53,"

〈莊孟翰專欄〉
標購法拍屋七大注意事項

【莊孟翰】

法拍屋雖具有超低價位之特性，惟其迥異於一般市場交易，因此，標購之前應格外注意以下七件重要事項：一、掌握市場動態：由於法拍屋的底價遠較市價為低，因此標購之前首應掌握正確的市場資訊，尤其是目前法院拍賣都得經過三、四次之後方得拍定，而在法拍屋、銀拍屋、金拍屋爭相拍賣之情況下，對於市場行情動態及價格研判就得多下點功夫。二、實地勘察現場：由於法拍屋拍賣時均貼有法院封條，並且又不開放看屋，因此一般人對實際屋況及內部格局均無從瞭解，惟標購之前仍應親自前往勘查，並向管理員或左鄰右舍打聽是否有哪些潛在瑕疵。三、建物是否一併列入拍賣：一般人對於法拍屋的認知，總認為土地與房屋一起拍賣，殊不知在建築物未取得保存登記之前，或地上建物為違章建築就有可能只拍賣土地而建物未一併列入拍賣範圍；其次，如果是土地與建物並非同一所有權人，通常也不會一併列入拍賣。四、土地共有人持分遭拍賣：如兩人共有一筆土地，而其中一共有人在該土地上持有建物，如其因債務問題而遭法院查封、拍賣，另一共有人則可就此一遭受拍賣之共有人持分部分主張優先購買權，是則此一拍賣標的就遠比一般拍賣標的要複雜得多。五、優先購買權問題：根據法令規定，遭法院拍賣土地之共有人、基地之所有人、地上權人、典權人、承租人，只要其在法院通知之期限內親自或以書面主張其優先購買權時，即可根據得標價優先購買，倘若投標人未能洞悉及此，很可能落得白忙一場。六、虛設租賃問題：由於民法中有關「買賣不破租賃原則」常遭有心人士曲解，導致債務人為逃避因負債而遭查封、拍賣不動產，往往會在法院進行拍賣之前虛設租賃契約，以使標購人無法順利點交，因此，標購之前務必先瞭解清楚是否有租賃契約存在。七、是否負責點交：如果不動產拍賣後法院不負責點交，那麼購屋者只能取得所有權而已，亦即其中如有第三者佔有時，概由拍定人自行處理。一般而言，法院不負責點交的情形有三：1.不動產遭查封之前已出租與第三者，而拍賣當時租賃關係依然存續，此時需俟租約期滿，標購人方有權承受。2.查封時房屋無人居住，拍賣時亦無人異議。3.法院公告上如註明「未經登記」即表示該建物為違章建築，因其沒有所有權狀，法院不負責點交。惟若法院負責點交，則法院有義務將其騰空，並當場點交，此對標購人而言，當較有保障。由於法拍屋超低價位之特性，因此不僅自住型購屋者亟欲低價標購，市場投資人士亦時時不忘掌握獲利機會，惟標購之前務必謹記以上七大要件，俾便確定保障自身權益。 (作者是淡江大學產業經濟系教授 )

【2002-11-03/經濟日報/18版/保險頻道?房屋市場】

"
2002-11-03_59,"

〈CEO 書房〉
創新能力 企業成敗關鍵

【劉先覺】

21 世紀是「知識經濟」的時代，也就是以知識資源的擁有、配置、創造和使用為重要生產因素的經濟型態，一切的經濟活動都以能夠有效應用知識為先決條件。越具有原創性的知識，越能夠創造出更大的經濟利益。因此，創新的能力成為一個企業非常重要的成敗關鍵。多年來，我一直在致力提升整個公司以及員工創新的能力，但人們一聽到『創新』，往往聯想到這是發明電燈、飛機、火箭這些科學家的偉大能力，一般人望塵莫及，因而卻步。我記得兩三年前閱讀過一本書『 Seven Brains ─怎樣擁有達文西的七種天才』，該書是由國際知名的潛能開發大師邁可葛柏(Michael Gelb) 所著，給了我許多啟發。達文西可以說是古往今來最才華洋溢的人，他是藝術家 (著名的蒙娜麗莎和最後的晚餐畫作，以及無數偉大的建築與雕刻的作者)。並對解剖學，植物學、地質學、與物理學有多項貢獻。他也是傑出的軍事工程師，畫出許多現代使用的武器草圖 (包含直昇機、降落傘、伸縮梯、迫擊砲的設計草案 )，雖然一直到數百年後，才真正派上用場，但是創意十足。甚至早在牛頓引力論問世200 年前他就懷疑地球是個球體。一個人如何能有這麼多方面的興趣、能力與成就？其中第一重要的關鍵因素居然是好奇心，對於生活、生命充滿無窮的好奇，終生追求學習不懈。當一個人有了好奇心，在工作上可能就會得到各種靈感，對於公司所提供的產品及服務提出問題：如果使它縮小、放大、變輕、變重、改變形狀、倒過來、綁緊、鬆綁、增加或減少某種元素、零件互換、全天不打烊、提供多一項保證、價格加倍、流程中多一個步驟或少個步驟那又會如何呢？「流水不腐，戶樞不蠹」，流動的水不會腐敗，常轉動的門軸不會被蛀蝕，同樣的，我們的頭腦若能常思考、使用，就不會退化。「學習對於頭腦，如同食物對於身體一樣，是不可或缺的」。好奇心會促使一個人去研究、去學習，具有這種學無止境的精神，才能往創新邁進。這是現代人、現代企業在知識經濟的潮流下, 一個絕對且必須培養的競爭優勢。（作者是全球人壽總經理暨CEO）

【2002-11-03/經濟日報/18版/保險頻道?房屋市場】

"
2002-11-04_104,"遺產沒人要 國產局頭痛
【記者曹敏吉╱高雄報導】
經濟不景氣，負債大於資產的不動產所有人日益增多，這些人一旦亡故，家屬為免於承擔債務，紛紛拋棄繼承，財政部國有財產局各區辦事處為接管這類遺產不堪其擾，已商請司法院於該局提出抗告時，將遺產指定由繼承人代管。
依民法規定，無人承認繼承的遺產，於清償債權並交付遺贈物後，如有剩餘，應歸屬國庫。另依國有財產法規定，國有財產局是非公用財產的管理機關，依法應代管無人承認繼承的遺產。
以往國有財產局處理這類無人繼承的遺產並不多，每年多為個位數，且以單身老人亡故的情況居多，近幾年房地產持續低迷，房價大幅下跌，死者親族拋棄繼承不動產的案件激增，目前國有產財局北、中、南三區分別各約有30、60、50件這類未結案件，且聲請拋棄繼承案仍不斷增加。
國有產財局北區辦事處人員說，台北市某建築商人因債務纏身自殺，死後留下大筆不動產，其中單是在敦化南路的一棟房子便價值數億元，但他的欠下的貸款等債務更多，遺族中沒有人敢承繼他的遺產，包括他的父母、兄弟姊妹、妻兒，全數拋棄繼承。
國有財產局遇到這類案件，通常都會向法院提出抗告，請求改定遺產管理人，但因被繼承人家族均已辦理拋棄繼承，且在沒有其他利害關係人願意出面繼承的情況下，過去法官往往駁回抗告，要求國有財產局處理無人繼承的遺產，國產局受限人力，為看管傷透腦筋。
【2002-11-04/聯合晚報/19版/中台灣】
"
2002-11-04_120,"高雄霖園飯店
面積：60坪，除主臥外，有客廳、餐廳、侍從房。設備：卡拉OK、仿古家具、三溫暖……。價格：七萬元
【謝梅芬】
五星級飯店的總統套房，過去給人的印象多是尊貴奢華，絕大多數人不易進入，但近幾年來，經濟不景氣，飯店業者考慮經濟因素，也開放其他行業當做展場，也逐步揭開總統套房的神祕面紗。
一般民眾都普遍以為總統級套房，是政商名流秘密進「住」，舉行私人派對的最佳場所，但隨著社會多元化，不少商品為促銷也會在總統套房舉辦說明會，以消費者對總統套房的好奇心理，進而達成促銷商品的目的。
高雄市五星級飯店都設有總統套房，每家的總統套房價格一晚約在六萬元到十萬元不等，擁有五十坪以上的面積，除主臥室外，還有侍從房間及客廳、餐廳等，宛如是一座私人城堡。
飯店徵信拒絕不良住客
其實，並不是有錢就能住總統套房，飯店業界在「賣」總統套房都有一個不成文的規定，就是稍做徵信，尤其如果是以往有「不良紀錄」，就是業者所說的「爛客」，通常都會以總統套房已被訂走而婉拒。
也有不少名人有意要住總統套房，但卻不願多付錢，高雄市就有一家五星級飯店，接到一個案例是一位知名度頗高的藝人，南下高雄參加大型活動，主辦單位安排住飯店規定一晚一千六百元，但藝人公司的工作人員卻以該藝人知度頗高，向飯店業者要求住總統套房，由於價格實在差太多，飯店以當天總統套房已被訂而婉拒。
廠商多包下辦展示會
其實不只身分尊貴者對總統套房襯托身分表徵的效果感到趨之若騖，連著名鑽飾名錶的廠商，也多次選在總統套房辦展示會或舉辦會員獨享的展示會，最近國內還有一家著名的內衣廠商華歌爾，就選在高雄霖園大飯店舉行內衣發表秀。
高雄霖園大飯店行銷企劃部協理崔震雄說，五星級飯店總統套房與名人間的相關聯想，總讓外界感覺彷彿是名流享樂的秘密花園。
以高雄霖園大飯店的總統套房為例，常是政要長官蒞臨的第一選擇，如前總統李登輝、陳水扁總統、連戰、宋楚瑜、蕭萬長等，到高雄就經常住在霖園飯店。
藝人曾租用拍攝MTV
除此之外，藝人如劉德華、杜德偉等人也曾租用總統套房拍攝MTV，還有去年金曲獎在高雄舉辦，周杰倫獲獎後，就曾包下整個總統套房與工作人員徹夜狂歡慶功。
展覽方面除了日前的華歌爾內衣發表秀，蒂芬妮及卡地亞等世界頂級的珠寶精品，也曾選在霖園總統套房內，舉辦僅提供給受邀的仕紳名媛觀賞的展覽。
崔協理說，霖園大飯店的總統套房，主要是以豪華典雅的室內風格及經濟實惠的價格，吸引政商名流，住宿一晚七萬元，還要加一成服務費。
霖園飯店總統套房位於全館最高客房樓層的卅九樓，所以在視覺上設計可三面盡覽港都魅力景致的落地窗景，佔地六十坪的空間，規劃為客廳、餐廳及主臥室等三個區域，所有的線型飾版以廿四K金粉漆製而成，歐洲宮廷風格的客廳挑高六米，入口處以手工嵌入的花紋地板，優雅非凡，並備有立體聲環繞音響的卡拉OK，讓賓客盡歡。
另外，還有可招待十多人用餐的景致餐廳及上等仿古家具裝飾的典雅書房，都附有客人專屬化妝室，衛浴設備方面包括有按摩浴缸、蒸氣室三溫暖設備，相當舒適。
如有隨身侍從，總統套房旁加設豪華雙人房可供住宿，以連通房設置實心原木活動門板間隔，可由入住貴賓視情況使用。
【2002-11-04/聯合報/21版/城鄉】
"
2002-11-04_20,"無人繼承遺產激增 看管傷腦筋
經濟不景氣 遺族紛紛拋棄繼承 國產局盼提抗告時 指定由繼承人代管
【記者曹敏吉╱高雄報導 】
經濟不景氣，負債大於資產的不動產所有人日益增多，這些人一旦亡故，家屬為免於承擔債務，紛紛拋棄繼承，財政部國有財產局各區辦事處為接管這類遺產不堪其擾，已商請法院於該局提出抗告時，將遺產指定由繼承人代管。
依民法規定，無人承認繼承的遺產，於清償債權並交付遺贈物後，如有剩餘，應歸屬國庫。另依國有財產法規定，國有財產局是非公用財產的管理機關，依法應代管無人承認繼承的遺產。
以往國有財產局處理這類無人繼承的遺產並不多，每年多為個位數，且以單身老人亡故的情況居多，近幾年房地產持續低迷，房價大幅下跌，死者親族拋棄繼承不動產的案件激增，目前國有產財局北、中、南三區分別各約有30、60、50件這類未結案件，且聲請拋棄繼承案仍不斷增加。
國有財產局南區辦事處接管科指出，該處接管的這些房地產，通常坪數都不大，因被繼承人的負債大於資產，經變賣處理後，不但對國庫收入毫無幫助，還增加國有財產局的人力的負擔。
國有財產局遇到這類案件，通常都會向法院提出抗告，請求改定遺產管理人，但因被繼承人家族均已辦理拋棄繼承，且在沒有其他利害關係人願意出面繼承的情況下，過去法官往往駁回抗告，要求國有財產局處理無人繼承的遺產，國產局受限人力，為看管傷透腦筋。
【2002-11-04/聯合晚報/19版/南台灣】
"
