,2005-11
2005-11-01_14,"

《新聞分析》
買商辦 志在獲利


【記者 梁任瑋】

太平洋電信電纜出售多年的大陸工程敦南大樓，終於找到買主，還是資金雄厚的美系外資龍昇（Lone Star）基金公司，雖然有不少房地產業者認為「買貴了」，但背後所透露的卻是外資機構投資人已悄悄從收購不良資產，轉向直接購買頂級辦公大樓，標的有愈買愈大的趨勢。台灣住宅市場因推案量過多，近日面臨空頭危機，但商用不動產交易投資卻絲毫不受景氣影響，接連成交。今年以來，龍昇斥資數十億元接連買下小西華飯店、西華大樓與大陸工程敦南大樓，種種動作顯示，外資法人早已擺脫數年前只吃不良金融資產（NPL）的角色，藉由一買一賣之間賺取更大利潤。目前檯面上可買的物件大多有債權問題，這也迫使外資機構不排斥接觸有法律問題的不動產，因為創造現金流量是外資機構投資人的動機，購買商用不動產只是手段，順利獲利了結才是最終目的。

【2005-11-01/經濟日報/A2版/財經要聞】

"
2005-11-01_23,"

桃竹房市 換屋族是主力
禽流感潛伏 業者加速推案 抓多少賣多少

【記者鄭育容╱台北報導】

桃竹地區購屋需求主要來自換屋，北區房屋對桃竹地區的帶看客戶做抽樣問卷調查，發現搜尋購屋者當中，最多人是因為目前居住房舍的「空間不足」而看房子，例如小孩長大，需要每人一間房，或者家中長輩行動不便，舊公寓不利老人家進出；其次是考量學區因素。北區房屋首席總經理彭培業表示，抽樣調查的結果某種程度反映了桃竹地區房價較低的特質，因為利率低檔、購屋負擔相對偏低，在所得不變的前提之下，民眾有能力換取更大的生活空間，得到較佳的生活環境，部分民眾願意賣舊屋換新屋。彭培業表示，利率已逐漸升高，房市更出現供給過量的隱憂，未來購、換屋，民眾最好留意「區域優劣漲跌互見」的原則，選擇重要的交通建設沿線購屋，較能確保房價相對抗跌。 近期市場調查報告顯示，房市成長趨緩，上周國產局標售土地甚至出現建商高價棄標，再者禽流感來勢洶洶，房市業者已有憂患意識。信義房屋協理張欣民表示，去年以來，不少建案的推案時程或有延宕，在供給量大的前提下，市場景氣稍歸平靜，未來一季還有禽流感埋伏，以SARS經驗來看，已經有代銷商做好來人將銳減的心理準備，在疫情真正爆發前，業者反而會加速推案，能抓多少買氣就賣多少房子。

【2005-11-01/聯合報/B3版/理財】

"
2005-11-01_3,"

真禽指數 另類購屋時機
逢低買進有賺頭 上網看屋與健康住宅將成新趨勢

【記者李盛雯╱台北報導】

世界衛生組織預估明年1到3月是禽流感最可能的爆發期，到時候全球經濟將遭受嚴重衝擊，房地產市場也會受到影響。房仲業者認為，房市的波動因素很多，禽流感不是唯一的理由，即使疫情爆發，也不宜過度反應，如果逆向思考，說不定還是逢低買進的好時機。太平洋房屋總經理高永昆分析，禽流感對房市的首要衝擊是去化遲滯，房市出現短空效應。禽流感大流行時，預料民眾會盡量減少外出，公共場所門可羅雀，看屋人口直線下降，房屋市場買賣動能勢必退縮，帶看量也明顯下滑，房屋仲介買賣交易撮合難度相形增加。根據SARS經驗，單月成屋市場成交量將減少一成以上。實體看屋來店量減少，透過線上語音與虛擬看屋人數成長15%。留言量成長一成，線上預約看屋也大幅成長二成。高永昆預測，一旦禽流感報到，為了自保，透過虛擬通路上網看屋會逐漸成為民眾的新選擇。對於精研投資的人來說，禽流感未必不是逢低買進的時機。因為當恐懼殺盤出現時，所有標的都會下跌，有能力和有眼光在低檔回補的人就是最大贏家和新富豪。在選擇上，抗跌保值屋是首選。依據SARS經驗顯示，疫情控制之後，具備保值條件的大安區和信義區等優質地段，成交量卻持續熱絡，價格也不斷上漲，可見購屋時應該將未來轉賣脫手的情形列入考量。另外，歷經SARS和禽流感，健康住宅將越來越流行。消費者對健康概念養生住宅接受度大增，尤其是棟距大、通風採光佳、視野開闊、綠化率高、周邊環境開闊的產品將成為銷售熱點，反倒是每層戶數多的大樓有被冷落趨勢。

【2005-11-01/經濟日報/B4版/不動產投資】

"
2005-11-01_47,"

買豪宅 拍賣屋也找得到
比市價便宜兩成以上，一年不超過20件，但多為投資客壟斷，搶標動作要快。

【記者陳芝艷╱台北報導】

「仁愛鴻禧」、「鳳翔大廈」、「一品大廈」這些有名人入住，地點佳且坪數大，總價動輒數千萬元的豪宅，其實在拍賣屋市場裡也找得到，價格還比市價便宜約二至三成。不過，要在拍賣屋中找豪宅，數量並不多，104法拍屋總經理籃茂山說，一年大概不超過20件，僅占拍賣屋市場2%左右，100件中只有兩件。依一般房仲業所下的豪宅定義，最重要的因素就是單價要高，除了房價因素外，還包括三個基本條件，即使用面積寬大，擁有舒適生活空間；完善的公共設施，例如游泳池、健身房、SPA等；以及優異的防火防災功能等。台北市聯合拍賣會主委詹尚閔說，拍賣屋市場的豪宅案件，其實和一般房地產市場相同，來源不外乎鳳翔、信義雙星等這些台北市十大名廈，也有在陽明山仰德大道上的獨棟別墅。想要享受這樣的居住環境，除了以市價買進，如果把握拍賣屋市場的機會，至少可節省兩成以上的預算，以一間3,000萬元的豪宅來說，少兩成就可省下600萬元。以去年8月拍定價3,388萬元的位在大安區仁愛路上的仁愛鴻禧，一件70坪的物件來說，目前附近路段同樣70坪左右的豪宅市價約4,500萬元。由於金拍屋和法拍屋原本就不能進房屋內部看屋，如果標的物是豪宅，環境管理更為嚴格，一般人就更沒辦法了解房屋內部格局，投標前只能詢問附近曾賣過豪宅的房屋仲介。不過，由於有能力購買豪宅的大戶最怕囉唆，通常不會自己出面看屋或跑法院處理投標不點交這些事，而且大戶如果買豪宅，預售屋或新屋通常還是優先選擇，較少人會在拍賣市場裡撿便宜，詹尚閔就說，如果對一般自住型的有錢人來說，豪宅在拍賣市場的接受度反而算很低，這些豪宅案件幾乎有八成都是被經驗老到的投資客標走，轉手就可獲取可觀利益。籃茂山估計，豪宅拍賣屋的單價每坪大約介於40至60萬元，坪數至少也都在80坪以上，也有不少超過百坪的案件，拍賣底價至少都要在3,000萬元以上，也有不少7、8千萬元甚至上億元的案件，由於豪宅市場較為特殊，通常有十年經驗以上的投資客較有能力介入，每次拍賣時投標人數也都不會超過十個人。

【2005-11-01/經濟日報/B1版/財富管理】

"
2005-11-02_157,"

高檔飯店周年慶 打優惠牌

知本老爺便宜兩千 春秋烏來送禮、抽機票

【記者周立芸╱台北報導】





	                       		春秋烏來房價無優惠，贈好禮迎賓。　圖╱春秋烏來提供非報系
	                      


	                       		周年慶住知本老爺，省錢享受多。　記者牟迎馨╱攝影
	                      







                  	  春秋烏來房價無優惠，贈好禮迎賓。
                  
                  

高級休閒飯店春秋烏來、知本老爺11月舉辦周年慶，推出平時不多見的優惠案。知本老爺即日起到年底包裝「優湯饗宴」專案，平日兩人成行每人2,800元 （逢假日每房需加價1,800元，含稅及服務費），內容含住宿、早餐、船歌BBQ晚餐、機場或火車站接送一次，比未優惠前便宜近二千元，且多了晚餐，還贈送與讀者文摘合作的「益智撲克牌」。住宿當天生日者（憑身分證），可獲6吋生日蛋糕一個，11月29日當天每房一個6吋蛋糕。28、29日晚7時在台東知本老爺飯店2樓，有蔣勳演講兩場，主題為「只為一次無憾的春天」、「知本10帖」，房客可以免費參加。知本老爺：（089）510666。春秋烏來房價雖無優惠，但11月入住可獲贈禮三選一（sisley基礎護膚組、Siliq雙人下午茶一組或韓國小天王Rain個人演唱會DVD），另可參加烏來國中小學師生舉辦的「泰雅神話及文物器具版畫及鑲嵌藝術作品」展覽評選，抽台北—香港機票。春秋烏來的住房+餐起價13,000元，平日折扣約75折起，假日照訂價，都另加服務費一成。春秋烏來（02）26616555。

【2005-11-02/聯合報/E8版/旅遊休閒】

"
2005-11-02_165,"

買屋 投資客增加了

【記者李盛雯╱台北報導】

根據房仲業者統計，截至今年10月底止，桃竹地區購屋者中，投資族上升2.54%，顯示消費者對於保值的不動產投資意願升高。此外，購屋者中的女性購屋比重比去年升高3%，女性經濟能力和購屋行為不容小覷。北區房屋不動產理財研究室統計客戶資料發現，民國94年首購族占79%、投資族占12%、換屋族占8%。對於住宅市場而言，首次購屋有近八成，和去年相比，投資族明顯增加，首購族和換屋族都下降超過1%。不過，距離年底還有兩個月時間，預估首購與換屋族群的比率與去年差距不大。根據94年10月消費者信心指數（CCI）調查的總數為72.59點，與上月比較，上升1.17點。五項指標中，以購買耐久性財貨時機上升幅度最大，達到113.45，比上個月的調查結果上升3.2點。顯示消費者對未來投資耐久性和保值性標的抱持樂觀。北區房屋首席總經理彭培業認為，投資族比重增加的原因，包括最近兩年房地產市場景氣穩定成長、銀行存款利率下降，消費者把現金存放在銀行領利息的報酬並不高，投資保值性高的房地產意願增加。根據行政院主計處統計，2005年9月底止，我國女性勞動力人口數437萬人，勞動參與率48.13%，較去年727.2萬人，勞動參與率47.71%，增加了近10萬人與0.42%的勞動參與率。從2001年至今五年，我國女性勞動人口增加39.3萬人，勞動參與率增加2.03%。彭培業分析，女性購屋增加原因主要由於女性意識抬頭、經濟能力增加、自主能力提高，再加上女性接受教育程度普遍變高，在工作上也有良好表現，高所得收入女性比過去多，女性的購屋能力大幅提升，過去以男性為主的購屋市場也逐漸改變。

【2005-11-02/經濟日報/B4版/不動產投資】

"
2005-11-02_63,"

徐維嶽案 檢方：沒保命光碟
強調沒押錯人 希望外界不要無中生有


【記者蔡維斌╱虎尾報導】

雲林地檢署起訴前檢察官徐維嶽，昨天針對盛傳徐維嶽握有「保命光碟」及先前「押錯人」的說法，強調檢方既沒押錯人，徐維嶽也沒有保命光碟，希望外界不要無中生有，混淆視聽。檢方指出，經了解，「保命光碟」只是1位調查員接受筆錄的過程，沒有其他影像。光碟片是徐維嶽調離雲林地檢署前約1個多月進行偵查的，當時調查員在查大陸妹賣淫案時有些傳聞，徐維嶽即根據傳聞著手調查，並約談相關人員，光碟只是錄下約談的過程。檢方指出，辦案人員如涉及不法，檢方連自己人（指徐維嶽）都辦了，豈有縱容其他辦案人員違法的道理，就像徐維嶽案也有軍方調查人員涉案，檢方一樣查辦。至於「押錯人」一事，檢方表示，先前報導指稱刑事局組長林續鵬遭檢方錯押，如今林續鵬已被起訴，如押錯人如何能起訴？押錯人如屬故意，不只須負行政責任，且涉濫權拘捕，是觸法行為，被指遭錯押的林續鵬與徐維嶽未能利益迴避，還向當事人買房子，姑不論房價高低，買房子是事實，這當中是否牽扯貪瀆，應讓法官就事證裁判。

【2005-11-02/聯合報/C4版/雲嘉南綜合新聞】

"
2005-11-02_87,"

換屋 多因空間不足

【記者李盛雯╱台北報導】

國人房屋自有率八成五，基於不動產的高價特性，消費者購換屋的機會並不多，除非重要原因，否則不會輕易換屋。房仲業者調查發現，國人換屋的第一大原因是因為家庭成員增加，空間不足，所以換屋。北區房屋不動產理財研究室針對各店頭10月13日至10月19日期間，帶看客戶抽樣問卷調查發現，消費者換屋原因比重最高的是「空間不足」，像是小孩長大，需要一人一個房間，或是家中長輩行動不便，舊公寓對老人家出入不方便。其次是學區關係，為了給孩子較好的學習環境，避免受到太多環境影響，接著是工作調動，所衍生的居住需求關係。北區房屋首席總經理彭培業指出，這二年來房價上漲，原有房屋可以賣到較好的價格，讓換屋族的相對購買力較高，可以買到較新的房屋。此外目前利率仍然位於低點，還有優惠房貸可以申貸，也激發部分消費者換屋。彭培業分析，房市這兩年來相當熱絡，主要原因在於房市沉寂過久，以及政府多項利多支撐等多重原因所形成的強勁買氣，而低利率的環境也扮演了相當重要的啟動力量。不過，未來利率己經逐漸升高，房市也逐漸出現供給過量的隱憂。彭培業建議，未來購換屋時，要注意房市「區域優劣漲跌互見」的原則，儘量往重要的交通要衝，或是重要的交通建設地點尋屋。他舉例，高鐵場站附近，或是捷運站周邊，都會是未來相對抗跌，率先起漲的區域。

【2005-11-02/經濟日報/B4版/不動產投資】

"
2005-11-03_118,"

汐止收費站 像汽車墳場
中山高便道前 廢棄逾百輛 民眾不滿 警方：我們查扣的啦 不領回就拍賣

【記者張祐齊╱汐止報導】





	                       		中山高速公路汐止收費站前方便道，堆滿警方查扣的廢棄車輛，民眾認為有礙觀瞻，希望儘速清理。　記者張祐齊╱攝影
	                      







                  	  中山高速公路汐止收費站前方便道，堆滿警方查扣的廢棄車輛，民眾認為有礙觀瞻，希望儘速清理。
                  
                  

中山高速公路南下路段汐止收費站前方便道，民眾檢舉廢棄車輛停滿車道，宛如一座汽車墳場，嚴重影響觀瞻；要求警方設法改善，恢復道路原貌。汐止長江街一帶因為鄰近汐止收費站，日夜來往的車輛噪音，居民早就詬病，再加上收費站前便道停滿超過100台各式廢棄車，嚴重影響觀瞻，連帶導致當地房價始終無法提升，民眾不滿聲浪日益高漲。國道警察局汐止分隊小隊長郭文章指出，這些車輛都是警察單位查扣的車輛，車主在公告期限3個月內未領回，就會以掛號單通知車主，如果還不來領回，才依法進行拍賣，所以並非讓車輛棄置在路旁。郭文章也表示，有些酒駕車主因為罰款高於車輛現值，索性就不領回，酒駕扣車的罰單第一級就從1萬9500元起跳，如果車主的車輛年分久遠，估算後當然寧願丟給警方處理，這也是造成廢棄車輛過多的原因。如果查扣車輛較多，各分隊每年都會進行至少2次的拍賣，汐止分隊每次約可拍賣近50輛車。國道警察局第一警察隊交通組長兵界力表示，曾有未領車的民眾，因為車籍資料未註銷，稅金一直累積，直到收到國稅局的罰單，追討牌照稅等稅金，才想起來要來領回車輛；但因為早已超過領車公告期限，反而指責警方未善盡「保管」責任，讓警方啼笑皆非。兵界力也提醒心存僥倖的車主，如果遲遲不將車輛領回，就會將車輛依法進行拍賣，以拍賣所得來抵扣罰款；另外，被查扣的車主收到公文送達通知後，務必要立刻處理，如果置之不理，車輛也會依廢棄物來處理。

【2005-11-03/聯合報/C1版/北縣．文教】

"
2005-11-04_109,"

昆陽星鑽 南港增值快
位處三鐵共構新站特區 銷售爆發力強


【高敏惠】





	                       		「昆陽星鑽」打出入主「台北新東區」為主訴求。　昆陽星鑽╱提供非報系
	                      







                  	  「昆陽星鑽」打出入主「台北新東區」為主訴求。
                  
                  

【台北訊】榮鼎開發投資興建，超營實業代銷的「昆陽星鑽」，鎖定捷運昆陽站，看準三鐵共構的新站特區、第二世貿動工及南港軟體園區啟用的增值，打出入主「台北新東區」為主訴求。南港的高價熱門區段，還是以南港路為主軸，尤其是與成功路交接一帶的南港圓環，緊扼內科、河濱公園、松山車站、饒河夜市、昆陽捷運站、信義計劃區、三鐵共構南港車站與電視台中心點的「昆陽星鑽」，還未正式公開就蓄積銷售爆發力，詢問、預訂熱線不斷，預料將成為南港區買氣上竄的指標型個案。該案現場專案甄錫璞分析，南港在經貿園區、三鐵共構兩大特點下，已經逐漸形成「第二信義計畫區」，但房價卻一直是台北市的後段班，相對於高價位潛力區如內湖，以及台北精華地段的中古屋市場，位在成功路一段的昆陽星鑽，渴望成為台北市中產階級的購屋新目標。甄錫璞說，沿著忠孝東路走，南港勢將成為信義計劃區之後的台北東區副都心，一般預料該區也是年底投資或自住者熱門的選購區。

【2005-11-04/經濟日報/D1版/房市天地】

"
