,2013-04
2013-04-01_103,"愛攪和 當上央視評論家
【特派記者吳父鄉╱北京專題報導】
今年1月，旅居北京的霍德明回台灣動白內障手術。他形容這段時間，打開台灣電視，看到最多的就是美女、美食，再不然就是「大貓跳、小狗叫」的新聞；相較於北京生存的競爭、打拚與殘酷，他深深覺得台灣就像個世外桃花源。
經過了多年的奮鬥和拚搏，現年57歲的霍德明突然覺得，桃花源也蠻好的，與世無爭； 他也會思索，「若當年我還留在桃花源，不知有漢、無論魏晉，Pretty good！」
但他還是強調，如果時光重來，他還是會選擇「出走」大陸， 原因很簡單：「少壯不努力，老大徒傷悲呀！…年輕人如果不想在世界競爭舞台上被淘汰，就該醒醒了。」
霍德明最常掛在嘴邊的一句話就是「姓霍的，到處一攪和」，談到未來人生規劃，他表明，未來2、3年都會留在北京，之後可能會再去其它地方「攪和」，回台灣的機會不大；「但我也不能把話說死（指回台灣），冥冥之中會有定數。」
他透露，這一年多來，他的心境已從「台灣人」轉變為「中國人」了，妻子也很嚴肅地對他說：「你就是那種會講一點閩南語的大陸人」。剛開始他還不承認，但在台灣就醫，被推上手術台前，護士一句詢問 「台灣人？」，讓他驚覺，原來自己言談舉止、思考模式已接近大陸人了。
然而，正因為已逐漸認同自己是「中國人」的想法，讓他過去一年心裡並不好受，大陸的制度、社會、貪汙腐化、食品安全問題，讓他內心充滿矛盾。
除了教授一職，霍德明更是兼職的媒體工作者。2008年起，霍德明便在央視財經頻道當評論員。他稱，因為這個節目，讓他從單純的教課、做研究的學校教授，接觸到不同的視野，往來對象、討論課題也讓他大開眼界。因為媒體工作，讓他看到大陸某些黑暗面，包括地方政府勾結，欺負百姓等。
初期，霍德明每周要去央視2至3次，壓力很大。每天上午10 點到央視報到，接著與當地記者、工作人員連線，「吃透」每個問題，最後才是錄影，一直到下午6點才能離開攝影棚。
他回憶，過去4年，談論最多的是「房價」。因頗受觀眾好評，此後，還受邀到央視電影台，擔任影評人。
【2013-04-01/經濟日報/A11版/兩岸話題】
"
2013-04-01_179,"買方市場掛帥
二線城國五條 不提20％個稅
【記者林宸誼╱綜合報導】
繼北京及上海，廈門、大連、濟南、深圳、貴陽、南京、青島等城市昨（31）日公布樓市調控的細則，明確規定2013年新建商品住房價格漲幅，應低於居民人均可支配收入實際增長水平，但未提到「國五條」細則規定的徵收20%個稅。
中國之聲《新聞晚高峰》報導，就各地目前表態來看，調控目標和舉措有鬆有緊，總體來看與市場預期存在距離。截至目前，僅有北京、上海、重慶、合肥、濟南公布地方細則和控制目標，大連、貴陽、南寧、廈門等地公布房價控制目標，但沒有公布具體調控細則。
上海交通大學海外學院教授致張永河指出，由於二線城市是買方市場，因此「地方版」的國五條，並未提及徵收20%個稅。
北京、上海、重慶都呼應「國五條」20%個稅規定，同時叫停第三套及以上住房貸款；北京動作最大，還規定單身人士限購一套住房，並表示將進一步提高二套房首付款比例。反觀濟南、合肥，都沒有對20%個稅和限購、信貸政策作出具體規定； 多位地產業內人士直指，合肥版細則避重就輕。
騰訊財經報導，廈門市國土房產局公布，嚴格執行限購限貸政策、稅收政策和差別化信貸政策，增加普通商品住房及用地供應，加快保障性安居工程規劃建設，健全房地產市場運行和監管機制，確保完成2013年新建商品住房價格控制目標。
濟南稱，2013年住房用地供應總量，不低於過去5年平均實際供應量；開工建設保障性安居住房1.5萬套、向社會提供分配各類保障性住房不少於6,000套。合肥明確規定今年新建商品住房價格增幅「上限」，並要求已備案的商品住房3個月內不得漲價。
【2013-04-01/經濟日報/A11版/兩岸話題】
"
2013-04-01_190,"國五條大限逼近 各地推細則
【大陸新聞中心╱綜合報導】
隨著大陸官方部署的各地「國五條」落地大限逼近，近兩天北京、上海、重慶、合肥、廈門等地相繼推出各自的調控細則。
雖然各地細則鬆緊不一，但專家指出，多地的細則不細、可操作性不強等問題明顯，行政手段進一步強化的跡象明顯，地方版「國五條」有待進一步具體化。不過也有專家指出，若地方細則執行有力，則短期內能夠影響預期，為過熱數月的大陸樓市降溫。
中新社報導，去年6月以來，蔓延中國主要大中城市的「樓市高燒」持續升溫。截至今年2月，多數大中城市房價已連續9個月環比上漲。尤其是包括北京、上海等在內的一、二線城市，房價已現 擔憂。
在此背景下，2月20日和3月1日中國官方相繼公布房地產調控新「國五條」及其細則。官方部署，月底前，各地方版的細化政策將陸續落地，為原則文件提供可操作性。
從各地設定的房價控制目標來看，京版細則對房價目標控制最嚴厲，細則提出2013年北京新建商品住房價格相對2012年保持穩定，進一步降低自住型、改善型商品房價格；上海將房價控制目標設在「基本穩定」；而重慶、合肥、大連、廈門等城市則均規定房價上漲幅度小於收入漲幅。
偉業我愛我家集團副總裁胡景輝指出，各地細則普遍對價格調控範圍的規定含糊，「例如針對什麼類型、區域的住房；目標房價以何種方式統計；漲幅具體多少等問題尚未有明確回答」。
中國房地產及住宅研究會副會長顧雲昌分析，各地公布的目標大致與其樓市熱度相呼應—北京、上海等一線城市偏緊，而重慶、合肥、廈門、大連等則較為溫和。
雖然多個城市提出收緊二套房貸政策，但具體的頭期款及利率比例並未明確規定。亞太城市房地產業協會會長謝逸楓指出，北京僅提二套房貸頭期款提高，但成數、利率並未定。而上海更模糊地表示將適時收緊二套房貸政策。他表示，政策預留下一些漏洞與自由操縱空間，仍需更進一精細化。
至於調控中再次強化行政手段的跡象，顧雲昌指出，地方政府更多地訴諸限價、限購等行政化調控手段實乃多方力量博弈之下的權衡之策。
他分析，由於固家需求的群體依然龐大、投資性需求難以根除、貨幣流動性充裕、地方債務嚴重依賴土地財政收入，熱點城市的房價壓力增加，調控難度劇增。
未來隨著細則的陸續公布，胡景輝表示，由於「國五條」公布後已釋放大量需求，預計今後6個月內新房、二手房交易量均會下滑，但價格會先趨穩，下半年預計穩中有降。
【2013-04-01/聯合報/E4版/華東台商】
"
2013-04-01_206,"選股奏功上周海外基金績效前十名占八檔
大中華基金 強棒
【記者李娟萍╱台北報導】
受到歐洲賽普勒斯銀行擠兌潮影響，近一周國際股市表現震盪，大中華股市也僅台股微幅上漲，但在選股奏效下，近一周近200檔海外基金中，前十強就有八檔由大中華基金囊括，漲幅皆超過3%。
投信業者認為，陸股從去年11月起漲後，最近出現較大震盪，但長多走勢並未改變，從價值面及評價面來看，仍是長線布局不可少的標的。
群益華夏盛世基金經理人葉書弘表示，中國大陸房市調控政策，壓抑過去一段時間的陸股表現，中長期而言，民眾購屋的買房需求仍強，調控措施很難阻止房價向上趨勢，只可能讓房市漲勢較為緩和，且A股地產股較香港股市評價低廉，仍具投資價值。
葉書弘表示，大陸製造業與消費持續回溫，本地消費者及投資者過度悲觀的情緒已開始轉變，近期大陸工業生產數字雖出現季節性回落，預期後續將回到上升的軌道，在產業部分，看好大陸消費品牌、汽車、精密機械等。
群益大中華雙力優勢基金經理人蕭棋文指出，香港2月底推出第二度增加印花稅政策，打壓非首套房的購買者，香港房市立即降溫，不利港股權值股表現。
但從資金流入狀況分析，近期資金流入雖然放緩，但未出現淨流出，蕭棋文指出，香港當地零售銷售成長9.8%，今年目標設定在雙位數成長，以目前情勢分析，下半年成長10%至15%的機會頗大，整體來看，今年的消費狀況將優於去年。
在股市方面，蕭棋文指出，目前港股的沽空比（投資者放空證券股數占日均成交量的比例）已達12%至14%，來到歷史上相對偏高的水位，顯示港股這波的修正接近尾聲，港股後市表現值得期待。
德盛安聯投信產品首席陳柏基指出，大陸兩會已確立積極財政政策，以人民幣兆元計的城鎮化計畫拉動內需。但要注意的是，兩會確立貨幣政策主軸是穩健，透露大陸不希望重蹈金融海嘯後，過猛政策導致資產泡沫的覆轍。
陳柏基表示，投資港股及陸股，重點必須落在選對內需題材，避免在調結構的主軸上，押注高耗能和產能過剩的產業。
【2013-04-01/經濟日報/B2版/基金天地】
"
2013-04-01_207,"《流通證券‧活絡經濟》
企業籌資更便捷 大眾投資更穩當
美麗信 轉投資傳喜訊
下半年轉上櫃 美麗灣渡假村通過環評復工、重慶添據點 營運有勁
【記者陸煥文╱台北報導】
美麗信酒店（2730）與關係企業合資的美麗灣渡假村，日前因通過環評而復工，預計年底落成，並將委由美麗信經營管理。美麗信表示，在旗下投資不確定性降低下，美麗信預計今年下半年可興櫃轉上櫃。
美麗信今年據點拓展計畫出現進展，與關係企業德安開發承租經營的新竹美麗信，於上月正式開幕營運，141間客房，初期目標平均房價3,000元以上，住房率50%；爭議多時的美麗灣度假村也因通過環評而復工；此外，也談好將進駐重慶大學城，經營海外第一間飯店。
美麗信29日興櫃無成交，28日收盤價18元。美麗去年營收3.3億元，年增5%，今年前二月營收4,976.5萬元，年增近2%。
重慶的物業由關係企業「香港美麗信發展公司」向當地業者承租，再轉交由美麗信經營管理，香港美麗信為美麗信出資10%，和關係企業美亞鋼管合資成立的公司。
而投資興建美麗灣渡假村的美麗灣渡假村公司，是由美麗信持股13.33%，與母公司志信國際等關係企業合資成立。
美麗灣完工後，同樣將委託美麗信經營管理。
美麗信表示，經營管理能力是一家飯店的價值所在，必須集合多年產業知識與經驗，世界一流五星飯店品牌，做的大多是經營管理生意。
而四星飯店品牌，在這塊市場中競爭者尚不多，美麗信品牌以五星品質、四星價格為定位，未來將逐步拓展經營管理業務，減輕開飯店業投入大量資金的負擔。
為增加品牌知名度、吸引人才，美麗信表示，公司一直有上櫃計劃，去年因為旗下美麗灣投資案停工而暫緩，但日前環評已經通過，今年上櫃計劃將繼續進行，6月股東會也將公司申請股票上櫃案列為討論事項。
美麗信最大股東志信國際，為泛美麗華集團的成員之一，美麗信表示，看好大陸十二五計劃，推動大西部的發展潛力，加上一線城市飯店業競爭激烈，美麗信進軍大陸，以二線城市為主，而集團跨百貨、營建領域的經驗與資源，將是進大陸一大助力。
【2013-04-01/經濟日報/C5版/上市櫃公司２】
"
2013-04-01_283,"張上任首日 陪郝視察捷運信義線
【記者楊正海╱台北報導】
原政治大學教授張金鶚，上午就任台北市副市長，走馬上任第一天，陪同市長郝龍斌視察捷運信義線共管工程進度，聽取捷運局工程簡報，並實地視察共管隧道及電信、電力等纜線吊掛支鐵托架。
張金鶚是接任前副市長陳威仁出任行政院秘書長後的職缺，接手督導的市府局處，包括都市發展局、工務局、交通局、捷運局、地政局等12局處，除了面臨台北市高房價的議題外，文林苑都更案和近來鬧得沸沸揚揚的台北雙子星大樓聯合開發案，都是棘手的問題。
張金鶚上午陪同郝龍斌視察捷運工程，聽取捷運局工程簡報，兩人偶有交換意見，同行的還包括捷運局長蔡輝昇、工務局長張培義，行程約40分鐘結束。
張金鶚上午沒有受訪，他上任前一晚特別在臉書發文，未來可能無法向過去般接受個別採訪，除因官方角色必須謹言慎行外，也因公務繁重，不容易一一個別受訪，希望儘量透過市府發言人安排，統一受訪。
針對台北雙子星案，外傳檢調要約談郝龍斌，對此，郝說：「尊重司法，也希望檢調速偵速結、勿枉勿縱。」他說，北市府一貫立場就是尊重司法，無論任何層級，只要涉案一律嚴辦；此外，他也要求所有同仁配合司法調查。
【2013-04-01/聯合晚報/A10版/焦點】
"
2013-04-01_293,"京滬新國五條細則「避重就輕」，利空可望出盡…
打房不算狠 地產股將反彈
【記者蘇珮儀╱綜合報導】
極具指標性的京滬新「國五條」細則於上周末發布，表面看似將對房地產股帶來一波壓力，但有專家指出，細則不會打擊A股，反而因重大利空至此出盡，將為地產股帶來小幅反彈，市場多空看法分歧。
北京和上海的「國五條」細則發布，在市場預期之內，沒有比國務院的規定更嚴厲，特別是京滬兩城市均未有明確的房價調控目標，避重就輕，連前總理溫家寶「促進房價回歸」的用語都未列出。
中證網分析指出，京滬為大陸政治與經濟中心，「國五條」細則對全大陸具有示範意義，其他城市的細則將緊接其後推出，預計力道不會強過京滬兩地。市場人士認為，「國五條」及地方細則對房地產股的壓制或將告一段落。
專家稱，3月初「國五條」發布，4日首個交易日股指大跌，其後維持弱勢震盪，「國五條」的壓力獲得消化，過去一段時間地產股及滬指的下跌已包含了對京滬等一線城市嚴格執行「國五條」細則的預期；尤其實際情況並未太超出預期，預計京滬的細則不會對本周A股構成重大利空，甚至可期待地產股小幅反彈。
以3月25日廣東「國五條」發布力道溫和的細則為例，隔日房地產股早盤出現快速衝高的行情。
新浪財經專欄名家老艾認為，地產調控行之多年，龍頭地產公司的業績卻不降反升，「國五條」等於再次把地產股砸出底部，目前就是機會。
甚至有股市專家預測，4月1日地產股如果開低走高，代表這項政策只是利空出盡的預兆，難有打壓房價的積極效果。
分析指出，從去年12月至今年2月初，種種利多釋放推動A股處於單邊升勢；但到了今年2月上旬升勢逐漸打破，市場出現明顯調整，原因包括IPO將重新開閘、「國五條」及細則發布、1至2月經濟數據較弱、銀監會提高銀行理財產品和農村中小金融機構監管力道，影響社會融資總量等，諸多利空因素襲擊A股。
專家指出，利空出盡短期將令市場出現反彈，但整體延續震盪的可能性也大。利空逐步兌現後市場向下壓力釋放，房地產調控政策利空短期對市場的影響將趨弱化，監管部門規範影子銀行對流動性預期的影響趨於明朗。
專家說，目前股市仍存在較大不確定性，後續走勢須關注IPO開閘時間和力道是否超出市場預期。
【2013-04-01/經濟日報/A12版/陸港股市】
"
2013-04-01_364,"顏炳立：北市高房價 問題在求過於供
【記者游智文╱台北報導】
張金鶚今天上任台北市副市長，並在臉書公布五大目標方向，戴德梁行總經理顏炳立上午表示，張金鶚提出的方向，如能落實，可解決北市高房價困境，降低民怨，但要做到不容易，他期待張金鶚能夠做得到。
顏炳立和張金鶚這幾年對房市看法南轅北側，市場分別給與多頭和空頭總司令稱號，雙方上電視時並常常激烈交火。張金鶚在臉書所說的五大目標方向，對房市較有關聯的包括加速都更腳步、推動公營住宅普及化及空屋利用、強化不動產市場資訊透明度、對民間發布的市場資訊進行管理與規範、推動實價課稅，但自用、出租住宅宜輕稅，其他加重等。
顏炳立表示，台北市高房價的根本的問題在需求遠大於供給，如果張金鶚能縮短都更時程，短時間內能夠提供一定量體，擴大市場供給，確可解決高房價問題。
至於張金鶚提出實價課稅，目前能做的就是提高精華地段或豪宅公告現值或房屋評定現值，但再怎麼提高對豪宅屋主仍是九牛一毛，影響不大，至於交易資訊公開透明，以已上路的實價揭露來看，對市場並沒有直接影響，房市好壞關鍵仍在大環境經濟景氣。
【2013-04-01/聯合晚報/A10版/焦點】
"
2013-04-01_370,"基金理財
陸3月製造業PMI達50.9％ 去年4月來新高
陸股早盤表現稱霸亞股 美元兌人民幣即期一度升至6.2074元 連2日創新高
【記者鍾張涵╱台北報導】
兩岸金銀會可望開放「A股直通車」等消息，讓陸股及中國經濟後市與台灣投資人更息息相關。今(1)日大陸國家統計局及中國物流與採購聯合會公佈，大陸3月製造業採購經理指數(PMI)為50.9%，不但較2月上升0.8%，還創下去年4月以來新高。今日美元兌人民幣即期匯率盤中也一度升至6.2074元，連續第兩個交易日刷新歷史新高。
受惠製造業PMI持續走揚，今日陸股滬深兩市一度衝高，在亞股中盤勢最靚，但受周圍亞股氣氛低迷影響，截至中午收盤，上證指數小摔3.49點至2233.13點，深成指則上漲28.08點至8917.85點，兩市各成交人民幣401.7億元及390.6億元。
匯豐中國股票基金產品經理蔡明潔指出，市場擔憂中國政府再度推出打壓房價政策的消息，讓中國房地產股票近來表現不理想、大盤震盪。彭博資訊截至3月底的資料也顯示，3月上證指數、國企股分別下挫5.45%及4.73%，顯示市場仍處於不安情緒中，壓抑股價表現；但中國PMI指數持續增溫，顯示中國經濟成長復甦力道相當明確。
雖然陸股受到壓抑，但蔡明潔指出，中國政府重申致力推行改革及開放行業的承諾，著重將經濟成長模式轉由消費主導，同時聚焦市場主導的能源價格政策，利率與匯率、財政與稅制，以及結構性的改革等措施，預期節能、金融等「人大概念股」將是中國股市投資亮點，可望有一波長線行情。
蔡明潔強調，中共中央政府的投資預算將聚焦政府補貼房屋計畫、農業、水利和城市網絡等基礎建設，以及節能和環境保護等。隨著中國政府著墨於環保及重新分配收入等範疇，為相關行業提供機會。整體來說，景氣循環溫和成長，搭配審慎的宏觀政策，為大陸資產市場提供有利的投資環境。
合庫巴黎新興亞洲藍海基金經理人黃育岑也認為，美、日寬鬆貨幣政策及美國經濟展望仍趨樂觀，中國新國五條與改革政策會逐漸在第二季顯現，亞洲股市出現震盪，此時是進場佈局亞股的好時機。
中國物流與採購聯合會分析師張立群表示，3月PMI回升，扭轉了1、2月減緩趨勢，顯示中國經濟未來趨勢穩定。從分項指數來看，3月構成製造業PMI的5個分類指數呈現4升1降。其中，生產指數為52.7%，較2月上升1.5個百分點，並創下10個月以來新高；新訂單指數為52.3%，較2月上升2.2%；原材料庫存指數為47.5%，較2月下降2%。
【2013-04-01/聯合晚報/B8版/櫃買市場】
"
2013-04-01_429,"《企業生日快樂》
18歲的本土飯店，靠著「五超理念」改頭換面，跟國際品牌平起平坐...
漢來 感動服務 稱霸南台灣
【記者 林政鋒】
高雄漢來飯店今年18歲，其傑出表現與荳蔻年華相得益彰，總統辦國宴需要漢來，國際天王巨星到高雄也選漢來，「五超理念」所衍生的「漢來式感動服務」，是勝出的關鍵，也讓漢來穩居高雄飯店龍頭地位。
2012年，交通部觀光局頒給漢來飯店全國最優商務酒店殊榮，又一次肯定漢來在全台五星期酒店之領導品牌地位。去年遠見雜誌進行台灣服務業大調查，漢來取得商務飯店類評比第1名，得分高達84.25分，這個分數具有特殊意義。
漢來飯店總經理林子寬說，這項調查把所飯店、銀行、航空公司、房仲業、甚至市政府的為民服務中心全部都納入，總共有20個類別，而84.25分，是20個服務類別第1名中的最高分，對漢來而言是相當高的殊榮與肯定。
談到這裡，林子寬臉上洋溢著燦爛的笑容，他身子前傾用更高昂的語氣說，重點是這項評比是由「神秘客」執行，沒有人知道誰是「神秘客」，漢來完全靠真本事取得榮耀。
做為1家位於高雄、而且是本土品牌，漢來能與台灣眾多國際連鎖飯店平起平坐，最重要的就是執行「五超理念」。
林子寬表示，創辦人侯西峰提出「超滿意的顧客」、「超尊榮的員工」、「超責任的幹部」、「超快樂的老闆」以及「超活力的企業」，五超理念有先後順序，按部就班即可達到極致的管理目標，也就是「漢來式超感動的服務」，完全超越顧客的期待，「這就是漢來可以成為全台灣最優質飯店的原因」。
重視客戶問題
要求當下解決
林子寬說，漢來追求百分百顧客滿意度，顧客是企業的衣食父母，視顧客抱怨為禮物，全員有共識，接到客戶抱怨唯一選項，就是以客觀健康的態度面對。
因為顧客抱怨是相當有用的資訊，能讓公司明白服務缺口在那裡，過程中顧客充分表達需求，就像是附了答案的考試卷，讓企業去做好改善。
為此，漢來也提供員工「犯一次錯的權力」，鼓勵同仁當下解決顧客問題，不必層層上報延誤黃金處理時間。
林子寬說，有「超滿意的顧客」，員工尊榮感提升，幹部重視所承擔的責任，業績扶搖直上老闆滿意，薪資與福利水準持續墊高，工作幸福指數破表，可吸引更多優秀人才進駐，開新飯店擴大營業不怕找不到人，企業活力與能量都處在高峰。
光說還不夠，漢來內部成立「國揚EMBA旅館學院」，著手是培訓三種人才。一是強化基層員工本職學能、提高效率減少傷害；其次是訓練中級幹部的管理能力；最後強化高階幹部的領導統御智能，上下一起成長。
林子寬自豪的說，服務業最重要的是有新設備，但要有老的、資深的員工，而漢來飯店5年以上員工占比高達60%，穩定性夠服務自然到位。有鑑於此，漢來散客住房的回流率高達50%，飯店天天檢視當晚的300至500個客人，有多少比重是主顧客，代表每天追求最高的顧客滿意度。
精緻與細膩的管理到位，讓漢來成為高雄市區住房率與房價最高的飯店，總統就職大典到高雄選擇漢來辦國宴，國際天王巨星麥克傑森在高雄辦演唱會下榻漢來，為數不少的企業主到高雄住宿唯一只考慮漢來，都讓漢來的能量飽滿。
林子寬表示，10幾年前高雄經濟條件不佳，產業外移導致就業機會變少，因此高雄飯店都惡性削價競爭，為搶客人悶著頭猛殺價造成惡性循環，飯店沒收入自然沒服務品質。
他因漢來總經理職務的關係，擔任2屆高雄國際觀光旅館公會理事長，就積極整合同業，拒絕惡性競爭、回到合理價位，讓同業有能力提高服務水準。
林子寬說，他宣揚的重要觀念就是「物超所值」，客人花多花少是一回事，應該要給不同消費層級的顧客都滿意，事實也証明，顧客願意以合理價格，追求更好的服務。
計劃全台展店
布局大陸市場
以漢來為例，房價是高雄最高，但住房率也是最高，代表市場需求不是追求廉價，而是要求物超所值。經過同業溝通整合，近年來高雄飯店房價平均提高了500元至1,000元，旅館產業生態更趨健康。
林子寬表示，漢來18歲了，去年營收15億餘元，處於歷史最高峰，未來不再滿足做為「高雄的飯店」，目前已擬好發展策略，將全台灣展店，並且進軍大陸發展。
預計對外擴展的腳步在3至5年內即可看到具體成果，屆時漢來在亞洲甚至是全球飯店產業的能見度將大增，為下一個18 年奠定好發展基礎。
為了預備未來擴充的人力需求，漢來目前積極整備，將擴大人才招募，目前漢來有全公司有近800位員工，預計要增加約10%的專才，從禮賓、房務到行銷企劃等，都需才孔急，為後續展望籌備足夠人力。
林子寬說，漢來目前在就業市場具有一定的號召力，每當有職缺出來求職者響應十分踴躍，加上漢來內部原具就有一套完善的培訓體系，會把入門的員工訓練成好用的員工，強化幹部的管理以及領導統御能力，往後南征北討將不乏幹才可用，這也是漢來的競爭利器。
總經理林子寬積極拓展兩岸版圖
五年大計 規模拚增6倍
漢來飯店站穩高雄國際觀光飯店領導地位，未來將朝全台灣擴點，同時西進大陸發展，目標是未來5年將蛻變為擁有3,500間客房的旅館集團，事業版圖橫跨海峽兩岸，規模擴增6倍以上。
漢來飯店總經理林子寬說，目前積極考察大陸成都、杭州等數個城市，西進第1優先是執行「品牌價值輸出」策略，也就是接受委託經營，其次是若有好地段，則可直接投資設飯店，在大陸打響漢來名號。以下是訪談紀要：
問：漢來飯店在高雄不論住房率與房價都是第1名，未來發展布局為何？
答：漢來近年頻頻獲得大獎肯定，18年的用心經營，成為高雄飯店領導品牌，並建立完整的成功模式，這個模式也可複製，國內部分將走出高雄，往全台灣開設新飯店。
像是今年1月漢來已經取得台肥南港園區五星級飯店的OT案，預計2018年開幕，屆時漢來高雄、台北雙館，更可鞏固市場競爭優勢。此外，決定到花蓮開設亞洲最頂級的休閒度假飯店，客房數有150間，讓漢來的品牌更多元化。
問：近年大陸跑得勤，當地商機是否已成熟？
答：到大陸發展已經是既定策略，包括西安、成都、杭州、徐州等地，都進行深度考察。漢來飯店西進大陸第1優先，是希望將品牌價值輸出，接受委託經營，也就是貢獻做為高雄龍頭飯店的KOOW─HOW，賺管理財。
在這同時，若遇有良好的地段，不排除租地或買地直接蓋飯店，目前有幾個地點在評估中，今年內將逐步成熟。
問：不論是台灣或大陸擴點計劃，時程與規模的願景為何？
答：總體而言，希望未來5年內，在台灣及大陸能開設3到5 家新的漢來飯店，合計客房總量達3500間，將比目前漢來的500間客房的規模增加6倍以上，成功建立橫跨海峽兩岸的飯店集團。
問：漢來目前營運策略重點為何？
答：隨著兩岸經濟交流活絡，感覺到陸客自由行的商機愈來愈大。漢來是高級商務飯店，目前陸客占漢來總量的8%，以整個高雄陸客住房來計算，漢來則只占1.8%，這個比例相當低。
由於自由行的陸客消費力高，對品質的要求也高，這些剛好是漢來強項，已經著手加強開發陸客自由行商機，中短期目標設定要成長10%，有信心達陣。
該給的不會少...
創辦人侯西峰 帶人帶心
漢來飯店穩居高雄飯店業龍頭地位，除了總經理林子寬的專業領導之外，漢來集團創辦人侯西峰更是靈魂人物，侯西峰與林子寬兩人共事，就如同伯樂與千里馬，互動默契良好，共同寫下漢來傳奇。
侯西峰在1998年因亞洲金融風暴受創，事業體陷入財務危機，面對類似的情況很多企業主都選擇一走了之，但侯西峰反向操作，他留在台灣收拾殘局，親自整軍重新出發，
像是漢來飯店內部流傳的「五超策略」，就是由侯西峰創造的管理聖經，從「超滿意的顧客」出發，創造出「超尊榮的員工」、「超責任的幹部」、「超快樂的老闆」以及「超活力的企業」，漢來工作環境的滿意指數居高不下。
因此，主力幹部群個個奮勇向前，當年侯西峰身陷財務困境時，就有幹部自動向家族籌措千萬資金供周轉調度，這件事在商界傳為佳話，侯西峰用人、識人、得人心的本事更令人刮目相看。
不願具名的漢來基層說，看到侯西峰這麼努力打拚，員工們普遍覺得工作起來特別踏實，「當然會願意多付出，額外加班也不覺得苦」，就為了把事情做好。
高雄商界人士指出，侯西峰用人與帶人真有一套，他行事風格大器，對待員工更是慷慨，該給的不會少，公司有賺錢，員工幹部的紅包更是厚厚一疊，經常有意外的驚喜。
尤其，侯西峰管理上充分授權做得相當到位，漢來飯店、漢神百貨從總經理以降，每個人都可以把自己份內的工作做到最佳狀態，企業組織靈活無障礙，幹部勇於擔當，營運績效自然年年攀升。
目前，漢來邁入擴展期，台灣、大陸都需要更多人才，很多人認知到這是相當好的歷練機會都躍躍欲試，與一般上班族避外調唯恐不及的態度形成強烈對比，漢來組織氣候晴朗無雲，企業文化與眾不同。
大事紀
1995● 開幕
2005● 轉虧為盈
2007● 與三麗鷗成立
全台唯一Hello
Kitty Room
2008● 總統就職國宴
指定飯店
● 遠見雜誌評鑑
為台灣商務飯
店服務冠軍
2011● 獲觀光局評鑑
為五星級評等
2012● 遠見雜誌評鑑
台灣商務飯店
服務冠軍
● 獲新加坡FHA國
際廚藝競賽兩
金十銅獎牌
2013● 觀光局表揚為
優良觀光產業
● 取得台肥南港
五星級飯店OT
案，進軍台北
【2013-04-01/經濟日報/A18版/產業焦點】
"
